Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-195122@CP
Wafer number	18
Date	2025/02/13
Time	19:56:10

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
459	27	20	1	1.36000E-002	1.12000E-002	7.50000E-003	4.35500E-010	2.65070E-009	7.32593E+002	7.40301E+002	7.70850E+000	1.01720E-006	4.03260E+000	3.34550E-002	6.32500E-001	5.65700E-010	1.16100E-010
463	29	20	1	1.35000E-002	1.12000E-002	7.40000E-003	3.28000E-011	2.49610E-009	7.30136E+002	7.39234E+002	9.09740E+000	1.03280E-006	4.03920E+000	3.37119E-002	6.32700E-001	7.33000E-011	4.52000E-011
467	31	20	1	1.35000E-002	1.12000E-002	7.40000E-003	4.00400E-010	2.37900E-009	7.21954E+002	7.34167E+002	1.22131E+001	1.17060E-006	4.05080E+000	3.42247E-002	6.31900E-001	1.47100E-010	5.17700E-010
471	33	20	1	1.36000E-002	1.12000E-002	7.40000E-003	9.43700E-010	2.48670E-009	7.35879E+002	7.44408E+002	8.52940E+000	9.84200E-007	4.07180E+000	3.40263E-002	6.32500E-001	6.60000E-012	3.07900E-010
475	35	20	1	1.35000E-002	1.12000E-002	7.40000E-003	6.06500E-010	2.77240E-009	7.36313E+002	7.38328E+002	2.01420E+000	9.38300E-007	4.09940E+000	3.32914E-002	6.32800E-001	1.68100E-010	3.52600E-010
479	37	20	1	1.36000E-002	1.06000E-002	6.70000E-003	4.96400E-010	2.40480E-009	7.28527E+002	7.31945E+002	3.41780E+000	1.04350E-006	4.12370E+000	3.32607E-002	6.33100E-001	3.36000E-010	4.17300E-010
480	35	22	1	1.36000E-002	1.06000E-002	6.70000E-003	9.06200E-010	3.10490E-009	7.26999E+002	7.32306E+002	5.30720E+000	1.08380E-006	4.14070E+000	3.32661E-002	6.33200E-001	6.28000E-011	5.86800E-010
481	33	22	1	1.36000E-002	1.12000E-002	7.40000E-003	1.07480E-009	3.25010E-009	7.36385E+002	7.38632E+002	2.24720E+000	9.70800E-007	4.13630E+000	3.32682E-002	6.32500E-001	6.67300E-010	3.11000E-010
485	31	22	1	1.35000E-002	1.12000E-002	7.40000E-003	5.76000E-010	2.11910E-009	7.29996E+002	7.40551E+002	1.05555E+001	1.04040E-006	4.12820E+000	3.41350E-002	6.32500E-001	3.77000E-011	2.03700E-010
489	29	22	1	1.35000E-002	1.12000E-002	7.40000E-003	7.30600E-010	2.41420E-009	7.22370E+002	7.32312E+002	9.94260E+000	1.11950E-006	4.08190E+000	3.42872E-002	6.33100E-001	1.47300E-010	9.62000E-011
493	27	22	1	1.35000E-002	1.12000E-002	7.40000E-003	5.33900E-010	2.01840E-009	7.23346E+002	7.31737E+002	8.39040E+000	1.15110E-006	4.10450E+000	3.42445E-002	6.32800E-001	4.50000E-011	6.93000E-011
497	25	22	1	1.36000E-002	1.11000E-002	7.40000E-003	6.29900E-010	2.06990E-009	7.17820E+002	7.30814E+002	1.29942E+001	1.21800E-006	4.08960E+000	3.41642E-002	6.32700E-001	7.39500E-010	3.36200E-010
501	23	22	1	1.35000E-002	1.11000E-002	7.40000E-003	3.67600E-010	2.34390E-009	7.25476E+002	7.34441E+002	8.96410E+000	1.13220E-006	4.04730E+000	3.38689E-002	6.32600E-001	8.80000E-011	1.67000E-010
505	21	22	1	1.35000E-002	1.11000E-002	7.40000E-003	3.53600E-010	2.90590E-009	7.31048E+002	7.37187E+002	6.13970E+000	1.08910E-006	4.10340E+000	3.37770E-002	6.32600E-001	9.20000E-010	3.79800E-010
509	19	22	1	1.35000E-002	1.11000E-002	7.40000E-003	1.00220E-009	2.99490E-009	7.19550E+002	7.32581E+002	1.30309E+001	1.22640E-006	4.10390E+000	3.42139E-002	6.32200E-001	4.23400E-010	1.48000E-010
513	17	22	1	1.36000E-002	1.11000E-002	7.40000E-003	7.77400E-010	3.07920E-009	7.19147E+002	7.30199E+002	1.10522E+001	1.22470E-006	4.08190E+000	3.43074E-002	6.32200E-001	8.07800E-010	1.20000E-012
517	15	22	1	1.35000E-002	1.11000E-002	7.40000E-003	6.55600E-010	2.57340E-009	7.20045E+002	7.31632E+002	1.15868E+001	1.09820E-006	4.17730E+000	3.41899E-002	6.33800E-001	3.01400E-010	1.07000E-010
521	13	22	1	1.36000E-002	1.11000E-002	7.40000E-003	7.23500E-010	2.83800E-009	7.19649E+002	7.32173E+002	1.25235E+001	1.17160E-006	4.17230E+000	3.43753E-002	6.32600E-001	9.20900E-010	3.69500E-010
525	11	22	1	1.36000E-002	1.10000E-002	7.40000E-003	2.27100E-010	3.06040E-009	7.33824E+002	7.36653E+002	2.82960E+000	9.96700E-007	4.14260E+000	3.34150E-002	6.32600E-001	1.06940E-009	3.00000E-010
529	9	22	1	1.35000E-002	1.08000E-002	7.10000E-003	3.65300E-010	2.33946E-008	7.24048E+002	7.32986E+002	8.93850E+000	1.12670E-006	4.15200E+000	3.33946E-002	6.33100E-001	7.69200E-010	5.08600E-010
532	12	24	1	1.37000E-002	1.05000E-002	6.90000E-003	2.69300E-010	1.55059E-008	7.20700E+002	7.29492E+002	8.79100E+000	1.15470E-006	4.18020E+000	3.35284E-002	6.33400E-001	7.48400E-010	1.25000E-010
534	14	24	1	1.36000E-002	1.08000E-002	7.20000E-003	6.25200E-010	3.31330E-009	7.30066E+002	7.32777E+002	2.71030E+000	1.04890E-006	4.20590E+000	3.33522E-002	6.32900E-001	2.30600E-010	5.33600E-010
537	16	24	1	1.36000E-002	1.11000E-002	7.40000E-003	1.27620E-009	2.90820E-009	7.31156E+002	7.39388E+002	8.23210E+000	1.01140E-006	4.20790E+000	3.36496E-002	6.32900E-001	2.16800E-010	2.83800E-010
541	18	24	1	1.35000E-002	1.11000E-002	7.40000E-003	1.00690E-009	2.66470E-009	7.31083E+002	7.38362E+002	7.27900E+000	1.00520E-006	4.19940E+000	3.39161E-002	6.33500E-001	6.83300E-010	1.28800E-010
545	20	24	1	1.35000E-002	1.12000E-002	7.40000E-003	7.96000E-011	2.80750E-009	7.28574E+002	7.37058E+002	8.48450E+000	1.04840E-006	4.14290E+000	3.40225E-002	6.33200E-001	1.66700E-010	4.01800E-010
549	22	24	1	1.35000E-002	1.12000E-002	7.40000E-003	5.15100E-010	2.99720E-009	7.20766E+002	7.30733E+002	9.96700E+000	1.19920E-006	4.16820E+000	3.40495E-002	6.32500E-001	7.25700E-010	2.40200E-010
553	24	24	1	1.35000E-002	1.12000E-002	7.40000E-003	8.35900E-010	2.43760E-009	7.27935E+002	7.35761E+002	7.82610E+000	1.09530E-006	4.16680E+000	3.41184E-002	6.32500E-001	4.93100E-010	5.33400E-010
557	26	24	1	1.35000E-002	1.12000E-002	7.40000E-003	6.20500E-010	2.23150E-009	7.27002E+002	7.34513E+002	7.51120E+000	1.07790E-006	4.11800E+000	3.40354E-002	6.32700E-001	5.65300E-010	2.44700E-010
561	28	24	1	1.36000E-002	1.12000E-002	7.40000E-003	2.06100E-010	2.39780E-009	7.33029E+002	7.39981E+002	6.95180E+000	1.00030E-006	4.15470E+000	3.35630E-002	6.32800E-001	7.17000E-011	1.19400E-010
565	30	24	1	1.37000E-002	1.07000E-002	6.90000E-003	8.64000E-010	2.48440E-009	7.32596E+002	7.34982E+002	2.38580E+000	1.03500E-006	4.16380E+000	3.32034E-002	6.32800E-001	5.68300E-010	6.25000E-011
567	32	24	1	1.37000E-002	1.04000E-002	6.70000E-003	9.85800E-010	2.74900E-009	7.17396E+002	7.23773E+002	6.37710E+000	1.19060E-006	4.17960E+000	3.35011E-002	6.33100E-001	8.15000E-011	3.75400E-010
568	24	26	1	1.37000E-002	1.04000E-002	6.70000E-003	3.04400E-010	2.51720E-009	7.12656E+002	7.19675E+002	7.01930E+000	1.23760E-006	4.22720E+000	3.34472E-002	6.33200E-001	6.48100E-010	7.79500E-010
569	22	26	1	1.38000E-002	1.06000E-002	6.90000E-003	7.96100E-010	2.37670E-009	7.11796E+002	7.21306E+002	9.50970E+000	1.25940E-006	4.19130E+000	3.34772E-002	6.32900E-001	8.92000E-011	2.46000E-011
571	20	26	1	1.37000E-002	1.06000E-002	6.90000E-003	5.55000E-010	3.10730E-009	7.13711E+002	7.21446E+002	7.73460E+000	1.23770E-006	4.21870E+000	3.33946E-002	6.32900E-001	1.74400E-010	5.37200E-010

9	28	6	1	1.36000E-002	1.28000E-002	8.50000E-003	9.13000E-011	2.93200E-009	6.85381E+002	6.94420E+002	9.03890E+000	1.66960E-006	4.03460E+000	3.37375E-002	6.33300E-001	3.63000E-010	2.50100E-010
13	26	6	1	1.35000E-002	1.32000E-002	8.50000E-003	3.63000E-010	2.42850E-009	7.16477E+002	7.25347E+002	8.86970E+000	1.24120E-006	4.03290E+000	3.32911E-002	6.32800E-001	1.98400E-010	2.45700E-010
17	24	6	1	1.36000E-002	1.31000E-002	8.50000E-003	9.84000E-011	3.05140E-009	7.23239E+002	7.30041E+002	6.80120E+000	1.18430E-006	4.03280E+000	3.34577E-002	6.32500E-001	5.18700E-010	2.03300E-010
21	22	6	1	1.35000E-002	1.28000E-002	8.50000E-003	1.89700E-010	2.28330E-009	7.19628E+002	7.29431E+002	9.80290E+000	1.21240E-006	4.02350E+000	3.35109E-002	6.32500E-001	1.60900E-010	4.05800E-010
25	20	6	1	1.35000E-002	1.33000E-002	8.50000E-003	9.37000E-011	3.19190E-009	7.23972E+002	7.30892E+002	6.91940E+000	1.16750E-006	4.02850E+000	3.34467E-002	6.32600E-001	4.04200E-010	2.12600E-010
29	18	6	1	1.36000E-002	1.35000E-002	8.50000E-003	3.25500E-010	2.84300E-009	7.23843E+002	7.31263E+002	7.41940E+000	1.14510E-006	4.03710E+000	3.33610E-002	6.33200E-001	1.11200E-010	3.89000E-011
33	16	6	1	1.36000E-002	1.32000E-002	8.50000E-003	3.93400E-010	3.22240E-009	7.00223E+002	7.08912E+002	8.68930E+000	1.38230E-006	4.00950E+000	3.36233E-002	6.33200E-001	6.91000E-011	5.90000E-012
41	12	8	1	1.36000E-002	1.32000E-002	8.50000E-003	6.67400E-010	3.00690E-009	7.31199E+002	7.38965E+002	7.76640E+000	1.07570E-006	4.04670E+000	3.33646E-002	6.32900E-001	5.26400E-010	5.58100E-010
45	14	8	1	1.35000E-002	1.30000E-002	8.50000E-003	1.94400E-010	2.20600E-009	7.34880E+002	7.38771E+002	3.89070E+000	9.91600E-007	4.08800E+000	3.32422E-002	6.33200E-001	1.85900E-010	9.37000E-011
49	16	8	1	1.35000E-002	1.33000E-002	8.50000E-003	1.66300E-010	2.21770E-009	7.24357E+002	7.34916E+002	1.05593E+001	1.09720E-006	4.09610E+000	3.39597E-002	6.33200E-001	3.30400E-010	3.30000E-011
53	18	8	1	1.36000E-002	1.32000E-002	8.50000E-003	4.92000E-011	3.06310E-009	7.22730E+002	7.32783E+002	1.00528E+001	1.15880E-006	4.08800E+000	3.43362E-002	6.32600E-001	5.45200E-010	1.42100E-010
57	20	8	1	1.35000E-002	1.32000E-002	8.50000E-003	2.85700E-010	2.71180E-009	7.12715E+002	7.24131E+002	1.14166E+001	1.29790E-006	4.11310E+000	3.44109E-002	6.33100E-001	6.34900E-010	3.27400E-010
61	22	8	1	1.35000E-002	1.35000E-002	8.50000E-003	3.18500E-010	2.27860E-009	6.93418E+002	7.14270E+002	2.08519E+001	1.49600E-006	4.09830E+000	3.46100E-002	6.33200E-001	5.23400E-010	8.88000E-011
65	24	8	1	1.35000E-002	1.35000E-002	8.50000E-003	2.81000E-010	2.59470E-009	7.01476E+002	7.16388E+002	1.49121E+001	1.44590E-006	4.09480E+000	3.45934E-002	6.32900E-001	2.19200E-010	5.46000E-011
69	26	8	8	1.36000E-002	1.30000E-002	8.50000E-003	4.82400E-010	2.77980E-009	7.00234E+002	7.16178E+002	1.59439E+001	1.38293E-005
73	28	8	1	1.36000E-002	1.30000E-002	8.50000E-003	9.48400E-010	2.49170E-009	7.12226E+002	7.25357E+002	1.31308E+001	1.26320E-006	4.10440E+000	3.40531E-002	6.33100E-001	7.86600E-010	1.30000E-010
77	30	8	1	1.35000E-002	1.32000E-002	8.50000E-003	2.10800E-010	2.96940E-009	7.27546E+002	7.32096E+002	4.55010E+000	1.06420E-006	4.05370E+000	3.34034E-002	6.33000E-001	2.84800E-010	6.93000E-011
81	32	8	1	1.35000E-002	1.31000E-002	8.50000E-003	6.32300E-010	2.86640E-009	7.17948E+002	7.28128E+002	1.01798E+001	1.22980E-006	4.05030E+000	3.35154E-002	6.32600E-001	7.50000E-012	3.58300E-010
90	36	10	1	1.35000E-002	1.33000E-002	8.50000E-003	1.21800E-010	3.48700E-009	6.97299E+002	7.03329E+002	6.03020E+000	1.39540E-006	3.96640E+000	3.37404E-002	6.33100E-001	2.98800E-010	4.03000E-011
94	34	10	1	1.36000E-002	1.35000E-002	8.50000E-003	6.74400E-010	3.24110E-009	7.23454E+002	7.30119E+002	6.66510E+000	1.10780E-006	3.99710E+000	3.33956E-002	6.32600E-001	2.65100E-010	2.32300E-010
98	32	10	1	1.35000E-002	1.33000E-002	8.50000E-003	3.23200E-010	2.35120E-009	7.17780E+002	7.28575E+002	1.07946E+001	1.17540E-006	4.00490E+000	3.41358E-002	6.32700E-001	1.50100E-010	2.74900E-010
102	30	10	1	1.35000E-002	1.33000E-002	8.50000E-003	5.83100E-010	3.06550E-009	7.08552E+002	7.20179E+002	1.16268E+001	1.32900E-006	4.03320E+000	3.43102E-002	6.33500E-001	7.70000E-012	3.76800E-010
106	28	10	1	1.35000E-002	1.33000E-002	8.50000E-003	4.94100E-010	2.03970E-009	6.87817E+002	7.12131E+002	2.43139E+001	1.58960E-006	4.00620E+000	3.45142E-002	6.32200E-001	7.56000E-011	1.41400E-010
110	26	10	1	1.35000E-002	1.34000E-002	8.50000E-003	4.66000E-010	2.07490E-009	7.04895E+002	7.20529E+002	1.56345E+001	1.37430E-006	3.98780E+000	3.41596E-002	6.33100E-001	8.89000E-010	1.98400E-010
114	24	10	1	1.35000E-002	1.32000E-002	8.50000E-003	6.79000E-011	2.19900E-009	7.12952E+002	7.25218E+002	1.22667E+001	1.20440E-006	3.97890E+000	3.38953E-002	6.33400E-001	3.23600E-010	1.80800E-010
118	22	10	1	1.35000E-002	1.34000E-002	8.50000E-003	1.35800E-010	2.74930E-009	7.10604E+002	7.26061E+002	1.54571E+001	1.28040E-006	3.97510E+000	3.39597E-002	6.32700E-001	5.30900E-010	4.25000E-010
122	20	10	1	1.35000E-002	1.36000E-002	8.60000E-003	4.19200E-010	2.26690E-009	7.18566E+002	7.29414E+002	1.08478E+001	1.17910E-006	3.98180E+000	3.39601E-002	6.33100E-001	1.09400E-010	2.96700E-010
126	18	10	1	1.36000E-002	1.42000E-002	8.50000E-003	3.98100E-010	2.73760E-009	7.24840E+002	7.33585E+002	8.74500E+000	1.11430E-006	3.99580E+000	3.41132E-002	6.33000E-001	9.84000E-011	3.25700E-010
130	16	10	1	1.36000E-002	1.42000E-002	8.50000E-003	5.73700E-010	3.25280E-009	7.18698E+002	7.32294E+002	1.35959E+001	1.22250E-006	4.01810E+000	3.43491E-002	6.32600E-001	5.31600E-010	5.48200E-010
134	14	10	1	1.35000E-002	1.45000E-002	8.50000E-003	6.72100E-010	2.59010E-009	7.20178E+002	7.31017E+002	1.08392E+001	1.17310E-006	4.02040E+000	3.43653E-002	6.33200E-001	3.33000E-010	3.18000E-011
138	12	10	1	1.36000E-002	1.44000E-002	8.50000E-003	7.49400E-010	2.59470E-009	7.30276E+002	7.38096E+002	7.81950E+000	9.77900E-007	4.02750E+000	3.38459E-002	6.33800E-001	4.23600E-010	9.16000E-011
142	10	10	1	1.35000E-002	1.40000E-002	8.50000E-003	3.27900E-010	2.46360E-009	7.29510E+002	7.34981E+002	5.47090E+000	1.05610E-006	4.01890E+000	3.33977E-002	6.32700E-001	7.79400E-010	4.78200E-010
145	8	10	1	1.39000E-002	1.43000E-002	8.30000E-003	2.30000E-012	3.60880E-009	6.93317E+002	6.99010E+002	5.69300E+000	1.42890E-006	4.00070E+000	3.39837E-002	6.33500E-001	1.72800E-010	2.44700E-010
149	7	12	1	1.36000E-002	1.39000E-002	8.50000E-003	7.07200E-010	3.58300E-009	7.18268E+002	7.24094E+002	5.82560E+000	1.17880E-006	4.06380E+000	3.36136E-002	6.33200E-001	3.60200E-010	8.95000E-011
153	9	12	1	1.35000E-002	1.45000E-002	8.50000E-003	4.28600E-010	3.30900E-009	7.33418E+002	7.42698E+002	9.27960E+000	9.76200E-007	4.08560E+000	3.35935E-002	6.33300E-001	8.29000E-011	2.39300E-010
157	11	12	1	1.35000E-002	1.34000E-002	8.50000E-003	2.45900E-010	2.51750E-009	7.24537E+002	7.30248E+002	5.71100E+000	1.15930E-006	4.02160E+000	3.40239E-002	6.33200E-001	3.22700E-010	2.96200E-010
161	13	12	1	1.35000E-002	1.38000E-002	8.50000E-003	5.73700E-010	3.65090E-009	7.26330E+002	7.39751E+002	1.34213E+001	1.10650E-006	4.03520E+000	3.40315E-002	6.32400E-001	6.32000E-011	2.44000E-011
165	15	12	1	1.35000E-002	1.36000E-002	8.50000E-003	8.87600E-010	2.72820E-009	7.31631E+002	7.39880E+002	8.24920E+000	1.00970E-006	4.03470E+000	3.37005E-002	6.33500E-001	6.73000E-010	1.49900E-010
169	17	12	1	1.34000E-002	1.37000E-002	8.50000E-003	4.56700E-010	2.85000E-009	7.24217E+002	7.35561E+002	1.13439E+001	1.14860E-006	3.98890E+000	3.38118E-002	6.32500E-001	2.51300E-010	7.00000E-012
173	19	12	1	1.36000E-002	1.39000E-002	8.50000E-003	1.89700E-010	2.30900E-009	7.19337E+002	7.33149E+002	1.38121E+001	1.15200E-006	4.08160E+000	3.35296E-002	6.33100E-001	8.56900E-010	2.93000E-011
177	21	12	1	1.36000E-002	1.37000E-002	8.50000E-003	1.28800E-010	2.28560E-009	7.24621E+002	7.32537E+002	7.91590E+000	1.08930E-006	4.10620E+000	3.32186E-002	6.32800E-001	1.95300E-010	2.82700E-010
181	23	12	1	1.36000E-002	1.35000E-002	8.50000E-003	8.20000E-011	2.21070E-009	7.21133E+002	7.31166E+002	1.00332E+001	1.13260E-006	4.02980E+000	3.31985E-002	6.32500E-001	2.22000E-010	8.55000E-011
185	25	12	1	1.35000E-002	1.35000E-002	8.40000E-003	1.14700E-010	2.93900E-009	7.16900E+002	7.29921E+002	1.30216E+001	1.18000E-006	4.03350E+000	3.35308E-002	6.32700E-001	1.78700E-010	3.04000E-010
189	27	12	1	1.35000E-002	1.34000E-002	8.50000E-003	1.07700E-010	2.79150E-009	7.23422E+002	7.32747E+002	9.32550E+000	1.13160E-006	4.00960E+000	3.36710E-002	6.32700E-001	5.04400E-010	3.15700E-010
193	29	12	1	1.35000E-002	1.34000E-002	8.50000E-003	1.92000E-010	3.00690E-009	7.17848E+002	7.28919E+002	1.10709E+001	1.21430E-006	3.94710E+000	3.38105E-002	6.32500E-001	9.27000E-011	3.33000E-011
197	31	12	1	1.35000E-002	1.35000E-002	8.50000E-003	5.45600E-010	2.85470E-009	7.10973E+002	7.27046E+002	1.60729E+001	1.28570E-006	4.04730E+000	3.40056E-002	6.32800E-001	3.62000E-010	3.95300E-010
201	33	12	1	1.35000E-002	1.37000E-002	8.50000E-003	7.37700E-010	2.94370E-009	7.24621E+002	7.32064E+002	7.44310E+000	1.18500E-006	4.06150E+000	3.37796E-002	6.32800E-001	6.57100E-010	2.96200E-010
205	35	12	1	1.35000E-002	1.34000E-002	8.50000E-003	4.61300E-010	2.46360E-009	7.31045E+002	7.39036E+002	7.99090E+000	9.49100E-007	4.02730E+000	3.33664E-002	6.33900E-001	4.78900E-010	6.72000E-011
209	37	12	1	1.36000E-002	1.33000E-002	8.50000E-003	2.01400E-010	2.77510E-009	7.24619E+002	7.28887E+002	4.26800E+000	1.10510E-006	4.03660E+000	3.32023E-002	6.32700E-001	1.53600E-010	5.11000E-011
217	38	14	1	1.35000E-002	1.33000E-002	8.50000E-003	5.26900E-010	3.73520E-009	7.31037E+002	7.35077E+002	4.03990E+000	1.04980E-006	4.04350E+000	3.31738E-002	6.33100E-001	2.18300E-010	2.48000E-011
221	36	14	1	1.36000E-002	1.34000E-002	8.60000E-003	7.04900E-010	2.41910E-009	7.40222E+002	7.42222E+002	1.99950E+000	9.10900E-007	4.11100E+000	3.33757E-002	6.33400E-001	1.72800E-010	1.97000E-011
225	34	14	1	1.35000E-002	1.37000E-002	8.50000E-003	1.94400E-010	3.10760E-009	7.16551E+002	7.31015E+002	1.44635E+001	1.17410E-006	4.10190E+000	3.42247E-002	6.33700E-001	2.60200E-010	3.08400E-010
229	32	14	1	1.35000E-002	1.31000E-002	8.50000E-003	8.52400E-010	2.64160E-009	7.17601E+002	7.28629E+002	1.10281E+001	1.11180E-006	4.02390E+000	3.40062E-002	6.33300E-001	1.30700E-010	2.33500E-010
233	30	14	1	1.35000E-002	1.32000E-002	8.50000E-003	2.24800E-010	3.24810E-009	7.25951E+002	7.33335E+002	7.38420E+000	1.08160E-006	4.06230E+000	3.36291E-002	6.32900E-001	4.03000E-011	3.84300E-010
237	28	14	1	1.35000E-002	1.37000E-002	8.50000E-003	5.55000E-010	2.86640E-009	7.20751E+002	7.33919E+002	1.31673E+001	1.09610E-006	4.06600E+000	3.33852E-002	6.32900E-001	4.73000E-010	3.42000E-011
241	26	14	1	1.34000E-002	1.35000E-002	8.50000E-003	2.90400E-010	2.56660E-009	7.21429E+002	7.30556E+002	9.12660E+000	1.07750E-006	4.06180E+000	3.29732E-002	6.33100E-001	2.92700E-010	4.68000E-011
245	24	14	1	1.35000E-002	1.34000E-002	8.50000E-003	6.25300E-010	2.25750E-009	7.20498E+002	7.30418E+002	9.91950E+000	1.17360E-006	4.15430E+000	3.28901E-002	6.31900E-001	2.44700E-010	4.67200E-010
249	22	14	1	1.35000E-002	1.39000E-002	8.50000E-003	3.39600E-010	2.74700E-009	7.07420E+002	7.22414E+002	1.49940E+001	1.23310E-006	4.18140E+000	3.28703E-002	6.33200E-001	4.03000E-011	1.44000E-010
253	20	14	1	1.35000E-002	1.33000E-002	8.50000E-003	4.42600E-010	3.04670E-009	7.17274E+002	7.27702E+002	1.04279E+001	1.19610E-006	4.15240E+000	3.29707E-002	6.32300E-001	6.00200E-010	2.74000E-010
257	18	14	1	1.35000E-002	1.37000E-002	8.50000E-003	3.27900E-010	2.85000E-009	7.25456E+002	7.33046E+002	7.59000E+000	1.08940E-006	4.16390E+000	3.29450E-002	6.32600E-001	4.59900E-010	3.13800E-010
261	16	14	1	1.35000E-002	1.36000E-002	8.60000E-003	5.64400E-010	2.71420E-009	7.22531E+002	7.35206E+002	1.26744E+001	1.07550E-006	4.09930E+000	3.33660E-002	6.33200E-001	6.52400E-010	6.18000E-011
265	14	14	1	1.35000E-002	1.37000E-002	8.60000E-003	5.17500E-010	1.94840E-009	7.29335E+002	7.35878E+002	6.54330E+000	1.04560E-006	4.02930E+000	3.36107E-002	6.32900E-001	2.42400E-010	3.92300E-010
269	12	14	1	1.36000E-002	1.38000E-002	8.50000E-003	4.61300E-010	2.60410E-009	7.28088E+002	7.37002E+002	8.91390E+000	1.05440E-006	4.07170E+000	3.38531E-002	6.32700E-001	1.24800E-010	4.28800E-010
273	10	14	1	1.35000E-002	1.37000E-002	8.50000E-003	2.55300E-010	2.91560E-009	7.06465E+002	7.22970E+002	1.65049E+001	1.28630E-006	4.09660E+000	3.44001E-002	6.33900E-001	3.00000E-010	2.08200E-010
277	8	14	1	1.36000E-002	1.41000E-002	8.50000E-003	1.87300E-010	2.86170E-009	7.27278E+002	7.33517E+002	6.23900E+000	1.01160E-006	4.09110E+000	3.38399E-002	6.33600E-001	5.49400E-010	2.86600E-010
281	6	14	1	1.36000E-002	1.43000E-002	8.50000E-003	3.72400E-010	3.22000E-009	7.22199E+002	7.31587E+002	9.38770E+000	1.13240E-006	4.10610E+000	3.36525E-002	6.33400E-001	2.39100E-010	9.20000E-011
285	6	16	1	1.35000E-002	1.31000E-002	8.50000E-003	8.47700E-010	3.33940E-009	7.24874E+002	7.33734E+002	8.86010E+000	1.11620E-006	4.13570E+000	3.35366E-002	6.33200E-001	5.03000E-010	3.42000E-011
289	8	16	1	1.35000E-002	1.34000E-002	8.50000E-003	4.66000E-010	3.01860E-009	7.24477E+002	7.32359E+002	7.88190E+000	1.07370E-006	4.14110E+000	3.41710E-002	6.33700E-001	2.44500E-010	4.52900E-010
293	10	16	1	1.35000E-002	1.32000E-002	8.50000E-003	3.46600E-010	3.40270E-009	6.94039E+002	7.15642E+002	2.16035E+001	1.40350E-006	4.11210E+000	3.45555E-002	6.34000E-001	2.70500E-010	6.52900E-010
297	12	16	1	1.35000E-002	1.32000E-002	8.50000E-003	8.15000E-010	2.78210E-009	7.17913E+002	7.29863E+002	1.19501E+001	1.17450E-006	4.10330E+000	3.40934E-002	6.33300E-001	4.19700E-010	5.84300E-010
301	14	16	1	1.35000E-002	1.31000E-002	8.50000E-003	8.80500E-010	2.96010E-009	7.21380E+002	7.30996E+002	9.61610E+000	1.16910E-006	4.09200E+000	3.37119E-002	6.32700E-001	5.85200E-010	9.70000E-011
305	16	16	1	1.35000E-002	1.31000E-002	8.50000E-003	7.11900E-010	2.43080E-009	7.16967E+002	7.29018E+002	1.20511E+001	1.13550E-006	4.15670E+000	3.32006E-002	6.33100E-001	6.97200E-010	1.08000E-011
309	18	16	1	1.35000E-002	1.28000E-002	8.50000E-003	6.20600E-010	2.62520E-009	7.19134E+002	7.28107E+002	8.97290E+000	1.16780E-006	4.23970E+000	3.28313E-002	6.32300E-001	8.44500E-010	8.40000E-012
313	20	16	1	1.35000E-002	1.29000E-002	8.50000E-003	1.52200E-010	2.18260E-009	7.01990E+002	7.13995E+002	1.20057E+001	1.23820E-006	4.25970E+000	3.29140E-002	6.34200E-001	4.77500E-010	2.93400E-010
317	22	16	1	1.35000E-002	1.34000E-002	8.50000E-003	4.98800E-010	2.37460E-009	6.97603E+002	7.13522E+002	1.59193E+001	1.66810E-006	4.26920E+000	3.29801E-002	6.30800E-001	6.80000E-012	2.39600E-010
321	24	16	1	1.35000E-002	1.29000E-002	8.50000E-003	3.74700E-010	2.67200E-009	7.05888E+002	7.20184E+002	1.42958E+001	1.18250E-006	4.25980E+000	3.28421E-002	6.34300E-001	1.21800E-010	1.90600E-010
325	26	16	1	1.35000E-002	1.34000E-002	8.50000E-003	4.22000E-011	2.35590E-009	7.17466E+002	7.27182E+002	9.71650E+000	1.16420E-006	4.17440E+000	3.28756E-002	6.32300E-001	4.86400E-010	9.18000E-011
329	28	16	1	1.36000E-002	1.30000E-002	8.50000E-003	8.20000E-011	2.58540E-009	7.19851E+002	7.32457E+002	1.26059E+001	1.10590E-006	4.07760E+000	3.31716E-002	6.32600E-001	2.74700E-010	5.36000E-010
333	30	16	1	1.35000E-002	1.30000E-002	8.50000E-003	2.08400E-010	2.75160E-009	7.31255E+002	7.39120E+002	7.86480E+000	1.03530E-006	4.07810E+000	3.35437E-002	6.32600E-001	4.33700E-010	2.24100E-010
337	32	16	8	1.35000E-002	1.30000E-002	8.50000E-003	8.15000E-010	3.17080E-009	7.13851E+002	7.32300E+002	1.84489E+001	1.38325E-005
341	34	16	1	1.35000E-002	1.32000E-002	8.50000E-003	6.58100E-010	2.25520E-009	7.17996E+002	7.31294E+002	1.32977E+001	1.13400E-006	4.09620E+000	3.41983E-002	6.33900E-001	7.49000E-011	7.77000E-011
