Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-192309@CP
Wafer number	17
Date	2025/02/13
Time	19:27:58

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
451	23	20	1	1.36000E-002	1.11000E-002	7.40000E-003	4.26200E-010	2.40010E-009	7.35320E+002	7.44892E+002	9.57280E+000	9.08300E-007	3.87200E+000	3.29256E-002	6.32300E-001	6.01300E-010	2.64800E-010
455	25	20	1	1.36000E-002	1.12000E-002	7.40000E-003	1.49860E-009	2.51950E-009	7.36753E+002	7.46920E+002	1.01677E+001	9.25100E-007	3.85300E+000	3.31136E-002	6.31600E-001	2.10500E-010	4.47000E-011
459	27	20	1	1.35000E-002	1.12000E-002	7.40000E-003	2.81000E-010	1.84750E-009	7.44302E+002	7.51236E+002	6.93440E+000	8.66500E-007	3.86740E+000	3.32414E-002	6.31800E-001	4.73000E-010	2.43500E-010
463	29	20	1	1.34000E-002	1.12000E-002	7.40000E-003	6.48600E-010	2.46800E-009	7.43992E+002	7.51642E+002	7.64980E+000	8.60200E-007	3.87000E+000	3.34920E-002	6.31800E-001	3.04400E-010	1.04150E-009
467	31	20	1	1.36000E-002	1.12000E-002	7.40000E-003	7.39900E-010	2.12380E-009	7.39124E+002	7.50845E+002	1.17212E+001	9.09100E-007	3.90210E+000	3.39867E-002	6.31500E-001	5.57000E-011	4.08600E-010
471	33	20	1	1.35000E-002	1.11000E-002	7.50000E-003	7.21200E-010	2.16130E-009	7.48890E+002	7.56208E+002	7.31790E+000	8.15900E-007	3.95870E+000	3.38885E-002	6.32100E-001	5.90800E-010	3.70200E-010
475	35	20	1	1.35000E-002	1.12000E-002	7.40000E-003	9.60000E-010	2.48670E-009	7.36719E+002	7.38629E+002	1.91020E+000	8.36300E-007	4.02490E+000	3.32404E-002	6.32500E-001	4.02800E-010	1.92200E-010
479	37	20	1	1.36000E-002	1.05000E-002	6.80000E-003	1.01860E-009	2.52660E-009	7.38743E+002	7.42013E+002	3.26990E+000	9.09400E-007	4.09320E+000	3.30398E-002	6.33100E-001	1.88000E-010	2.94600E-010
480	35	22	1	1.36000E-002	1.05000E-002	6.80000E-003	1.16380E-009	2.78650E-009	7.38621E+002	7.42672E+002	4.05020E+000	9.33700E-007	4.08750E+000	3.31740E-002	6.32900E-001	3.97800E-010	3.00400E-010
481	33	22	1	1.35000E-002	1.12000E-002	7.50000E-003	1.96700E-010	2.27130E-009	7.42330E+002	7.43638E+002	1.30770E+000	8.62200E-007	4.07400E+000	3.30393E-002	6.32600E-001	5.32000E-010	2.43500E-010
485	31	22	1	1.36000E-002	1.12000E-002	7.50000E-003	1.18480E-009	2.12850E-009	7.41066E+002	7.51190E+002	1.01243E+001	8.79000E-007	4.01860E+000	3.39173E-002	6.32200E-001	6.44600E-010	7.27100E-010
489	29	22	1	1.35000E-002	1.12000E-002	7.40000E-003	3.55900E-010	2.11910E-009	7.38656E+002	7.47324E+002	8.66780E+000	8.80100E-007	3.95710E+000	3.39030E-002	6.32600E-001	5.92200E-010	1.04400E-010
493	27	22	1	1.36000E-002	1.11000E-002	7.40000E-003	9.46000E-010	2.11680E-009	7.40748E+002	7.48632E+002	7.88450E+000	8.88900E-007	3.94700E+000	3.38740E-002	6.32400E-001	4.52200E-010	7.01300E-010
497	25	22	1	1.36000E-002	1.12000E-002	7.40000E-003	7.63400E-010	1.91540E-009	7.34712E+002	7.46662E+002	1.19491E+001	9.38800E-007	3.91290E+000	3.37593E-002	6.32200E-001	6.51000E-010	3.23400E-010
501	23	22	1	1.35000E-002	1.12000E-002	7.40000E-003	1.12400E-010	1.87330E-009	7.40117E+002	7.47833E+002	7.71630E+000	9.06200E-007	3.88520E+000	3.34569E-002	6.32100E-001	7.08800E-010	3.36700E-010
505	21	22	1	1.36000E-002	1.11000E-002	7.40000E-003	3.67600E-010	1.91310E-009	7.43367E+002	7.49999E+002	6.63160E+000	9.02600E-007	3.92010E+000	3.35650E-002	6.31900E-001	4.29700E-010	3.71400E-010
509	19	22	1	1.35000E-002	1.11000E-002	7.40000E-003	8.50000E-010	1.99970E-009	7.32158E+002	7.45179E+002	1.30215E+001	1.00890E-006	3.93990E+000	3.40007E-002	6.31600E-001	4.15900E-010	3.55700E-010
513	17	22	1	1.36000E-002	1.11000E-002	7.40000E-003	5.80700E-010	2.38610E-009	7.32913E+002	7.42183E+002	9.26980E+000	1.01410E-006	3.96540E+000	3.42376E-002	6.31700E-001	3.92700E-010	3.49000E-011
517	15	22	1	1.36000E-002	1.10000E-002	7.40000E-003	4.26200E-010	2.86840E-009	7.34603E+002	7.43761E+002	9.15770E+000	9.14400E-007	4.05550E+000	3.41532E-002	6.33300E-001	2.70900E-010	3.45900E-010
521	13	22	1	1.36000E-002	1.11000E-002	7.40000E-003	8.89800E-010	2.16830E-009	7.31401E+002	7.43497E+002	1.20964E+001	9.57700E-007	4.10160E+000	3.42597E-002	6.32700E-001	5.52400E-010	5.02700E-010
525	11	22	1	1.36000E-002	1.11000E-002	7.40000E-003	1.03970E-009	2.48910E-009	7.45630E+002	7.48447E+002	2.81610E+000	8.53800E-007	4.12520E+000	3.34585E-002	6.32600E-001	4.43700E-010	3.90100E-010
529	9	22	4	1.35000E-002	1.08000E-002	7.10000E-003	1.17000E-011	1.50486E-007
532	12	24	1	1.37000E-002	1.05000E-002	6.90000E-003	7.93800E-010	9.51497E-008	7.32851E+002	7.42122E+002	9.27100E+000	9.43700E-007	4.13650E+000	3.36090E-002	6.33600E-001	8.20000E-010	7.56000E-011
534	14	24	1	1.35000E-002	1.08000E-002	7.20000E-003	7.42300E-010	3.37420E-009	7.41598E+002	7.44641E+002	3.04360E+000	8.83100E-007	4.11980E+000	3.33450E-002	6.32800E-001	5.86800E-010	1.64600E-010
537	16	24	1	1.35000E-002	1.12000E-002	7.50000E-003	5.45600E-010	2.71390E-009	7.43101E+002	7.50688E+002	7.58750E+000	8.55300E-007	4.13360E+000	3.36151E-002	6.32800E-001	1.10760E-009	9.13000E-011
541	18	24	1	1.35000E-002	1.12000E-002	7.40000E-003	1.07700E-010	2.43290E-009	7.40851E+002	7.47878E+002	7.02680E+000	8.77500E-007	4.11030E+000	3.39419E-002	6.33000E-001	7.04600E-010	5.97800E-010
545	20	24	1	1.35000E-002	1.12000E-002	7.40000E-003	4.84700E-010	2.25020E-009	7.38212E+002	7.46977E+002	8.76500E+000	8.91900E-007	4.04830E+000	3.39459E-002	6.33100E-001	5.28300E-010	5.78400E-010
549	22	24	1	1.35000E-002	1.12000E-002	7.50000E-003	3.18500E-010	2.18470E-009	7.31962E+002	7.42549E+002	1.05865E+001	9.94500E-007	4.06100E+000	3.39728E-002	6.32200E-001	3.78900E-010	1.87100E-010
553	24	24	1	1.36000E-002	1.12000E-002	7.40000E-003	3.18500E-010	2.11680E-009	7.40088E+002	7.48463E+002	8.37520E+000	9.09500E-007	4.04860E+000	3.40136E-002	6.32300E-001	3.66500E-010	7.23300E-010
557	26	24	1	1.35000E-002	1.12000E-002	7.40000E-003	9.37000E-011	2.23850E-009	7.38230E+002	7.46530E+002	8.30040E+000	8.97800E-007	4.02530E+000	3.39720E-002	6.32500E-001	4.46500E-010	6.48600E-010
561	28	24	1	1.36000E-002	1.13000E-002	7.40000E-003	6.39200E-010	2.13550E-009	7.41846E+002	7.48518E+002	6.67250E+000	8.63900E-007	4.07640E+000	3.35580E-002	6.32700E-001	2.41000E-011	4.54000E-011
565	30	24	1	1.38000E-002	1.08000E-002	6.90000E-003	5.52600E-010	1.98570E-009	7.39015E+002	7.40667E+002	1.65170E+000	9.06200E-007	4.12470E+000	3.30638E-002	6.32800E-001	2.05600E-010	5.76300E-010
567	32	24	1	1.35000E-002	1.05000E-002	6.80000E-003	2.83300E-010	1.81940E-009	7.28223E+002	7.35017E+002	6.79350E+000	1.00160E-006	4.11510E+000	3.34549E-002	6.33000E-001	9.16500E-010	1.87300E-010
568	24	26	1	1.36000E-002	1.05000E-002	6.80000E-003	3.04000E-011	2.93870E-009	7.26787E+002	7.33867E+002	7.08040E+000	1.00800E-006	4.13880E+000	3.33292E-002	6.33200E-001	7.53800E-010	3.44700E-010
569	22	26	1	1.37000E-002	1.06000E-002	6.90000E-003	1.40500E-010	2.44690E-009	7.27383E+002	7.36094E+002	8.71050E+000	1.00400E-006	4.12780E+000	3.34679E-002	6.33000E-001	7.68000E-010	3.17800E-010
571	20	26	1	1.37000E-002	1.06000E-002	6.90000E-003	7.91500E-010	2.91060E-009	7.27146E+002	7.34420E+002	7.27350E+000	1.00530E-006	4.13420E+000	3.33796E-002	6.32900E-001	5.16800E-010	1.78400E-010

9	28	6	1	1.35000E-002	1.30000E-002	8.50000E-003	7.30700E-010	2.93670E-009	7.07331E+002	7.16987E+002	9.65630E+000	1.13130E-006	4.16250E+000	3.36619E-002	6.33800E-001	2.02800E-010	2.67900E-010
13	26	6	1	1.36000E-002	1.29000E-002	8.50000E-003	3.34900E-010	2.57130E-009	7.30722E+002	7.39709E+002	8.98650E+000	9.84800E-007	4.20420E+000	3.34615E-002	6.33200E-001	5.44000E-010	2.06000E-011
17	24	6	1	1.35000E-002	1.29000E-002	8.50000E-003	2.31800E-010	2.72820E-009	7.35708E+002	7.42480E+002	6.77130E+000	9.61200E-007	4.18960E+000	3.35036E-002	6.33100E-001	1.54100E-010	2.82400E-010
21	22	6	1	1.35000E-002	1.31000E-002	8.50000E-003	2.36500E-010	2.68370E-009	7.33878E+002	7.43137E+002	9.25820E+000	9.61400E-007	4.19970E+000	3.35425E-002	6.33100E-001	2.57800E-010	2.78200E-010
25	20	6	1	1.35000E-002	1.31000E-002	8.50000E-003	4.22000E-011	2.87810E-009	7.35895E+002	7.43124E+002	7.22920E+000	9.47500E-007	4.21870E+000	3.33482E-002	6.33200E-001	5.10500E-010	1.46100E-010
29	18	6	1	1.35000E-002	1.30000E-002	8.50000E-003	5.05800E-010	2.36520E-009	7.35470E+002	7.43894E+002	8.42390E+000	9.32500E-007	4.25480E+000	3.33881E-002	6.33700E-001	2.48000E-011	2.56700E-010
33	16	6	1	1.35000E-002	1.32000E-002	8.50000E-003	1.82700E-010	3.30200E-009	7.12424E+002	7.22676E+002	1.02519E+001	1.08600E-006	4.22700E+000	3.36801E-002	6.33900E-001	2.57800E-010	2.06000E-011
41	12	8	1	1.34000E-002	1.31000E-002	8.50000E-003	4.82400E-010	2.48470E-009	7.40945E+002	7.46920E+002	5.97540E+000	9.13400E-007	4.24090E+000	3.35224E-002	6.33200E-001	1.28300E-010	3.42800E-010
45	14	8	1	1.35000E-002	1.29000E-002	8.50000E-003	5.12900E-010	1.96710E-009	7.45873E+002	7.48689E+002	2.81580E+000	8.32700E-007	4.24400E+000	3.33733E-002	6.33600E-001	7.70000E-011	4.61100E-010
49	16	8	1	1.35000E-002	1.30000E-002	8.50000E-003	2.30000E-012	2.30900E-009	7.39025E+002	7.49878E+002	1.08527E+001	8.70100E-007	4.22660E+000	3.39662E-002	6.33600E-001	4.84100E-010	2.41000E-010
53	18	8	1	1.35000E-002	1.28000E-002	8.50000E-003	4.84800E-010	2.35820E-009	7.36098E+002	7.45581E+002	9.48290E+000	9.38400E-007	4.19180E+000	3.42686E-002	6.33100E-001	9.60000E-012	6.21000E-011
57	20	8	1	1.36000E-002	1.28000E-002	8.50000E-003	5.66700E-010	2.98820E-009	7.27181E+002	7.38956E+002	1.17752E+001	1.00890E-006	4.17380E+000	3.44028E-002	6.33500E-001	8.66200E-010	2.77700E-010
61	22	8	1	1.35000E-002	1.28000E-002	8.50000E-003	2.08400E-010	2.59710E-009	7.20082E+002	7.35710E+002	1.56275E+001	1.05950E-006	4.11440E+000	3.43566E-002	6.33600E-001	2.87800E-010	2.33500E-010
65	24	8	1	1.35000E-002	1.29000E-002	8.50000E-003	7.40000E-010	2.17560E-009	7.30744E+002	7.41275E+002	1.05317E+001	9.64000E-007	4.11010E+000	3.43084E-002	6.33500E-001	7.44500E-010	1.71200E-010
69	26	8	1	1.35000E-002	1.28000E-002	8.50000E-003	1.05400E-010	2.23410E-009	7.31239E+002	7.42187E+002	1.09489E+001	9.79600E-007	4.12440E+000	3.42626E-002	6.32900E-001	3.96000E-010	6.44000E-011
73	28	8	1	1.36000E-002	1.29000E-002	8.50000E-003	2.58000E-011	2.73530E-009	7.33168E+002	7.45366E+002	1.21975E+001	9.22600E-007	4.11430E+000	3.39774E-002	6.33200E-001	5.00400E-010	8.43000E-011
77	30	8	1	1.36000E-002	1.27000E-002	8.50000E-003	6.09000E-011	2.96710E-009	7.43534E+002	7.47409E+002	3.87470E+000	8.42200E-007	4.13010E+000	3.33862E-002	6.33400E-001	5.69000E-011	2.49600E-010
81	32	8	1	1.35000E-002	1.27000E-002	8.50000E-003	3.58300E-010	2.99990E-009	7.35014E+002	7.43627E+002	8.61340E+000	9.50900E-007	4.17460E+000	3.34398E-002	6.33100E-001	4.52200E-010	2.85700E-010
90	36	10	1	1.36000E-002	1.31000E-002	8.50000E-003	5.08200E-010	2.65800E-009	7.10567E+002	7.17456E+002	6.88930E+000	1.06900E-006	4.12980E+000	3.37487E-002	6.33800E-001	1.11700E-010	1.66500E-010
94	34	10	1	1.36000E-002	1.30000E-002	8.50000E-003	2.17800E-010	1.92260E-009	7.39965E+002	7.45068E+002	5.10330E+000	8.69600E-007	4.08780E+000	3.32872E-002	6.33200E-001	1.70300E-010	1.98400E-010
98	32	10	1	1.36000E-002	1.31000E-002	8.50000E-003	2.97400E-010	2.34650E-009	7.41979E+002	7.51549E+002	9.57060E+000	8.57900E-007	4.03830E+000	3.38141E-002	6.33000E-001	1.44500E-010	2.43600E-010
102	30	10	1	1.37000E-002	1.31000E-002	8.50000E-003	8.26700E-010	2.01870E-009	7.37770E+002	7.46827E+002	9.05660E+000	8.74500E-007	4.02310E+000	3.39875E-002	6.33600E-001	4.87100E-010	4.31000E-011
106	28	10	1	1.35000E-002	1.31000E-002	8.50000E-003	6.32300E-010	2.32080E-009	7.26473E+002	7.40586E+002	1.41127E+001	1.05850E-006	3.96250E+000	3.42039E-002	6.32100E-001	9.48000E-011	1.54100E-010
110	26	10	1	1.35000E-002	1.34000E-002	8.50000E-003	7.21300E-010	2.38400E-009	7.30837E+002	7.39346E+002	8.50860E+000	9.80200E-007	3.96250E+000	3.39080E-002	6.33000E-001	3.29700E-010	2.79600E-010
114	24	10	1	1.36000E-002	1.31000E-002	8.50000E-003	1.87000E-011	2.02330E-009	7.33418E+002	7.41321E+002	7.90320E+000	9.32500E-007	3.96360E+000	3.36127E-002	6.33300E-001	5.99000E-010	1.73000E-011
118	22	10	1	1.36000E-002	1.36000E-002	8.50000E-003	2.08400E-010	1.93670E-009	7.29396E+002	7.42341E+002	1.29446E+001	9.82300E-007	3.96260E+000	3.35535E-002	6.32700E-001	7.35000E-011	3.87300E-010
122	20	10	1	1.35000E-002	1.35000E-002	8.50000E-003	5.17500E-010	2.55260E-009	7.31641E+002	7.40451E+002	8.80940E+000	9.71300E-007	3.99200E+000	3.37388E-002	6.33000E-001	3.85200E-010	6.80000E-012
126	18	10	1	1.36000E-002	1.35000E-002	8.50000E-003	1.07020E-009	3.04910E-009	7.36185E+002	7.43585E+002	7.40080E+000	9.33500E-007	4.04120E+000	3.38620E-002	6.33200E-001	1.75600E-010	4.85000E-011
130	16	10	1	1.35000E-002	1.34000E-002	8.50000E-003	7.63400E-010	2.38160E-009	7.29212E+002	7.42902E+002	1.36905E+001	1.01780E-006	4.09220E+000	3.41436E-002	6.33000E-001	5.22500E-010	2.69000E-011
134	14	10	1	1.36000E-002	1.36000E-002	8.50000E-003	3.32500E-010	2.85940E-009	7.37834E+002	7.47555E+002	9.72050E+000	8.91600E-007	4.16630E+000	3.41946E-002	6.33800E-001	8.81000E-011	7.89000E-011
138	12	10	1	1.35000E-002	1.29000E-002	8.60000E-003	6.74400E-010	3.07010E-009	7.45878E+002	7.53562E+002	7.68440E+000	7.81600E-007	4.18750E+000	3.38589E-002	6.34400E-001	5.93700E-010	1.65300E-010
142	10	10	1	1.36000E-002	1.37000E-002	8.50000E-003	4.63700E-010	2.57600E-009	7.40874E+002	7.46378E+002	5.50370E+000	8.79200E-007	4.21260E+000	3.36935E-002	6.33400E-001	1.44500E-010	1.55500E-010
145	8	10	1	1.40000E-002	1.32000E-002	8.40000E-003	3.16100E-010	3.24580E-009	7.03945E+002	7.10949E+002	7.00370E+000	1.14330E-006	4.19660E+000	3.39652E-002	6.34200E-001	7.69800E-010	2.76100E-010
149	7	12	1	1.36000E-002	1.32000E-002	8.50000E-003	2.81000E-011	2.81490E-009	7.32831E+002	7.38930E+002	6.09890E+000	9.38300E-007	4.23870E+000	3.37046E-002	6.33700E-001	3.55700E-010	1.24400E-010
153	9	12	1	1.36000E-002	1.27000E-002	8.50000E-003	3.20800E-010	3.38630E-009	7.46929E+002	7.51788E+002	4.85820E+000	8.08800E-007	4.21640E+000	3.36567E-002	6.33600E-001	3.21800E-010	1.00500E-010
157	11	12	1	1.35000E-002	1.31000E-002	8.50000E-003	1.80300E-010	2.48700E-009	7.40382E+002	7.47017E+002	6.63460E+000	9.01700E-007	4.16120E+000	3.38458E-002	6.33700E-001	5.02100E-010	1.76800E-010
161	13	12	1	1.35000E-002	1.30000E-002	8.50000E-003	2.48200E-010	2.57370E-009	7.37910E+002	7.49283E+002	1.13735E+001	9.30200E-007	4.11290E+000	3.38605E-002	6.32700E-001	1.85000E-010	2.72600E-010
165	15	12	1	1.35000E-002	1.30000E-002	8.50000E-003	1.38200E-010	2.38160E-009	7.40930E+002	7.48327E+002	7.39700E+000	8.68000E-007	4.03880E+000	3.35150E-002	6.33200E-001	4.62500E-010	4.22700E-010
169	17	12	1	1.35000E-002	1.31000E-002	8.50000E-003	2.69300E-010	2.81490E-009	7.34303E+002	7.44670E+002	1.03674E+001	9.55200E-007	3.96920E+000	3.35199E-002	6.32300E-001	2.91800E-010	5.50000E-011
173	19	12	1	1.36000E-002	1.29000E-002	8.50000E-003	1.92000E-010	2.71650E-009	7.30210E+002	7.42729E+002	1.25188E+001	9.54400E-007	4.03100E+000	3.33019E-002	6.32800E-001	3.26500E-010	1.55700E-010
177	21	12	1	1.36000E-002	1.29000E-002	8.50000E-003	3.39600E-010	2.75400E-009	7.32051E+002	7.40122E+002	8.07090E+000	9.47000E-007	4.02890E+000	3.30568E-002	6.32700E-001	1.11700E-010	3.65800E-010
181	23	12	1	1.35000E-002	1.31000E-002	8.50000E-003	4.45000E-011	2.35820E-009	7.29928E+002	7.39192E+002	9.26330E+000	9.68400E-007	3.97010E+000	3.29763E-002	6.32300E-001	8.13600E-010	4.11200E-010
185	25	12	1	1.35000E-002	1.31000E-002	8.50000E-003	7.00200E-010	2.60180E-009	7.32002E+002	7.43257E+002	1.12549E+001	9.44600E-007	3.94860E+000	3.31073E-002	6.32600E-001	4.36500E-010	4.82000E-011
189	27	12	1	1.36000E-002	1.30000E-002	8.50000E-003	5.92500E-010	2.26450E-009	7.40240E+002	7.49284E+002	9.04340E+000	8.96400E-007	3.93330E+000	3.32459E-002	6.32300E-001	2.75400E-010	3.74200E-010
193	29	12	1	1.36000E-002	1.31000E-002	8.50000E-003	3.37200E-010	2.23180E-009	7.41650E+002	7.49022E+002	7.37270E+000	8.79500E-007	3.90080E+000	3.33937E-002	6.32500E-001	1.10300E-010	2.88500E-010
197	31	12	1	1.36000E-002	1.29000E-002	8.50000E-003	8.22000E-010	2.44960E-009	7.42953E+002	7.53717E+002	1.07638E+001	8.57000E-007	3.96400E+000	3.35523E-002	6.32500E-001	7.75000E-011	2.61300E-010
201	33	12	1	1.36000E-002	1.30000E-002	8.50000E-003	6.79100E-010	3.33710E-009	7.47579E+002	7.55076E+002	7.49730E+000	8.42200E-007	4.02140E+000	3.36182E-002	6.32700E-001	1.78700E-010	2.08000E-011
205	35	12	1	1.35000E-002	1.30000E-002	8.50000E-003	5.97200E-010	2.20600E-009	7.46218E+002	7.48940E+002	2.72200E+000	7.76200E-007	4.04400E+000	3.33387E-002	6.33700E-001	5.20100E-010	1.19400E-010
209	37	12	1	1.35000E-002	1.32000E-002	8.60000E-003	3.84100E-010	2.85700E-009	7.38835E+002	7.43085E+002	4.24960E+000	8.84400E-007	4.12920E+000	3.30755E-002	6.33500E-001	2.94400E-010	3.56000E-011
217	38	14	1	1.36000E-002	1.34000E-002	8.50000E-003	1.07700E-010	2.61580E-009	7.42529E+002	7.44409E+002	1.87990E+000	8.85900E-007	4.10270E+000	3.29913E-002	6.33300E-001	5.07500E-010	1.22500E-010
221	36	14	1	1.36000E-002	1.32000E-002	8.50000E-003	4.73000E-010	2.73990E-009	7.48548E+002	7.50003E+002	1.45490E+000	7.71000E-007	4.08020E+000	3.31582E-002	6.33400E-001	6.46800E-010	6.77000E-011
225	34	14	1	1.35000E-002	1.32000E-002	8.50000E-003	2.52900E-010	2.40740E-009	7.38018E+002	7.50304E+002	1.22856E+001	8.49300E-007	4.02110E+000	3.38806E-002	6.33500E-001	5.60900E-010	2.23600E-010
229	32	14	1	1.35000E-002	1.30000E-002	8.50000E-003	5.80800E-010	2.04210E-009	7.43755E+002	7.49897E+002	6.14210E+000	8.21500E-007	3.92020E+000	3.34692E-002	6.32800E-001	2.08400E-010	2.61600E-010
233	30	14	1	1.36000E-002	1.36000E-002	8.50000E-003	4.70000E-012	2.51040E-009	7.45760E+002	7.50768E+002	5.00760E+000	8.44500E-007	3.94100E+000	3.31165E-002	6.32600E-001	5.36500E-010	1.62100E-010
237	28	14	1	1.35000E-002	1.30000E-002	8.50000E-003	4.07500E-010	2.74930E-009	7.34517E+002	7.45273E+002	1.07556E+001	9.17600E-007	3.94530E+000	3.29725E-002	6.32500E-001	6.52700E-010	1.64400E-010
241	26	14	1	1.36000E-002	1.33000E-002	8.50000E-003	5.85000E-011	2.13110E-009	7.29724E+002	7.36484E+002	6.76050E+000	9.53300E-007	3.94980E+000	3.25628E-002	6.32700E-001	2.16200E-010	8.64000E-011
245	24	14	1	1.36000E-002	1.31000E-002	8.50000E-003	1.54600E-010	1.98590E-009	7.25371E+002	7.34191E+002	8.82020E+000	1.09360E-006	4.05280E+000	3.25372E-002	6.31500E-001	1.31800E-010	1.30700E-010
249	22	14	1	1.35000E-002	1.34000E-002	8.50000E-003	4.59000E-010	2.28090E-009	7.13455E+002	7.27038E+002	1.35825E+001	1.11040E-006	4.08870E+000	3.26435E-002	6.32800E-001	1.68100E-010	6.72000E-011
253	20	14	1	1.35000E-002	1.32000E-002	8.50000E-003	8.47700E-010	2.26450E-009	7.22838E+002	7.33272E+002	1.04338E+001	1.08140E-006	4.07300E+000	3.25796E-002	6.32000E-001	1.90900E-010	3.70700E-010
257	18	14	1	1.36000E-002	1.34000E-002	8.50000E-003	1.82700E-010	2.67440E-009	7.30790E+002	7.38002E+002	7.21260E+000	9.81500E-007	4.08170E+000	3.27091E-002	6.32300E-001	5.19700E-010	2.27400E-010
261	16	14	1	1.35000E-002	1.35000E-002	8.50000E-003	6.01900E-010	2.71420E-009	7.32299E+002	7.43300E+002	1.10014E+001	9.10100E-007	4.01360E+000	3.30902E-002	6.32900E-001	5.77700E-010	2.30900E-010
265	14	14	1	1.36000E-002	1.34000E-002	8.60000E-003	2.95100E-010	2.17320E-009	7.38782E+002	7.44565E+002	5.78330E+000	8.94900E-007	3.97930E+000	3.33326E-002	6.32700E-001	1.18700E-010	1.19000E-011
269	12	14	1	1.36000E-002	1.30000E-002	8.50000E-003	1.09130E-009	2.30200E-009	7.38460E+002	7.45785E+002	7.32590E+000	8.98000E-007	4.09160E+000	3.37305E-002	6.32800E-001	6.48000E-010	1.96700E-010
273	10	14	1	1.36000E-002	1.35000E-002	8.50000E-003	1.99100E-010	2.50580E-009	7.27743E+002	7.41244E+002	1.35018E+001	9.73000E-007	4.16940E+000	3.42597E-002	6.34100E-001	5.89700E-010	3.68800E-010
277	8	14	1	1.36000E-002	1.34000E-002	8.60000E-003	3.11500E-010	2.93200E-009	7.43910E+002	7.47478E+002	3.56770E+000	8.09000E-007	4.19990E+000	3.37460E-002	6.33900E-001	3.80100E-010	2.30700E-010
281	6	14	1	1.36000E-002	1.33000E-002	8.50000E-003	1.73300E-010	3.42610E-009	7.36609E+002	7.45412E+002	8.80280E+000	9.02600E-007	4.23920E+000	3.36177E-002	6.34200E-001	6.62000E-010	3.50100E-010
285	6	16	1	1.36000E-002	1.32000E-002	8.50000E-003	4.82400E-010	3.00930E-009	7.36609E+002	7.45949E+002	9.33900E+000	9.25200E-007	4.22200E+000	3.37241E-002	6.33500E-001	6.38400E-010	5.43800E-010
289	8	16	1	1.35000E-002	1.33000E-002	8.50000E-003	6.25300E-010	2.70480E-009	7.39875E+002	7.46469E+002	6.59400E+000	8.49700E-007	4.20500E+000	3.39819E-002	6.33900E-001	2.61800E-010	3.30400E-010
293	10	16	1	1.36000E-002	1.33000E-002	8.50000E-003	2.11000E-011	2.57840E-009	7.17316E+002	7.33851E+002	1.65347E+001	1.07610E-006	4.13730E+000	3.43214E-002	6.34100E-001	2.04700E-010	2.01400E-010
297	12	16	1	1.35000E-002	1.30000E-002	8.50000E-003	8.59500E-010	2.56200E-009	7.32773E+002	7.40899E+002	8.12500E+000	9.56400E-007	4.04820E+000	3.38484E-002	6.33100E-001	2.55500E-010	3.09000E-011
301	14	16	1	1.35000E-002	1.30000E-002	8.50000E-003	1.07700E-010	2.15210E-009	7.33330E+002	7.41965E+002	8.63460E+000	9.62900E-007	3.98680E+000	3.34530E-002	6.32100E-001	2.87800E-010	3.62500E-010
305	16	16	1	1.35000E-002	1.29000E-002	8.50000E-003	2.81000E-010	2.96480E-009	7.27364E+002	7.38030E+002	1.06661E+001	9.61500E-007	4.00530E+000	3.29686E-002	6.32600E-001	2.01000E-011	1.36000E-011
309	18	16	1	1.35000E-002	1.27000E-002	8.50000E-003	1.05620E-009	2.65560E-009	7.26556E+002	7.35051E+002	8.49570E+000	1.04110E-006	4.08700E+000	3.24937E-002	6.32000E-001	2.20600E-010	4.92000E-010
313	20	16	1	1.36000E-002	1.29000E-002	8.50000E-003	5.22200E-010	1.93670E-009	7.12148E+002	7.23150E+002	1.10021E+001	1.06920E-006	4.09000E+000	3.25236E-002	6.33700E-001	2.86000E-011	6.49000E-011
317	22	16	1	1.35000E-002	1.32000E-002	8.50000E-003	1.29030E-009	2.27390E-009	7.05710E+002	7.19592E+002	1.38820E+001	1.43780E-006	4.07820E+000	3.25431E-002	6.30700E-001	2.50300E-010	4.47800E-010
321	24	16	1	1.36000E-002	1.34000E-002	8.60000E-003	5.71400E-010	1.77740E-009	7.14794E+002	7.26787E+002	1.19928E+001	1.05000E-006	4.08810E+000	3.24310E-002	6.33800E-001	5.53600E-010	2.00000E-013
325	26	16	1	1.35000E-002	1.31000E-002	8.50000E-003	1.03000E-010	2.45890E-009	7.26069E+002	7.33754E+002	7.68470E+000	1.04110E-006	3.98460E+000	3.23313E-002	6.32200E-001	3.86900E-010	1.54300E-010
329	28	16	1	1.35000E-002	1.32000E-002	8.50000E-003	2.15400E-010	2.00690E-009	7.30025E+002	7.39734E+002	9.70870E+000	9.67800E-007	3.92020E+000	3.27651E-002	6.32200E-001	1.42400E-010	4.33900E-010
333	30	16	1	1.36000E-002	1.30000E-002	8.50000E-003	6.09000E-011	2.22710E-009	7.45359E+002	7.52853E+002	7.49410E+000	8.59300E-007	3.92670E+000	3.30245E-002	6.32100E-001	2.10800E-010	1.98800E-010
