Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-200241@CP
Wafer number	19
Date	2025/02/13
Time	20:07:31

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
451	23	20	1	1.35000E-002	1.12000E-002	7.40000E-003	6.06500E-010	2.26430E-009	7.34591E+002	7.41745E+002	7.15410E+000	9.91600E-007	3.97740E+000	3.30437E-002	6.32400E-001	1.11200E-010	4.57000E-011
455	25	20	1	1.36000E-002	1.13000E-002	7.40000E-003	4.87000E-010	1.98800E-009	7.37066E+002	7.43997E+002	6.93110E+000	9.88700E-007	3.96290E+000	3.30647E-002	6.32000E-001	6.07900E-010	5.71800E-010
459	27	20	1	1.36000E-002	1.14000E-002	7.50000E-003	8.00800E-010	1.96690E-009	7.41986E+002	7.46137E+002	4.15020E+000	9.42200E-007	3.95780E+000	3.32258E-002	6.32100E-001	4.30600E-010	3.45400E-010
463	29	20	1	1.35000E-002	1.15000E-002	7.50000E-003	4.37900E-010	2.47270E-009	7.40745E+002	7.45702E+002	4.95660E+000	9.61400E-007	3.95910E+000	3.34512E-002	6.31900E-001	3.66900E-010	4.22200E-010
467	31	20	1	1.36000E-002	1.13000E-002	7.40000E-003	2.59900E-010	1.89900E-009	7.36277E+002	7.45998E+002	9.72070E+000	9.44400E-007	3.98440E+000	3.38484E-002	6.32700E-001	2.25700E-010	2.29000E-011
471	33	20	1	1.35000E-002	1.16000E-002	7.40000E-003	5.19800E-010	2.38610E-009	7.43627E+002	7.49617E+002	5.99080E+000	9.07400E-007	3.98490E+000	3.39673E-002	6.32100E-001	3.18500E-010	6.74100E-010
475	35	20	1	1.35000E-002	1.14000E-002	7.40000E-003	7.18900E-010	2.08400E-009	7.40250E+002	7.42083E+002	1.83260E+000	8.83000E-007	4.01250E+000	3.32094E-002	6.32400E-001	5.69500E-010	3.26200E-010
479	37	20	1	1.36000E-002	1.06000E-002	6.80000E-003	8.89800E-010	2.38610E-009	7.33593E+002	7.36763E+002	3.16960E+000	9.80200E-007	4.05320E+000	3.31323E-002	6.32700E-001	5.70400E-010	1.31400E-010
480	35	22	1	1.36000E-002	1.05000E-002	6.80000E-003	8.19500E-010	2.42120E-009	7.34404E+002	7.39081E+002	4.67780E+000	1.00310E-006	4.05250E+000	3.32977E-002	6.32600E-001	4.30600E-010	1.15200E-010
481	33	22	1	1.35000E-002	1.12000E-002	7.50000E-003	8.38300E-010	2.53830E-009	7.42667E+002	7.44451E+002	1.78360E+000	8.78700E-007	4.04750E+000	3.29875E-002	6.32700E-001	1.00200E-010	3.43700E-010
485	31	22	1	1.35000E-002	1.12000E-002	7.40000E-003	1.42800E-010	2.55230E-009	7.36939E+002	7.45678E+002	8.73890E+000	9.60600E-007	4.04190E+000	3.40300E-002	6.32100E-001	5.11200E-010	1.67200E-010
489	29	22	1	1.35000E-002	1.13000E-002	7.40000E-003	5.22200E-010	2.54290E-009	7.34976E+002	7.41107E+002	6.13150E+000	9.83300E-007	3.99920E+000	3.41208E-002	6.32500E-001	1.01900E-010	1.88000E-010
493	27	22	1	1.35000E-002	1.12000E-002	7.40000E-003	1.13100E-009	2.05820E-009	7.35287E+002	7.41267E+002	5.98030E+000	1.02300E-006	4.03820E+000	3.40544E-002	6.32200E-001	3.98100E-010	2.26700E-010
497	25	22	1	1.36000E-002	1.14000E-002	7.40000E-003	8.71100E-010	1.74920E-009	7.32769E+002	7.42239E+002	9.47000E+000	1.04750E-006	4.02130E+000	3.38395E-002	6.32000E-001	6.24300E-010	1.74200E-010
501	23	22	1	1.36000E-002	1.12000E-002	7.40000E-003	1.23400E-009	2.22680E-009	7.37722E+002	7.43797E+002	6.07490E+000	9.87500E-007	3.97770E+000	3.35070E-002	6.32300E-001	4.22400E-010	1.20000E-012
505	21	22	1	1.36000E-002	1.12000E-002	7.40000E-003	4.30800E-010	2.19410E-009	7.41040E+002	7.45495E+002	4.45500E+000	9.56300E-007	4.04200E+000	3.35397E-002	6.32700E-001	6.27300E-010	5.22900E-010
509	19	22	1	1.36000E-002	1.12000E-002	7.40000E-003	1.47500E-010	1.89200E-009	7.32560E+002	7.42985E+002	1.04248E+001	1.06200E-006	4.04410E+000	3.40170E-002	6.31900E-001	5.80500E-010	3.48900E-010
513	17	22	1	1.35000E-002	1.12000E-002	7.40000E-003	4.35500E-010	2.45160E-009	7.30095E+002	7.37211E+002	7.11520E+000	1.09560E-006	4.01160E+000	3.42681E-002	6.31800E-001	1.40500E-010	4.75600E-010
517	15	22	1	1.36000E-002	1.11000E-002	7.40000E-003	9.10900E-010	2.40010E-009	7.30624E+002	7.38201E+002	7.57680E+000	1.00100E-006	4.10050E+000	3.41666E-002	6.33400E-001	2.12400E-010	9.29400E-010
521	13	22	1	1.35000E-002	1.11000E-002	7.40000E-003	3.04000E-011	3.00420E-009	7.30403E+002	7.40230E+002	9.82770E+000	1.02500E-006	4.09140E+000	3.43318E-002	6.32500E-001	4.77400E-010	6.21700E-010
525	11	22	1	1.35000E-002	1.12000E-002	7.40000E-003	7.42300E-010	2.84500E-009	7.40419E+002	7.42741E+002	2.32170E+000	9.14200E-007	4.04410E+000	3.35283E-002	6.32200E-001	5.88200E-010	2.39100E-010
529	9	22	1	1.35000E-002	1.09000E-002	7.20000E-003	2.99700E-010	2.94734E-008	7.33701E+002	7.42182E+002	8.48130E+000	9.86000E-007	4.10320E+000	3.33837E-002	6.32900E-001	2.08000E-011	2.90000E-011
532	12	24	1	1.38000E-002	1.06000E-002	6.90000E-003	1.22000E-009	2.97075E-008	7.28338E+002	7.36390E+002	8.05220E+000	1.03040E-006	4.14450E+000	3.36078E-002	6.33100E-001	3.09600E-010	6.60000E-011
534	14	24	1	1.35000E-002	1.10000E-002	7.20000E-003	8.80400E-010	2.97150E-009	7.38108E+002	7.40404E+002	2.29560E+000	9.43600E-007	4.08880E+000	3.32985E-002	6.32500E-001	6.15400E-010	5.67000E-011
537	16	24	1	1.35000E-002	1.12000E-002	7.40000E-003	5.19800E-010	2.93630E-009	7.38567E+002	7.45131E+002	6.56420E+000	9.22500E-007	4.12760E+000	3.37417E-002	6.32600E-001	3.79800E-010	2.00200E-010
541	18	24	1	1.35000E-002	1.12000E-002	7.40000E-003	6.53300E-010	2.43760E-009	7.39679E+002	7.45352E+002	5.67310E+000	9.44600E-007	4.12920E+000	3.39682E-002	6.32700E-001	4.70200E-010	4.79100E-010
545	20	24	1	1.35000E-002	1.12000E-002	7.40000E-003	1.07710E-009	2.36030E-009	7.35633E+002	7.42175E+002	6.54210E+000	9.75400E-007	4.06110E+000	3.40283E-002	6.32500E-001	8.32400E-010	1.46600E-010
549	22	24	1	1.35000E-002	1.13000E-002	7.40000E-003	1.08410E-009	1.45410E-009	7.29897E+002	7.38823E+002	8.92640E+000	1.08370E-006	4.07830E+000	3.39679E-002	6.31800E-001	4.71100E-010	4.03000E-011
553	24	24	1	1.35000E-002	1.13000E-002	7.40000E-003	6.48600E-010	2.26660E-009	7.37295E+002	7.43749E+002	6.45350E+000	9.92300E-007	4.07690E+000	3.39236E-002	6.32200E-001	9.16300E-010	2.02800E-010
557	26	24	1	1.35000E-002	1.13000E-002	7.50000E-003	4.51900E-010	2.19640E-009	7.35249E+002	7.41795E+002	6.54600E+000	9.75900E-007	4.03030E+000	3.39422E-002	6.32500E-001	7.06500E-010	1.91300E-010
561	28	24	1	1.35000E-002	1.13000E-002	7.40000E-003	3.58300E-010	1.84520E-009	7.37475E+002	7.43659E+002	6.18370E+000	9.25000E-007	4.07340E+000	3.35633E-002	6.32900E-001	7.47700E-010	4.10000E-011
565	30	24	1	1.38000E-002	1.09000E-002	6.90000E-003	2.95000E-010	2.45400E-009	7.38509E+002	7.40667E+002	2.15820E+000	9.54300E-007	4.08030E+000	3.31466E-002	6.32500E-001	4.99200E-010	8.16500E-010
567	32	24	1	1.36000E-002	1.05000E-002	6.70000E-003	8.47600E-010	3.05810E-009	7.25377E+002	7.31155E+002	5.77780E+000	1.07640E-006	4.09160E+000	3.33391E-002	6.32800E-001	2.49600E-010	2.74000E-011
568	24	26	1	1.36000E-002	1.05000E-002	6.70000E-003	8.59400E-010	1.97160E-009	7.24024E+002	7.29807E+002	5.78290E+000	1.08530E-006	4.13860E+000	3.32716E-002	6.32900E-001	7.29900E-010	2.65500E-010
569	22	26	1	1.37000E-002	1.06000E-002	6.90000E-003	6.55600E-010	2.64360E-009	7.24417E+002	7.32136E+002	7.71850E+000	1.08240E-006	4.10710E+000	3.34388E-002	6.32600E-001	4.52600E-010	4.40200E-010
571	20	26	1	1.37000E-002	1.06000E-002	6.90000E-003	5.64300E-010	2.30410E-009	7.22644E+002	7.28938E+002	6.29400E+000	1.06690E-006	4.14320E+000	3.33196E-002	6.33100E-001	1.10290E-009	3.09300E-010

9	28	6	1	1.35000E-002	1.29000E-002	8.60000E-003	6.09000E-011	2.64630E-009	6.91320E+002	7.00944E+002	9.62420E+000	1.53770E-006	4.14070E+000	3.38220E-002	6.33400E-001	1.49900E-010	1.59000E-011
13	26	6	1	1.35000E-002	1.28000E-002	8.50000E-003	3.70000E-010	2.59470E-009	7.17134E+002	7.25137E+002	8.00300E+000	1.21640E-006	4.14890E+000	3.35763E-002	6.32700E-001	2.25500E-010	5.89400E-010
17	24	6	1	1.35000E-002	1.29000E-002	8.50000E-003	5.38600E-010	3.10290E-009	7.23203E+002	7.29400E+002	6.19650E+000	1.12250E-006	4.17130E+000	3.36052E-002	6.33100E-001	7.00000E-013	1.09400E-010
21	22	6	1	1.35000E-002	1.29000E-002	8.50000E-003	3.79400E-010	3.22700E-009	7.20763E+002	7.29805E+002	9.04240E+000	1.17770E-006	4.15240E+000	3.36938E-002	6.32700E-001	1.11900E-010	7.19000E-011
25	20	6	1	1.35000E-002	1.28000E-002	8.60000E-003	2.24800E-010	3.16380E-009	7.26884E+002	7.33326E+002	6.44210E+000	1.10510E-006	4.17360E+000	3.35299E-002	6.32800E-001	3.86000E-011	1.45000E-010
29	18	6	1	1.36000E-002	1.28000E-002	8.60000E-003	8.03200E-010	2.97180E-009	7.27697E+002	7.34723E+002	7.02680E+000	1.06560E-006	4.19340E+000	3.34912E-002	6.33300E-001	3.82200E-010	1.75400E-010
33	16	6	1	1.35000E-002	1.29000E-002	8.50000E-003	5.92500E-010	2.73530E-009	7.06149E+002	7.14903E+002	8.75450E+000	1.27280E-006	4.16990E+000	3.36947E-002	6.33600E-001	1.12600E-010	9.79000E-011
41	12	8	1	1.35000E-002	1.30000E-002	8.50000E-003	1.82700E-010	2.77040E-009	7.39429E+002	7.45273E+002	5.84420E+000	9.64900E-007	4.17110E+000	3.34963E-002	6.33000E-001	3.65300E-010	2.80800E-010
45	14	8	1	1.35000E-002	1.28000E-002	8.50000E-003	9.60000E-011	3.79140E-009	7.43703E+002	7.46277E+002	2.57350E+000	8.88000E-007	4.20370E+000	3.34720E-002	6.33200E-001	1.93000E-010	5.00000E-013
49	16	8	1	1.36000E-002	1.29000E-002	8.50000E-003	9.15700E-010	3.22240E-009	7.34699E+002	7.43815E+002	9.11580E+000	9.33600E-007	4.19290E+000	3.39388E-002	6.33800E-001	2.81300E-010	3.07000E-010
53	18	8	1	1.35000E-002	1.28000E-002	8.50000E-003	2.06100E-010	2.98580E-009	7.30350E+002	7.38196E+002	7.84660E+000	1.06860E-006	4.14980E+000	3.42743E-002	6.32900E-001	2.79600E-010	4.78900E-010
57	20	8	1	1.35000E-002	1.30000E-002	8.50000E-003	3.46600E-010	2.41210E-009	7.21543E+002	7.31163E+002	9.61970E+000	1.17310E-006	4.16160E+000	3.43888E-002	6.33200E-001	2.08900E-010	1.82700E-010
61	22	8	1	1.35000E-002	1.25000E-002	8.50000E-003	9.95300E-010	2.56900E-009	7.09171E+002	7.25259E+002	1.60876E+001	1.29780E-006	4.13330E+000	3.43378E-002	6.33300E-001	6.21800E-010	3.72400E-010
65	24	8	1	1.35000E-002	1.28000E-002	8.50000E-003	1.31100E-010	3.06780E-009	7.19851E+002	7.29741E+002	9.89030E+000	1.17290E-006	4.12840E+000	3.42787E-002	6.33400E-001	7.95100E-010	3.28100E-010
69	26	8	1	1.36000E-002	1.28000E-002	8.50000E-003	4.45000E-011	3.00690E-009	7.19224E+002	7.29503E+002	1.02791E+001	1.21370E-006	4.13580E+000	3.43362E-002	6.32500E-001	6.89900E-010	1.59500E-010
73	28	8	1	1.35000E-002	1.29000E-002	8.50000E-003	8.89900E-010	2.92030E-009	7.24646E+002	7.35580E+002	1.09340E+001	1.09620E-006	4.10660E+000	3.39955E-002	6.32900E-001	6.28300E-010	6.23000E-011
77	30	8	1	1.36000E-002	1.25000E-002	8.50000E-003	1.49900E-010	2.70010E-009	7.35095E+002	7.38671E+002	3.57620E+000	9.69500E-007	4.10160E+000	3.35006E-002	6.33000E-001	1.62000E-011	6.17800E-010
81	32	8	1	1.35000E-002	1.27000E-002	8.50000E-003	4.92000E-011	3.00690E-009	7.25250E+002	7.33813E+002	8.56350E+000	1.13010E-006	4.13210E+000	3.35458E-002	6.32600E-001	1.78400E-010	6.03300E-010
90	36	10	1	1.36000E-002	1.25000E-002	8.50000E-003	1.35800E-010	2.67440E-009	7.04712E+002	7.10698E+002	5.98570E+000	1.27790E-006	4.08370E+000	3.37168E-002	6.33100E-001	6.41900E-010	4.89000E-011
94	34	10	1	1.35000E-002	1.26000E-002	8.60000E-003	6.04200E-010	2.82890E-009	7.31775E+002	7.36452E+002	4.67720E+000	1.00020E-006	4.02960E+000	3.34484E-002	6.32600E-001	6.66700E-010	3.54300E-010
98	32	10	1	1.35000E-002	1.27000E-002	8.50000E-003	6.86200E-010	2.35820E-009	7.32900E+002	7.40355E+002	7.45500E+000	1.01610E-006	3.99780E+000	3.38071E-002	6.32300E-001	6.22900E-010	3.51500E-010
102	30	10	1	1.35000E-002	1.28000E-002	8.50000E-003	3.20800E-010	2.34890E-009	7.27852E+002	7.35518E+002	7.66630E+000	1.04050E-006	4.02170E+000	3.39149E-002	6.33600E-001	7.07500E-010	3.05100E-010
106	28	10	1	1.36000E-002	1.29000E-002	8.50000E-003	3.98000E-011	2.11230E-009	7.15494E+002	7.29085E+002	1.35909E+001	1.31130E-006	3.99620E+000	3.43751E-002	6.31800E-001	1.00000E-010	5.71400E-010
110	26	10	1	1.35000E-002	1.28000E-002	8.50000E-003	3.16100E-010	2.27630E-009	7.27303E+002	7.34262E+002	6.95840E+000	1.10820E-006	4.00110E+000	3.39540E-002	6.32800E-001	1.73000E-011	2.15900E-010
114	24	10	1	1.36000E-002	1.29000E-002	8.50000E-003	3.20800E-010	2.72350E-009	7.31745E+002	7.37057E+002	5.31250E+000	1.03130E-006	4.00630E+000	3.37652E-002	6.33000E-001	6.95800E-010	1.00000E-010
118	22	10	1	1.35000E-002	1.29000E-002	8.50000E-003	2.55300E-010	2.63690E-009	7.27683E+002	7.37752E+002	1.00687E+001	1.07300E-006	4.00460E+000	3.36577E-002	6.32500E-001	3.69500E-010	1.68800E-010
122	20	10	1	1.35000E-002	1.30000E-002	8.60000E-003	1.92000E-010	3.06310E-009	7.32287E+002	7.38947E+002	6.65990E+000	1.02870E-006	4.01340E+000	3.37263E-002	6.32900E-001	4.11000E-010	1.79900E-010
126	18	10	1	1.35000E-002	1.31000E-002	8.60000E-003	3.98100E-010	2.94130E-009	7.36328E+002	7.41274E+002	4.94580E+000	9.85600E-007	4.01920E+000	3.37904E-002	6.33200E-001	2.17100E-010	5.41000E-011
130	16	10	1	1.35000E-002	1.34000E-002	8.60000E-003	9.22700E-010	2.79850E-009	7.27902E+002	7.39361E+002	1.14591E+001	1.09190E-006	4.05480E+000	3.42020E-002	6.32800E-001	3.56200E-010	2.04400E-010
134	14	10	1	1.35000E-002	1.33000E-002	8.60000E-003	3.48900E-010	2.82660E-009	7.31822E+002	7.39945E+002	8.12360E+000	1.02970E-006	4.08610E+000	3.41358E-002	6.33200E-001	7.10000E-010	1.19200E-010
138	12	10	1	1.36000E-002	1.32000E-002	8.60000E-003	3.37200E-010	2.35820E-009	7.38701E+002	7.45611E+002	6.90990E+000	9.01600E-007	4.09960E+000	3.38231E-002	6.33400E-001	4.00500E-010	7.38000E-011
142	10	10	1	1.35000E-002	1.35000E-002	8.60000E-003	1.89700E-010	2.60650E-009	7.38530E+002	7.42788E+002	4.25800E+000	9.26100E-007	4.11400E+000	3.34522E-002	6.33100E-001	6.68400E-010	7.26000E-011
145	8	10	1	1.39000E-002	1.28000E-002	8.40000E-003	1.19400E-010	3.64150E-009	7.05719E+002	7.11340E+002	5.62170E+000	1.23010E-006	4.11370E+000	3.39908E-002	6.33400E-001	4.29500E-010	2.55300E-010
149	7	12	1	1.35000E-002	1.31000E-002	8.50000E-003	5.15200E-010	3.36990E-009	7.28978E+002	7.33038E+002	4.06040E+000	1.02330E-006	4.13600E+000	3.36139E-002	6.33300E-001	2.32100E-010	1.11500E-010
153	9	12	1	1.36000E-002	1.30000E-002	8.50000E-003	6.76800E-010	3.40500E-009	7.45109E+002	7.50186E+002	5.07660E+000	8.59300E-007	4.13040E+000	3.35118E-002	6.33400E-001	3.10100E-010	2.57800E-010
157	11	12	1	1.35000E-002	1.30000E-002	8.60000E-003	6.22900E-010	3.05370E-009	7.39308E+002	7.44399E+002	5.09130E+000	9.64600E-007	4.04680E+000	3.37757E-002	6.33200E-001	2.56700E-010	1.57400E-010
161	13	12	1	1.36000E-002	1.30000E-002	8.50000E-003	1.01170E-009	2.46360E-009	7.38930E+002	7.48683E+002	9.75250E+000	9.72700E-007	4.05520E+000	3.37494E-002	6.32500E-001	4.07900E-010	5.06800E-010
165	15	12	1	1.35000E-002	1.27000E-002	8.50000E-003	8.00900E-010	2.47770E-009	7.45892E+002	7.50208E+002	4.31640E+000	8.96900E-007	4.04370E+000	3.33636E-002	6.33000E-001	2.32000E-011	1.91100E-010
169	17	12	1	1.35000E-002	1.28000E-002	8.50000E-003	5.29300E-010	2.88510E-009	7.40261E+002	7.46760E+002	6.49890E+000	9.77900E-007	4.00530E+000	3.33939E-002	6.32500E-001	3.16800E-010	2.41400E-010
173	19	12	1	1.34000E-002	1.26000E-002	8.50000E-003	8.05600E-010	2.12400E-009	7.33628E+002	7.41258E+002	7.63000E+000	1.02140E-006	4.10820E+000	3.32354E-002	6.32700E-001	4.01400E-010	9.55000E-011
177	21	12	1	1.35000E-002	1.29000E-002	8.50000E-003	8.85200E-010	2.57130E-009	7.38417E+002	7.42006E+002	3.58940E+000	9.72100E-007	4.11630E+000	3.28237E-002	6.32800E-001	4.25700E-010	1.57400E-010
181	23	12	1	1.35000E-002	1.30000E-002	8.50000E-003	2.27200E-010	3.10060E-009	7.36504E+002	7.40586E+002	4.08220E+000	9.94200E-007	4.05010E+000	3.28039E-002	6.32500E-001	3.92500E-010	2.71700E-010
185	25	12	1	1.35000E-002	1.28000E-002	8.50000E-003	4.80100E-010	2.70950E-009	7.34964E+002	7.41862E+002	6.89780E+000	9.81000E-007	4.01230E+000	3.30275E-002	6.33100E-001	3.89400E-010	4.28300E-010
189	27	12	1	1.35000E-002	1.30000E-002	8.60000E-003	9.08600E-010	3.14040E-009	7.41233E+002	7.46328E+002	5.09500E+000	9.65400E-007	3.96710E+000	3.31779E-002	6.32200E-001	2.45200E-010	2.89900E-010
193	29	12	1	1.35000E-002	1.30000E-002	8.50000E-003	7.58800E-010	2.32540E-009	7.40050E+002	7.45148E+002	5.09770E+000	9.64800E-007	3.94820E+000	3.34103E-002	6.32400E-001	2.09400E-010	3.36300E-010
197	31	12	1	1.35000E-002	1.31000E-002	8.60000E-003	8.61800E-010	2.58770E-009	7.33826E+002	7.42694E+002	8.86750E+000	1.00890E-006	4.01480E+000	3.36485E-002	6.32500E-001	4.47800E-010	6.25000E-011
201	33	12	1	1.36000E-002	1.30000E-002	8.50000E-003	3.39600E-010	2.69080E-009	7.38249E+002	7.43975E+002	5.72560E+000	9.68300E-007	4.04180E+000	3.35904E-002	6.33200E-001	6.58000E-011	1.66300E-010
205	35	12	1	1.36000E-002	1.28000E-002	8.60000E-003	7.14300E-010	2.74460E-009	7.40366E+002	7.45693E+002	5.32690E+000	8.81500E-007	3.98590E+000	3.33017E-002	6.33200E-001	4.83400E-010	8.03000E-011
209	37	12	1	1.36000E-002	1.31000E-002	8.50000E-003	3.56000E-010	2.66030E-009	7.29469E+002	7.33250E+002	3.78130E+000	1.02750E-006	4.08020E+000	3.32396E-002	6.32800E-001	3.16000E-011	1.82700E-010
217	38	14	1	1.35000E-002	1.30000E-002	8.50000E-003	4.68000E-011	3.28090E-009	7.36369E+002	7.39793E+002	3.42420E+000	9.83700E-007	4.03210E+000	3.32447E-002	6.32700E-001	1.36800E-010	7.80000E-011
221	36	14	1	1.35000E-002	1.29000E-002	8.50000E-003	2.76300E-010	2.90150E-009	7.46192E+002	7.47978E+002	1.78620E+000	8.42300E-007	4.05470E+000	3.34337E-002	6.33100E-001	4.63700E-010	3.93000E-011
225	34	14	1	1.36000E-002	1.28000E-002	8.50000E-003	6.09000E-011	2.71890E-009	7.31192E+002	7.42112E+002	1.09200E+001	9.84600E-007	4.03350E+000	3.39777E-002	6.33400E-001	2.76300E-010	1.62500E-010
229	32	14	1	1.36000E-002	1.30000E-002	8.50000E-003	1.85000E-010	2.93200E-009	7.38439E+002	7.43220E+002	4.78070E+000	9.58200E-007	3.96450E+000	3.37559E-002	6.32300E-001	2.64900E-010	7.61000E-011
233	30	14	1	1.35000E-002	1.28000E-002	8.50000E-003	2.30000E-012	2.78680E-009	7.41843E+002	7.44294E+002	2.45100E+000	9.27400E-007	3.99770E+000	3.32301E-002	6.32700E-001	1.01200E-010	2.25000E-010
237	28	14	1	1.35000E-002	1.30000E-002	8.50000E-003	2.36500E-010	2.70950E-009	7.36319E+002	7.43324E+002	7.00460E+000	9.79300E-007	3.98350E+000	3.30590E-002	6.32300E-001	8.50000E-011	3.62000E-010
241	26	14	1	1.35000E-002	1.29000E-002	8.60000E-003	8.64100E-010	2.65330E-009	7.32547E+002	7.36009E+002	3.46150E+000	1.00320E-006	4.01200E+000	3.24959E-002	6.33000E-001	2.21800E-010	9.18000E-011
245	24	14	1	1.35000E-002	1.32000E-002	8.50000E-003	8.24300E-010	2.45190E-009	7.28533E+002	7.32242E+002	3.70880E+000	1.14590E-006	4.15320E+000	3.23814E-002	6.31800E-001	2.31100E-010	1.64200E-010
249	22	14	1	1.35000E-002	1.31000E-002	8.60000E-003	8.29000E-010	2.91790E-009	7.21561E+002	7.30080E+002	8.51900E+000	1.10730E-006	4.21040E+000	3.23941E-002	6.33200E-001	4.76800E-010	3.49900E-010
253	20	14	1	1.36000E-002	1.33000E-002	8.50000E-003	5.10500E-010	2.59710E-009	7.27725E+002	7.32430E+002	4.70500E+000	1.13160E-006	4.17770E+000	3.24856E-002	6.32200E-001	1.28600E-010	9.34600E-010
257	18	14	1	1.35000E-002	1.32000E-002	8.50000E-003	8.26700E-010	2.33480E-009	7.34260E+002	7.37215E+002	2.95440E+000	1.04300E-006	4.18530E+000	3.25562E-002	6.32600E-001	1.51500E-010	3.30000E-012
261	16	14	1	1.35000E-002	1.33000E-002	8.50000E-003	1.73300E-010	2.41680E-009	7.38906E+002	7.44482E+002	5.57620E+000	9.29300E-007	4.10810E+000	3.28750E-002	6.33400E-001	4.90100E-010	2.51500E-010
265	14	14	1	1.35000E-002	1.34000E-002	8.50000E-003	2.71700E-010	2.94370E-009	7.43385E+002	7.46814E+002	3.42900E+000	9.23400E-007	3.99710E+000	3.32242E-002	6.32600E-001	3.31800E-010	8.57000E-011
269	12	14	1	1.35000E-002	1.34000E-002	8.50000E-003	7.04900E-010	2.35590E-009	7.42654E+002	7.47645E+002	4.99140E+000	9.24700E-007	4.07190E+000	3.36487E-002	6.32700E-001	1.67000E-010	4.31400E-010
273	10	14	1	1.35000E-002	1.35000E-002	8.60000E-003	1.56900E-010	2.37700E-009	7.26243E+002	7.37679E+002	1.14361E+001	1.06100E-006	4.10280E+000	3.41949E-002	6.33600E-001	2.36800E-010	2.19000E-010
277	8	14	1	1.35000E-002	1.34000E-002	8.60000E-003	2.71700E-010	3.24110E-009	7.42472E+002	7.45441E+002	2.96930E+000	8.91500E-007	4.09450E+000	3.37669E-002	6.33100E-001	5.98800E-010	3.43100E-010
281	6	14	1	1.35000E-002	1.37000E-002	8.50000E-003	5.62000E-011	3.25750E-009	7.34736E+002	7.42488E+002	7.75180E+000	9.91200E-007	4.15840E+000	3.36674E-002	6.33200E-001	5.25000E-010	1.36000E-011
285	6	16	1	1.36000E-002	1.28000E-002	8.60000E-003	8.96900E-010	3.20830E-009	7.35183E+002	7.42842E+002	7.65890E+000	9.81500E-007	4.14480E+000	3.34889E-002	6.33000E-001	8.22000E-011	4.85000E-011
289	8	16	1	1.35000E-002	1.29000E-002	8.50000E-003	1.28800E-010	3.04200E-009	7.38866E+002	7.43075E+002	4.20840E+000	9.11000E-007	4.13300E+000	3.40237E-002	6.33400E-001	3.64600E-010	1.00900E-010
293	10	16	1	1.35000E-002	1.31000E-002	8.50000E-003	4.33200E-010	2.92730E-009	7.22133E+002	7.34139E+002	1.20064E+001	1.11600E-006	4.09560E+000	3.43109E-002	6.33600E-001	1.04400E-010	5.34000E-011
297	12	16	1	1.35000E-002	1.29000E-002	8.50000E-003	4.68400E-010	2.26450E-009	7.35798E+002	7.41747E+002	5.94810E+000	9.92600E-007	4.07650E+000	3.38603E-002	6.33000E-001	1.72800E-010	1.33000E-010
301	14	16	1	1.36000E-002	1.31000E-002	8.50000E-003	3.56000E-010	2.68840E-009	7.37266E+002	7.42861E+002	5.59470E+000	1.00160E-006	4.04930E+000	3.34912E-002	6.32400E-001	4.14500E-010	1.48900E-010
305	16	16	1	1.35000E-002	1.27000E-002	8.50000E-003	7.61100E-010	2.70950E-009	7.31994E+002	7.37726E+002	5.73240E+000	1.02950E-006	4.12210E+000	3.28867E-002	6.32600E-001	6.50800E-010	3.07000E-010
309	18	16	1	1.36000E-002	1.28000E-002	8.50000E-003	4.16800E-010	2.61580E-009	7.29432E+002	7.33972E+002	4.53990E+000	1.10280E-006	4.22120E+000	3.23773E-002	6.32400E-001	4.00000E-011	4.07000E-011
313	20	16	1	1.35000E-002	1.30000E-002	8.60000E-003	5.83100E-010	2.60180E-009	7.15395E+002	7.22708E+002	7.31300E+000	1.12610E-006	4.22670E+000	3.24419E-002	6.34000E-001	5.94100E-010	2.40700E-010
317	22	16	8	1.35000E-002	1.30000E-002	8.50000E-003	1.59200E-010	2.57130E-009	7.07397E+002	7.20599E+002	1.32023E+001	1.38331E-005
321	24	16	1	1.36000E-002	1.33000E-002	8.50000E-003	1.59200E-010	2.54090E-009	7.17773E+002	7.26911E+002	9.13800E+000	1.09060E-006	4.17520E+000	3.24278E-002	6.34000E-001	1.00900E-010	2.14500E-010
325	26	16	1	1.36000E-002	1.33000E-002	8.50000E-003	5.22200E-010	2.68370E-009	7.27635E+002	7.32485E+002	4.85010E+000	1.08490E-006	4.07270E+000	3.23754E-002	6.32600E-001	1.29300E-010	3.56700E-010
329	28	16	1	1.35000E-002	1.33000E-002	8.60000E-003	6.81500E-010	2.83830E-009	7.32654E+002	7.38985E+002	6.33080E+000	1.01000E-006	4.00590E+000	3.27354E-002	6.32500E-001	1.03300E-010	2.96000E-010
333	30	16	1	1.35000E-002	1.30000E-002	8.50000E-003	5.92500E-010	2.84060E-009	7.41708E+002	7.46371E+002	4.66280E+000	9.49600E-007	3.98830E+000	3.32061E-002	6.32300E-001	3.24300E-010	2.46600E-010
