Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-201510@CP
Wafer number	21
Date	2025/02/13
Time	20:19:59

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
451	23	20	1	1.36000E-002	1.12000E-002	7.50000E-003	4.80000E-010	1.88500E-009	7.37236E+002	7.45888E+002	8.65200E+000	9.32200E-007	3.87500E+000	3.28527E-002	6.32100E-001	2.60900E-010	1.81900E-010
455	25	20	1	1.35000E-002	1.12000E-002	7.50000E-003	4.26200E-010	2.13080E-009	7.38987E+002	7.48179E+002	9.19140E+000	9.48600E-007	3.86660E+000	3.30011E-002	6.31200E-001	5.81200E-010	4.24000E-011
459	27	20	1	1.35000E-002	1.12000E-002	7.40000E-003	6.55600E-010	1.39560E-009	7.44540E+002	7.50518E+002	5.97710E+000	8.98700E-007	3.85670E+000	3.32878E-002	6.31400E-001	1.35300E-010	2.74900E-010
463	29	20	1	1.35000E-002	1.12000E-002	7.40000E-003	8.96800E-010	2.39540E-009	7.44108E+002	7.50366E+002	6.25760E+000	9.05700E-007	3.87040E+000	3.34978E-002	6.31200E-001	8.64000E-011	2.27800E-010
467	31	20	1	1.35000E-002	1.12000E-002	7.50000E-003	9.46000E-010	2.26200E-009	7.39073E+002	7.49821E+002	1.07483E+001	9.34600E-007	3.91090E+000	3.38304E-002	6.31500E-001	5.88200E-010	4.57100E-010
471	33	20	1	1.35000E-002	1.12000E-002	7.50000E-003	1.00920E-009	1.53610E-009	7.50168E+002	7.56428E+002	6.25970E+000	8.40000E-007	3.95200E+000	3.37751E-002	6.31700E-001	8.31500E-010	1.78400E-010
475	35	20	1	1.35000E-002	1.12000E-002	7.50000E-003	5.78400E-010	1.92240E-009	7.37656E+002	7.39890E+002	2.23420E+000	8.62800E-007	4.01460E+000	3.31042E-002	6.32300E-001	3.40900E-010	2.63700E-010
479	37	20	1	1.35000E-002	1.05000E-002	6.70000E-003	4.16800E-010	2.22680E-009	7.38890E+002	7.41994E+002	3.10370E+000	9.36500E-007	4.07410E+000	3.31222E-002	6.32700E-001	4.03500E-010	2.85700E-010
480	35	22	1	1.36000E-002	1.04000E-002	6.70000E-003	8.89800E-010	2.66240E-009	7.34429E+002	7.40084E+002	5.65500E+000	9.99700E-007	4.05500E+000	3.33242E-002	6.32700E-001	8.73200E-010	3.37700E-010
481	33	22	1	1.35000E-002	1.12000E-002	7.50000E-003	9.36600E-010	1.89200E-009	7.43362E+002	7.45119E+002	1.75720E+000	8.87900E-007	4.02710E+000	3.32218E-002	6.32300E-001	2.51000E-011	5.03400E-010
485	31	22	1	1.36000E-002	1.12000E-002	7.40000E-003	8.59400E-010	2.36030E-009	7.39726E+002	7.49276E+002	9.54920E+000	9.34800E-007	3.97650E+000	3.40767E-002	6.31400E-001	3.04900E-010	3.06300E-010
489	29	22	1	1.36000E-002	1.11000E-002	7.50000E-003	3.70000E-010	1.55710E-009	7.37894E+002	7.45500E+002	7.60590E+000	9.35300E-007	3.92360E+000	3.39917E-002	6.31900E-001	5.49300E-010	1.70700E-010
493	27	22	1	1.36000E-002	1.11000E-002	7.50000E-003	9.03800E-010	2.23150E-009	7.39151E+002	7.45693E+002	6.54140E+000	9.45800E-007	3.94020E+000	3.39236E-002	6.31800E-001	6.41800E-010	2.11000E-011
497	25	22	1	1.35000E-002	1.12000E-002	7.40000E-003	5.40900E-010	1.88500E-009	7.36269E+002	7.47737E+002	1.14687E+001	9.79800E-007	3.91180E+000	3.37653E-002	6.31400E-001	3.75800E-010	1.26000E-010
501	23	22	1	1.36000E-002	1.11000E-002	7.50000E-003	3.13800E-010	1.94820E-009	7.41772E+002	7.49117E+002	7.34530E+000	9.33800E-007	3.90100E+000	3.35000E-002	6.31500E-001	8.86800E-010	3.23400E-010
505	21	22	1	1.35000E-002	1.12000E-002	7.50000E-003	5.05800E-010	1.83810E-009	7.44264E+002	7.50855E+002	6.59070E+000	9.16200E-007	3.92740E+000	3.35653E-002	6.31800E-001	5.39000E-011	3.11000E-010
509	19	22	1	1.36000E-002	1.11000E-002	7.50000E-003	5.71300E-010	2.31820E-009	7.32100E+002	7.44485E+002	1.23850E+001	1.05340E-006	3.94250E+000	3.40085E-002	6.31200E-001	3.92200E-010	3.50000E-012
513	17	22	1	1.35000E-002	1.11000E-002	7.40000E-003	9.88100E-010	1.95050E-009	7.32221E+002	7.40547E+002	8.32620E+000	1.06710E-006	3.94870E+000	3.41748E-002	6.31200E-001	6.30600E-010	2.29000E-011
517	15	22	1	1.37000E-002	1.11000E-002	7.50000E-003	9.97500E-010	2.54290E-009	7.32360E+002	7.40297E+002	7.93740E+000	9.85500E-007	4.05780E+000	3.41382E-002	6.32900E-001	5.12100E-010	6.86000E-011
521	13	22	1	1.36000E-002	1.11000E-002	7.40000E-003	7.86800E-010	2.33920E-009	7.29345E+002	7.40618E+002	1.12727E+001	1.02800E-006	4.08860E+000	3.42798E-002	6.32400E-001	1.34400E-010	1.40000E-010
525	11	22	1	1.35000E-002	1.11000E-002	7.40000E-003	6.04100E-010	2.87780E-009	7.46517E+002	7.49208E+002	2.69110E+000	8.72000E-007	4.10540E+000	3.34481E-002	6.32100E-001	8.09900E-010	4.41600E-010
529	9	22	4	1.35000E-002	1.08000E-002	7.20000E-003	8.33600E-010	1.28276E-007
532	12	24	1	1.38000E-002	1.06000E-002	7.00000E-003	1.10290E-009	2.62584E-008	7.29407E+002	7.38495E+002	9.08820E+000	1.01970E-006	4.11440E+000	3.36301E-002	6.33000E-001	4.07000E-011	1.19200E-010
534	14	24	1	1.35000E-002	1.09000E-002	7.20000E-003	9.29600E-010	2.69750E-009	7.40240E+002	7.43472E+002	3.23220E+000	9.27800E-007	4.08070E+000	3.33913E-002	6.32200E-001	5.67400E-010	7.38000E-011
537	16	24	1	1.35000E-002	1.11000E-002	7.40000E-003	3.91000E-010	2.62020E-009	7.39480E+002	7.47974E+002	8.49330E+000	9.18500E-007	4.06790E+000	3.36899E-002	6.32200E-001	1.17000E-011	2.90400E-010
541	18	24	1	1.35000E-002	1.12000E-002	7.40000E-003	1.10290E-009	2.77240E-009	7.39947E+002	7.46863E+002	6.91640E+000	9.32200E-007	4.04810E+000	3.40282E-002	6.32300E-001	6.54700E-010	2.84300E-010
545	20	24	1	1.36000E-002	1.12000E-002	7.40000E-003	5.19800E-010	1.63210E-009	7.36419E+002	7.44306E+002	7.88690E+000	9.58600E-007	3.99050E+000	3.40573E-002	6.32100E-001	4.49800E-010	1.38600E-010
549	22	24	1	1.36000E-002	1.12000E-002	7.40000E-003	9.43700E-010	2.14020E-009	7.33671E+002	7.43535E+002	9.86380E+000	1.03250E-006	3.98890E+000	3.40303E-002	6.31300E-001	1.22500E-010	3.73700E-010
553	24	24	1	1.36000E-002	1.12000E-002	7.50000E-003	7.14200E-010	1.94580E-009	7.39878E+002	7.47567E+002	7.68910E+000	9.56700E-007	3.98920E+000	3.39619E-002	6.31500E-001	4.31100E-010	2.60000E-012
557	26	24	1	1.35000E-002	1.11000E-002	7.50000E-003	1.09350E-009	2.42820E-009	7.37673E+002	7.45426E+002	7.75270E+000	9.47100E-007	3.97970E+000	3.38997E-002	6.32100E-001	9.21400E-010	1.06800E-010
561	28	24	1	1.35000E-002	1.12000E-002	7.40000E-003	5.33900E-010	1.88960E-009	7.40195E+002	7.46861E+002	6.66660E+000	8.95900E-007	4.01800E+000	3.34444E-002	6.32400E-001	7.89800E-010	7.33000E-011
565	30	24	1	1.37000E-002	1.07000E-002	6.90000E-003	7.00000E-012	1.92480E-009	7.39752E+002	7.41342E+002	1.59000E+000	9.48300E-007	4.03440E+000	3.30566E-002	6.32200E-001	3.39500E-010	3.31600E-010
567	32	24	1	1.37000E-002	1.05000E-002	6.80000E-003	3.70000E-010	3.43980E-009	7.25991E+002	7.32477E+002	6.48600E+000	1.07090E-006	4.04090E+000	3.34346E-002	6.32500E-001	3.88000E-010	1.05400E-010
568	24	26	1	1.35000E-002	1.04000E-002	6.70000E-003	7.18900E-010	2.16830E-009	7.25673E+002	7.31963E+002	6.29050E+000	1.05690E-006	4.04840E+000	3.32901E-002	6.32500E-001	5.96600E-010	3.88200E-010
569	22	26	1	1.37000E-002	1.05000E-002	6.90000E-003	4.77700E-010	1.84980E-009	7.26010E+002	7.34196E+002	8.18610E+000	1.06260E-006	4.04550E+000	3.34336E-002	6.32300E-001	7.87000E-011	1.97000E-011
571	20	26	1	1.37000E-002	1.05000E-002	6.90000E-003	1.21760E-009	2.84740E-009	7.24739E+002	7.31817E+002	7.07740E+000	1.05960E-006	4.05440E+000	3.33490E-002	6.32700E-001	1.00780E-009	5.69700E-010

9	28	6	1	1.36000E-002	1.27000E-002	8.50000E-003	7.00000E-012	2.17090E-009	7.00839E+002	7.10109E+002	9.27040E+000	1.29220E-006	4.16570E+000	3.38850E-002	6.33500E-001	4.37000E-010	1.79100E-010
13	26	6	1	1.36000E-002	1.29000E-002	8.50000E-003	5.94800E-010	2.85940E-009	7.30298E+002	7.38969E+002	8.67120E+000	1.02870E-006	4.17140E+000	3.34710E-002	6.32800E-001	2.95100E-010	3.04000E-011
17	24	6	1	1.35000E-002	1.28000E-002	8.50000E-003	1.73300E-010	2.85470E-009	7.35181E+002	7.41753E+002	6.57240E+000	9.91300E-007	4.17430E+000	3.34975E-002	6.32900E-001	1.52000E-010	4.89000E-011
21	22	6	1	1.35000E-002	1.29000E-002	8.50000E-003	2.90400E-010	2.31370E-009	7.31079E+002	7.40536E+002	9.45700E+000	1.02840E-006	4.15220E+000	3.36479E-002	6.32700E-001	2.75200E-010	6.32000E-011
25	20	6	1	1.36000E-002	1.29000E-002	8.50000E-003	4.42600E-010	2.70010E-009	7.34276E+002	7.41154E+002	6.87810E+000	1.00020E-006	4.18040E+000	3.35406E-002	6.32800E-001	7.99000E-011	1.37200E-010
29	18	6	1	1.35000E-002	1.33000E-002	8.50000E-003	5.31600E-010	2.29970E-009	7.32989E+002	7.41038E+002	8.04880E+000	9.89400E-007	4.20720E+000	3.35938E-002	6.33300E-001	4.13600E-010	8.90000E-011
33	16	6	1	1.36000E-002	1.31000E-002	8.50000E-003	6.55700E-010	3.04670E-009	7.11973E+002	7.21690E+002	9.71740E+000	1.14080E-006	4.18870E+000	3.37572E-002	6.33600E-001	9.95000E-011	1.50000E-011
41	12	8	1	1.36000E-002	1.28000E-002	8.50000E-003	1.82700E-010	2.42150E-009	7.43670E+002	7.46004E+002	2.33400E+000	9.08700E-007	4.18740E+000	3.33940E-002	6.33000E-001	7.59000E-010	2.41000E-010
45	14	8	1	1.36000E-002	1.29000E-002	8.50000E-003	7.96000E-011	2.21300E-009	7.46246E+002	7.48428E+002	2.18140E+000	8.57900E-007	4.17260E+000	3.33918E-002	6.33200E-001	4.48000E-010	2.39800E-010
49	16	8	1	1.36000E-002	1.31000E-002	8.50000E-003	1.59200E-010	2.45660E-009	7.35774E+002	7.45425E+002	9.65050E+000	9.23000E-007	4.13180E+000	3.40126E-002	6.33400E-001	9.91000E-011	2.20600E-010
53	18	8	1	1.35000E-002	1.31000E-002	8.50000E-003	3.41900E-010	1.97880E-009	7.33609E+002	7.42229E+002	8.62020E+000	1.01250E-006	4.09750E+000	3.43369E-002	6.32300E-001	6.56000E-011	1.00000E-010
57	20	8	1	1.35000E-002	1.29000E-002	8.50000E-003	5.52700E-010	1.81260E-009	7.25855E+002	7.35887E+002	1.00326E+001	1.08690E-006	4.08300E+000	3.43219E-002	6.32800E-001	6.96000E-011	1.99800E-010
61	22	8	1	1.35000E-002	1.31000E-002	8.50000E-003	3.48900E-010	1.77980E-009	7.14217E+002	7.28859E+002	1.46421E+001	1.21320E-006	4.04920E+000	3.45231E-002	6.32900E-001	1.35600E-010	7.96000E-011
65	24	8	1	1.35000E-002	1.28000E-002	8.50000E-003	2.83400E-010	2.21070E-009	7.27741E+002	7.36794E+002	9.05270E+000	1.05370E-006	4.05210E+000	3.44205E-002	6.33100E-001	2.02600E-010	1.66000E-011
69	26	8	1	1.34000E-002	1.27000E-002	8.50000E-003	6.79100E-010	2.43320E-009	7.28656E+002	7.38297E+002	9.64040E+000	1.08190E-006	4.05510E+000	3.43638E-002	6.32200E-001	2.48000E-011	2.03300E-010
73	28	8	1	1.35000E-002	1.28000E-002	8.50000E-003	4.75400E-010	2.54320E-009	7.30607E+002	7.42527E+002	1.19202E+001	9.92800E-007	4.06660E+000	3.39946E-002	6.32800E-001	1.06480E-009	1.89200E-010
77	30	8	1	1.35000E-002	1.32000E-002	8.50000E-003	7.00200E-010	2.22940E-009	7.42827E+002	7.46594E+002	3.76720E+000	8.83300E-007	4.11490E+000	3.33678E-002	6.33000E-001	3.95100E-010	1.88300E-010
81	32	8	1	1.36000E-002	1.30000E-002	8.50000E-003	8.82900E-010	2.42850E-009	7.33860E+002	7.42634E+002	8.77360E+000	1.00370E-006	4.17110E+000	3.33509E-002	6.32700E-001	6.22700E-010	3.94600E-010
90	36	10	1	1.35000E-002	1.26000E-002	8.50000E-003	3.51000E-011	2.49870E-009	7.12339E+002	7.18975E+002	6.63580E+000	1.11410E-006	4.13420E+000	3.37215E-002	6.33500E-001	6.80800E-010	5.22000E-011
94	34	10	1	1.35000E-002	1.26000E-002	8.50000E-003	5.92500E-010	1.66740E-009	7.40657E+002	7.44722E+002	4.06440E+000	9.04000E-007	4.08190E+000	3.31839E-002	6.32700E-001	1.28800E-010	2.74000E-010
98	32	10	1	1.35000E-002	1.27000E-002	8.50000E-003	4.66000E-010	2.17320E-009	7.40076E+002	7.48432E+002	8.35550E+000	9.21900E-007	4.00000E+000	3.38494E-002	6.32100E-001	4.07200E-010	2.81000E-011
102	30	10	1	1.36000E-002	1.29000E-002	8.50000E-003	2.10800E-010	2.18490E-009	7.35191E+002	7.43459E+002	8.26730E+000	9.28000E-007	4.01610E+000	3.40033E-002	6.33400E-001	9.53000E-011	3.91000E-011
106	28	10	1	1.36000E-002	1.29000E-002	8.50000E-003	9.32000E-010	2.32540E-009	7.27045E+002	7.39915E+002	1.28707E+001	1.10780E-006	3.94470E+000	3.42293E-002	6.31700E-001	2.81000E-011	2.28100E-010
110	26	10	1	1.35000E-002	1.28000E-002	8.50000E-003	7.51700E-010	2.19660E-009	7.32398E+002	7.39576E+002	7.17790E+000	1.01950E-006	3.94930E+000	3.38748E-002	6.32300E-001	5.02300E-010	1.03500E-010
114	24	10	1	1.36000E-002	1.28000E-002	8.50000E-003	5.31600E-010	1.99520E-009	7.33963E+002	7.40901E+002	6.93780E+000	9.72600E-007	3.94240E+000	3.35519E-002	6.32800E-001	2.60000E-012	3.49200E-010
118	22	10	1	1.36000E-002	1.29000E-002	8.50000E-003	1.14980E-009	2.08660E-009	7.24036E+002	7.36967E+002	1.29314E+001	1.09960E-006	3.92010E+000	3.36585E-002	6.32100E-001	6.69800E-010	2.91100E-010
122	20	10	1	1.35000E-002	1.31000E-002	8.50000E-003	1.14700E-010	1.62760E-009	7.29735E+002	7.38065E+002	8.32980E+000	1.04170E-006	3.93900E+000	3.36983E-002	6.32500E-001	3.84800E-010	2.40000E-010
126	18	10	1	1.35000E-002	1.29000E-002	8.50000E-003	1.82700E-010	1.94610E-009	7.32942E+002	7.40260E+002	7.31770E+000	1.02000E-006	3.95490E+000	3.39040E-002	6.32300E-001	6.98000E-011	3.18000E-011
130	16	10	1	1.35000E-002	1.31000E-002	8.60000E-003	7.26000E-011	2.44020E-009	7.24049E+002	7.37361E+002	1.33124E+001	1.14570E-006	4.00280E+000	3.42593E-002	6.32100E-001	1.59700E-010	1.37500E-010
134	14	10	1	1.35000E-002	1.33000E-002	8.50000E-003	2.76300E-010	2.57130E-009	7.31279E+002	7.40827E+002	9.54800E+000	1.02150E-006	4.06870E+000	3.41945E-002	6.32800E-001	5.79800E-010	1.24100E-010
138	12	10	1	1.35000E-002	1.32000E-002	8.60000E-003	7.84500E-010	2.45660E-009	7.42382E+002	7.49791E+002	7.40830E+000	8.44900E-007	4.11700E+000	3.39559E-002	6.33600E-001	4.36000E-011	3.87300E-010
142	10	10	1	1.35000E-002	1.32000E-002	8.50000E-003	5.19900E-010	2.70720E-009	7.43842E+002	7.48435E+002	4.59290E+000	8.86400E-007	4.16330E+000	3.35807E-002	6.32900E-001	1.86900E-010	2.65800E-010
145	8	10	1	1.40000E-002	1.31000E-002	8.30000E-003	3.23200E-010	2.63690E-009	7.15577E+002	7.21474E+002	5.89760E+000	1.07700E-006	4.18450E+000	3.38820E-002	6.33600E-001	4.12900E-010	1.52000E-010
149	7	12	1	1.35000E-002	1.33000E-002	8.60000E-003	4.16800E-010	2.24350E-009	7.36177E+002	7.40997E+002	4.81990E+000	9.44700E-007	4.21450E+000	3.35576E-002	6.33400E-001	2.01400E-010	2.22200E-010
153	9	12	1	1.36000E-002	1.32000E-002	8.50000E-003	1.61600E-010	2.32780E-009	7.47437E+002	7.51517E+002	4.07990E+000	8.30200E-007	4.17020E+000	3.35878E-002	6.33300E-001	1.01450E-009	1.41000E-010
157	11	12	1	1.35000E-002	1.32000E-002	8.50000E-003	3.51000E-011	2.24110E-009	7.39420E+002	7.45088E+002	5.66790E+000	9.54400E-007	4.07070E+000	3.38601E-002	6.33100E-001	6.99300E-010	7.05000E-011
161	13	12	1	1.35000E-002	1.30000E-002	8.50000E-003	2.41200E-010	2.17560E-009	7.35399E+002	7.46922E+002	1.15227E+001	1.01100E-006	4.01310E+000	3.38806E-002	6.31800E-001	7.82900E-010	1.00200E-010
165	15	12	1	1.35000E-002	1.30000E-002	8.50000E-003	5.39000E-011	2.32310E-009	7.40050E+002	7.47216E+002	7.16610E+000	9.41800E-007	3.96250E+000	3.34964E-002	6.32400E-001	4.09400E-010	5.60900E-010
169	17	12	1	1.35000E-002	1.32000E-002	8.50000E-003	5.62000E-011	2.07950E-009	7.33994E+002	7.44335E+002	1.03414E+001	1.01860E-006	3.92520E+000	3.35106E-002	6.31800E-001	2.34900E-010	2.28600E-010
173	19	12	1	1.35000E-002	1.33000E-002	8.50000E-003	1.35800E-010	2.30670E-009	7.30725E+002	7.42801E+002	1.20760E+001	1.00550E-006	3.99170E+000	3.31842E-002	6.32100E-001	8.69000E-011	1.33500E-010
177	21	12	1	1.35000E-002	1.33000E-002	8.50000E-003	9.40000E-012	2.35820E-009	7.34977E+002	7.42465E+002	7.48780E+000	9.63000E-007	4.00440E+000	3.29393E-002	6.32200E-001	2.98800E-010	1.01900E-010
181	23	12	1	1.36000E-002	1.31000E-002	8.50000E-003	4.56700E-010	1.62760E-009	7.33278E+002	7.41151E+002	7.87260E+000	9.83100E-007	3.94620E+000	3.28736E-002	6.31800E-001	1.62100E-010	1.95500E-010
185	25	12	1	1.35000E-002	1.33000E-002	8.50000E-003	3.11500E-010	2.88980E-009	7.32749E+002	7.43959E+002	1.12106E+001	9.71300E-007	3.92670E+000	3.31129E-002	6.32200E-001	1.19900E-010	2.90000E-011
189	27	12	1	1.35000E-002	1.32000E-002	8.50000E-003	5.12900E-010	2.57600E-009	7.38491E+002	7.46604E+002	8.11330E+000	9.64000E-007	3.91970E+000	3.31989E-002	6.31800E-001	2.38600E-010	2.21500E-010
193	29	12	1	1.35000E-002	1.30000E-002	8.50000E-003	7.09600E-010	1.99290E-009	7.38620E+002	7.45444E+002	6.82420E+000	9.61200E-007	3.89910E+000	3.34380E-002	6.31900E-001	4.78000E-011	2.59500E-010
197	31	12	1	1.35000E-002	1.31000E-002	8.50000E-003	5.55000E-010	2.46590E-009	7.41019E+002	7.51387E+002	1.03679E+001	9.14500E-007	3.94820E+000	3.34652E-002	6.32100E-001	3.13600E-010	4.42600E-010
201	33	12	1	1.36000E-002	1.32000E-002	8.60000E-003	3.91100E-010	2.13570E-009	7.47169E+002	7.54066E+002	6.89650E+000	8.63700E-007	3.98750E+000	3.34345E-002	6.32700E-001	7.04700E-010	1.33300E-010
205	35	12	1	1.35000E-002	1.32000E-002	8.50000E-003	2.41200E-010	2.10060E-009	7.46123E+002	7.48389E+002	2.26650E+000	8.12700E-007	4.02920E+000	3.32908E-002	6.33200E-001	4.65600E-010	2.50300E-010
209	37	12	1	1.36000E-002	1.33000E-002	8.50000E-003	2.81000E-011	2.14750E-009	7.38358E+002	7.41851E+002	3.49300E+000	8.95300E-007	4.12450E+000	3.30639E-002	6.33500E-001	1.15500E-010	7.00000E-013
217	38	14	1	1.36000E-002	1.30000E-002	8.50000E-003	3.56000E-010	2.25520E-009	7.41999E+002	7.43809E+002	1.80960E+000	9.13300E-007	4.10600E+000	3.30023E-002	6.33100E-001	7.87000E-011	6.18000E-011
221	36	14	1	1.35000E-002	1.33000E-002	8.50000E-003	4.45000E-011	2.23640E-009	7.48265E+002	7.49713E+002	1.44800E+000	7.92000E-007	4.06530E+000	3.31930E-002	6.33100E-001	7.67700E-010	2.82700E-010
225	34	14	1	1.35000E-002	1.30000E-002	8.50000E-003	3.46600E-010	2.53150E-009	7.41449E+002	7.52346E+002	1.08971E+001	8.64300E-007	3.98930E+000	3.39485E-002	6.33000E-001	3.46100E-010	4.15000E-010
229	32	14	1	1.35000E-002	1.34000E-002	8.50000E-003	7.96000E-011	2.74460E-009	7.41599E+002	7.48401E+002	6.80170E+000	8.77600E-007	3.90650E+000	3.36129E-002	6.31800E-001	1.82400E-010	5.67000E-011
233	30	14	1	1.35000E-002	1.34000E-002	8.50000E-003	2.17800E-010	2.03740E-009	7.45962E+002	7.50653E+002	4.69140E+000	8.75100E-007	3.92310E+000	3.31771E-002	6.32200E-001	1.07500E-010	7.14000E-011
237	28	14	1	1.36000E-002	1.36000E-002	8.50000E-003	4.73000E-010	2.01870E-009	7.35021E+002	7.45645E+002	1.06242E+001	9.64200E-007	3.92780E+000	3.29653E-002	6.31800E-001	5.75400E-010	3.18000E-011
241	26	14	1	1.35000E-002	1.41000E-002	8.50000E-003	3.32500E-010	2.56430E-009	7.33805E+002	7.39783E+002	5.97880E+000	9.54400E-007	3.93500E+000	3.24512E-002	6.32400E-001	5.80500E-010	4.05800E-010
245	24	14	1	1.36000E-002	1.38000E-002	8.50000E-003	1.40500E-010	1.81960E-009	7.30077E+002	7.35258E+002	5.18060E+000	1.08700E-006	4.01940E+000	3.23887E-002	6.31200E-001	5.06500E-010	9.13100E-010
249	22	14	1	1.36000E-002	1.35000E-002	8.60000E-003	7.73000E-011	2.22240E-009	7.20279E+002	7.32393E+002	1.21135E+001	1.07760E-006	4.05830E+000	3.24710E-002	6.32800E-001	2.51000E-011	2.32800E-010
253	20	14	1	1.35000E-002	1.38000E-002	8.50000E-003	3.51000E-011	2.57370E-009	7.28160E+002	7.35949E+002	7.78920E+000	1.06680E-006	4.04810E+000	3.25134E-002	6.31800E-001	2.27000E-011	4.29700E-010
257	18	14	1	1.35000E-002	1.42000E-002	8.50000E-003	6.20600E-010	2.26450E-009	7.35094E+002	7.41001E+002	5.90770E+000	9.80600E-007	4.04950E+000	3.26464E-002	6.31900E-001	1.18500E-010	1.47100E-010
261	16	14	1	1.35000E-002	1.40000E-002	8.60000E-003	5.15000E-011	3.10760E-009	7.33595E+002	7.44936E+002	1.13414E+001	9.38400E-007	3.99410E+000	3.30478E-002	6.32700E-001	5.69000E-011	8.70500E-010
265	14	14	1	1.35000E-002	1.37000E-002	8.60000E-003	4.19200E-010	2.01870E-009	7.39239E+002	7.44267E+002	5.02790E+000	9.42000E-007	3.96950E+000	3.33737E-002	6.32200E-001	4.74700E-010	2.80800E-010
269	12	14	1	1.36000E-002	1.34000E-002	8.50000E-003	9.15700E-010	2.29030E-009	7.38706E+002	7.45452E+002	6.74690E+000	9.43700E-007	4.05030E+000	3.36808E-002	6.32200E-001	3.80500E-010	7.19600E-010
273	10	14	1	1.35000E-002	1.37000E-002	8.60000E-003	1.00930E-009	2.19900E-009	7.27902E+002	7.40016E+002	1.21144E+001	1.02050E-006	4.12150E+000	3.42627E-002	6.33600E-001	6.87600E-010	1.58800E-010
277	8	14	1	1.35000E-002	1.37000E-002	8.60000E-003	2.36500E-010	2.73060E-009	7.46380E+002	7.50606E+002	4.22550E+000	8.35700E-007	4.16650E+000	3.37484E-002	6.33400E-001	4.83100E-010	2.59700E-010
281	6	14	1	1.35000E-002	1.33000E-002	8.50000E-003	9.40000E-012	2.82660E-009	7.40075E+002	7.47169E+002	7.09300E+000	9.11700E-007	4.22730E+000	3.35883E-002	6.33700E-001	1.80800E-010	2.73800E-010
285	6	16	1	1.35000E-002	1.32000E-002	8.50000E-003	1.10100E-010	2.29030E-009	7.38869E+002	7.46785E+002	7.91620E+000	9.37100E-007	4.23160E+000	3.36305E-002	6.33300E-001	1.10090E-009	5.53100E-010
289	8	16	1	1.35000E-002	1.34000E-002	8.50000E-003	3.02100E-010	2.64630E-009	7.41445E+002	7.47186E+002	5.74060E+000	8.85100E-007	4.18030E+000	3.41227E-002	6.33400E-001	4.04000E-010	9.86000E-011
293	10	16	1	1.35000E-002	1.32000E-002	8.50000E-003	3.88700E-010	2.38400E-009	7.20582E+002	7.34982E+002	1.43997E+001	1.10590E-006	4.10150E+000	3.43467E-002	6.33400E-001	9.93000E-011	2.40000E-010
297	12	16	1	1.35000E-002	1.34000E-002	8.50000E-003	2.74000E-010	2.05380E-009	7.32071E+002	7.40996E+002	8.92510E+000	1.00180E-006	4.02450E+000	3.38050E-002	6.32600E-001	1.83600E-010	5.44700E-010
301	14	16	1	1.35000E-002	1.32000E-002	8.50000E-003	5.22200E-010	2.41680E-009	7.33294E+002	7.42485E+002	9.19050E+000	1.00190E-006	3.97110E+000	3.34011E-002	6.31900E-001	1.55700E-010	2.76800E-010
305	16	16	1	1.35000E-002	1.34000E-002	8.50000E-003	8.90000E-011	2.26220E-009	7.29406E+002	7.39549E+002	1.01426E+001	1.00030E-006	3.98630E+000	3.29282E-002	6.32300E-001	9.68600E-010	4.10000E-011
309	18	16	1	1.35000E-002	1.34000E-002	8.50000E-003	9.40000E-012	2.18020E-009	7.28827E+002	7.36238E+002	7.41100E+000	1.05730E-006	4.06770E+000	3.24565E-002	6.31900E-001	4.92000E-010	1.46400E-010
313	20	16	1	1.36000E-002	1.35000E-002	8.50000E-003	7.96000E-011	2.50340E-009	7.15464E+002	7.25484E+002	1.00198E+001	1.07620E-006	4.06740E+000	3.25100E-002	6.33600E-001	3.30700E-010	7.61000E-011
317	22	16	1	1.35000E-002	1.34000E-002	8.50000E-003	4.45000E-011	2.15450E-009	7.12147E+002	7.24958E+002	1.28109E+001	1.40680E-006	4.04220E+000	3.25112E-002	6.30300E-001	2.47100E-010	8.50000E-011
321	24	16	1	1.36000E-002	1.33000E-002	8.50000E-003	8.20000E-011	2.17090E-009	7.20073E+002	7.29769E+002	9.69650E+000	1.02540E-006	4.04590E+000	3.22855E-002	6.33700E-001	7.70000E-011	3.42600E-010
325	26	16	1	1.35000E-002	1.35000E-002	8.50000E-003	9.84000E-011	2.11470E-009	7.28972E+002	7.34731E+002	5.75940E+000	1.04100E-006	3.95050E+000	3.22988E-002	6.31800E-001	8.35100E-010	3.93000E-010
329	28	16	1	1.35000E-002	1.31000E-002	8.50000E-003	3.95800E-010	2.33710E-009	7.33273E+002	7.41622E+002	8.34840E+000	9.57900E-007	3.91050E+000	3.26538E-002	6.31800E-001	1.47100E-010	5.27000E-011
333	30	16	1	1.34000E-002	1.31000E-002	8.50000E-003	2.90400E-010	1.80790E-009	7.44701E+002	7.52218E+002	7.51690E+000	8.90700E-007	3.91580E+000	3.31120E-002	6.31500E-001	1.93900E-010	1.23200E-010
