Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-205708@CP
Wafer number	24
Date	2025/02/13
Time	21:01:58

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
447	21	20	1	1.36000E-002	1.11000E-002	7.50000E-003	1.17000E-011	2.52420E-009	7.30801E+002	7.40105E+002	9.30430E+000	9.07400E-007	4.00820E+000	3.31244E-002	6.33700E-001	6.58400E-010	5.92700E-010
451	23	20	1	1.35000E-002	1.13000E-002	7.40000E-003	5.12800E-010	2.03480E-009	7.26856E+002	7.38415E+002	1.15587E+001	9.42000E-007	3.99990E+000	3.31361E-002	6.33500E-001	1.57000E-011	1.44500E-010
455	25	20	1	1.35000E-002	1.11000E-002	7.40000E-003	8.24200E-010	1.63680E-009	7.22385E+002	7.35384E+002	1.29993E+001	1.02650E-006	3.95620E+000	3.33520E-002	6.32600E-001	3.69000E-010	9.23000E-011
459	27	20	1	1.35000E-002	1.12000E-002	7.40000E-003	4.23800E-010	1.66950E-009	7.33908E+002	7.42002E+002	8.09340E+000	9.11900E-007	3.90930E+000	3.34621E-002	6.33000E-001	2.65000E-011	1.24600E-010
463	29	20	1	1.35000E-002	1.13000E-002	7.50000E-003	8.03200E-010	2.64130E-009	7.32553E+002	7.41179E+002	8.62530E+000	9.27900E-007	3.92040E+000	3.36919E-002	6.32800E-001	5.84900E-010	6.67100E-010
467	31	20	1	1.35000E-002	1.12000E-002	7.50000E-003	4.94100E-010	2.16830E-009	7.30210E+002	7.43547E+002	1.33374E+001	9.28500E-007	3.97020E+000	3.40209E-002	6.33000E-001	6.63800E-010	2.01800E-010
471	33	20	1	1.36000E-002	1.11000E-002	7.50000E-003	4.84700E-010	2.12610E-009	7.44716E+002	7.52448E+002	7.73220E+000	8.08100E-007	4.03220E+000	3.38742E-002	6.33200E-001	2.09800E-010	1.00200E-010
475	35	20	1	1.35000E-002	1.11000E-002	7.50000E-003	6.76700E-010	2.81460E-009	7.37358E+002	7.39321E+002	1.96280E+000	8.02500E-007	4.08600E+000	3.31276E-002	6.33800E-001	9.63600E-010	5.14400E-010
479	37	20	1	1.36000E-002	1.04000E-002	6.80000E-003	3.23100E-010	3.45850E-009	7.38130E+002	7.41817E+002	3.68650E+000	8.56600E-007	4.12160E+000	3.30288E-002	6.34100E-001	4.04400E-010	1.96200E-010
480	35	22	1	1.36000E-002	1.05000E-002	6.80000E-003	4.87000E-010	3.00190E-009	7.37812E+002	7.42158E+002	4.34630E+000	8.80900E-007	4.11730E+000	3.31432E-002	6.34100E-001	5.69200E-010	1.43000E-011
481	33	22	1	1.35000E-002	1.12000E-002	7.50000E-003	2.78600E-010	2.44930E-009	7.41179E+002	7.42925E+002	1.74570E+000	8.15800E-007	4.11710E+000	3.30202E-002	6.33800E-001	1.61800E-010	1.47800E-010
485	31	22	1	1.36000E-002	1.12000E-002	7.40000E-003	2.64600E-010	2.35330E-009	7.37993E+002	7.47791E+002	9.79770E+000	8.63200E-007	4.07550E+000	3.40040E-002	6.33100E-001	5.27000E-011	5.01300E-010
489	29	22	1	1.35000E-002	1.11000E-002	7.50000E-003	3.11400E-010	1.61100E-009	7.34361E+002	7.43204E+002	8.84310E+000	8.85000E-007	4.02000E+000	3.40154E-002	6.33500E-001	9.79000E-011	1.08000E-011
493	27	22	1	1.35000E-002	1.12000E-002	7.40000E-003	5.19800E-010	2.38610E-009	7.34586E+002	7.42160E+002	7.57450E+000	9.07200E-007	4.01290E+000	3.39404E-002	6.33300E-001	5.16300E-010	1.03000E-011
497	25	22	1	1.35000E-002	1.11000E-002	7.40000E-003	8.96800E-010	1.75380E-009	7.29922E+002	7.42581E+002	1.26592E+001	9.60700E-007	3.96660E+000	3.37858E-002	6.32900E-001	9.21900E-010	7.89000E-011
501	23	22	1	1.35000E-002	1.12000E-002	7.50000E-003	1.14740E-009	2.29010E-009	7.34036E+002	7.42858E+002	8.82210E+000	9.22200E-007	3.94960E+000	3.34918E-002	6.33200E-001	5.64600E-010	5.81200E-010
505	21	22	1	1.35000E-002	1.12000E-002	7.40000E-003	2.55200E-010	2.17530E-009	7.38292E+002	7.45440E+002	7.14880E+000	8.72700E-007	4.01060E+000	3.34898E-002	6.33700E-001	2.50100E-010	1.13600E-010
509	19	22	1	1.35000E-002	1.11000E-002	7.40000E-003	5.62000E-011	2.17530E-009	7.28268E+002	7.42087E+002	1.38183E+001	9.94000E-007	4.01940E+000	3.40326E-002	6.32800E-001	4.85200E-010	5.77400E-010
513	17	22	1	1.35000E-002	1.12000E-002	7.40000E-003	4.73000E-010	2.38140E-009	7.24935E+002	7.36859E+002	1.19233E+001	1.03870E-006	4.04150E+000	3.42242E-002	6.32800E-001	9.90000E-011	1.81200E-010
517	15	22	1	1.35000E-002	1.11000E-002	7.40000E-003	1.11930E-009	2.86140E-009	7.26700E+002	7.39039E+002	1.23385E+001	9.05100E-007	4.12510E+000	3.41293E-002	6.34400E-001	4.67800E-010	2.83300E-010
521	13	22	1	1.36000E-002	1.11000E-002	7.40000E-003	8.28900E-010	2.17530E-009	7.32379E+002	7.43212E+002	1.08337E+001	8.96400E-007	4.14030E+000	3.41151E-002	6.33800E-001	5.34300E-010	2.30600E-010
525	11	22	1	1.36000E-002	1.11000E-002	7.40000E-003	1.01160E-009	2.40480E-009	7.43828E+002	7.46095E+002	2.26710E+000	8.17300E-007	4.12760E+000	3.32643E-002	6.33600E-001	4.78900E-010	2.48900E-010
529	9	22	1	1.35000E-002	1.09000E-002	7.10000E-003	1.47500E-010	4.95240E-009	7.37698E+002	7.44433E+002	6.73540E+000	8.65700E-007	4.15630E+000	3.31925E-002	6.34300E-001	6.18000E-011	6.58400E-010
532	12	24	1	1.37000E-002	1.06000E-002	6.90000E-003	6.29900E-010	1.91213E-008	7.33679E+002	7.41206E+002	7.52730E+000	8.84300E-007	4.18420E+000	3.33859E-002	6.34600E-001	4.52000E-011	5.72500E-010
534	14	24	1	1.35000E-002	1.09000E-002	7.20000E-003	5.26900E-010	3.29690E-009	7.40314E+002	7.42274E+002	1.95990E+000	8.54900E-007	4.17800E+000	3.31791E-002	6.33800E-001	7.45300E-010	4.66400E-010
537	16	24	1	1.36000E-002	1.12000E-002	7.40000E-003	7.28200E-010	2.62720E-009	7.39370E+002	7.46594E+002	7.22410E+000	8.35400E-007	4.18130E+000	3.35819E-002	6.34000E-001	1.00920E-009	5.10700E-010
541	18	24	1	1.35000E-002	1.12000E-002	7.40000E-003	7.98500E-010	2.58040E-009	7.41820E+002	7.49092E+002	7.27180E+000	8.19200E-007	4.15680E+000	3.38043E-002	6.34100E-001	4.96000E-011	3.08400E-010
545	20	24	1	1.36000E-002	1.12000E-002	7.40000E-003	3.84000E-010	2.20580E-009	7.37993E+002	7.46604E+002	8.61120E+000	8.34000E-007	4.09570E+000	3.38826E-002	6.34100E-001	8.01000E-011	3.24500E-010
549	22	24	1	1.35000E-002	1.12000E-002	7.50000E-003	5.12800E-010	2.48910E-009	7.31668E+002	7.42290E+002	1.06215E+001	9.42800E-007	4.09930E+000	3.39217E-002	6.33100E-001	4.50000E-011	4.96000E-011
553	24	24	1	1.36000E-002	1.12000E-002	7.40000E-003	6.22900E-010	2.27370E-009	7.41093E+002	7.48501E+002	7.40760E+000	8.55500E-007	4.09480E+000	3.39494E-002	6.33200E-001	3.82100E-010	6.95000E-011
557	26	24	1	1.35000E-002	1.13000E-002	7.40000E-003	9.48300E-010	1.97160E-009	7.38548E+002	7.46357E+002	7.80870E+000	8.45600E-007	4.07670E+000	3.38441E-002	6.33700E-001	1.47300E-010	1.32300E-010
561	28	24	1	1.35000E-002	1.13000E-002	7.50000E-003	6.22900E-010	2.35560E-009	7.41602E+002	7.46176E+002	4.57380E+000	8.06000E-007	4.11730E+000	3.33006E-002	6.34200E-001	6.43900E-010	5.98300E-010
565	30	24	1	1.38000E-002	1.07000E-002	6.90000E-003	2.08400E-010	2.50780E-009	7.37777E+002	7.39447E+002	1.66960E+000	8.79500E-007	4.13030E+000	3.29149E-002	6.33700E-001	5.35500E-010	6.91000E-011
567	32	24	1	1.35000E-002	1.06000E-002	6.70000E-003	7.42300E-010	2.27600E-009	7.28437E+002	7.34192E+002	5.75440E+000	9.33800E-007	4.14020E+000	3.32089E-002	6.34200E-001	6.25400E-010	2.54300E-010
568	24	26	1	1.36000E-002	1.04000E-002	6.70000E-003	6.18200E-010	2.82390E-009	7.30931E+002	7.36573E+002	5.64220E+000	9.10100E-007	4.17940E+000	3.30966E-002	6.34300E-001	7.12000E-011	7.30000E-012
569	22	26	1	1.37000E-002	1.05000E-002	6.90000E-003	8.24200E-010	3.26650E-009	7.29662E+002	7.36921E+002	7.25970E+000	9.22100E-007	4.17000E+000	3.31980E-002	6.34100E-001	4.74600E-010	1.62700E-010
571	20	26	1	1.37000E-002	1.06000E-002	6.90000E-003	5.92400E-010	2.60150E-009	7.27724E+002	7.33805E+002	6.08050E+000	9.19000E-007	4.19150E+000	3.31315E-002	6.34700E-001	7.13500E-010	3.56200E-010

9	28	6	1	1.36000E-002	1.30000E-002	8.50000E-003	1.26500E-010	2.91790E-009	7.06569E+002	7.15663E+002	9.09360E+000	1.10920E-006	4.14560E+000	3.37777E-002	6.34800E-001	5.19200E-010	2.81000E-011
13	26	6	1	1.35000E-002	1.33000E-002	8.60000E-003	2.85700E-010	2.80080E-009	7.32839E+002	7.41315E+002	8.47670E+000	9.21500E-007	4.15130E+000	3.32141E-002	6.34100E-001	7.27100E-010	1.34400E-010
17	24	6	1	1.35000E-002	1.32000E-002	8.50000E-003	6.56000E-011	2.42850E-009	7.38020E+002	7.42694E+002	4.67350E+000	8.84500E-007	4.13770E+000	3.32367E-002	6.34200E-001	1.20600E-010	2.06300E-010
21	22	6	1	1.35000E-002	1.32000E-002	8.50000E-003	1.75600E-010	2.49870E-009	7.36370E+002	7.43782E+002	7.41200E+000	8.97800E-007	4.11940E+000	3.32544E-002	6.33800E-001	3.95500E-010	2.44500E-010
25	20	6	1	1.35000E-002	1.36000E-002	8.50000E-003	2.78700E-010	2.65560E-009	7.40467E+002	7.43657E+002	3.18920E+000	8.73300E-007	4.11680E+000	3.30686E-002	6.34000E-001	1.35600E-010	3.26200E-010
29	18	6	1	1.35000E-002	1.35000E-002	8.60000E-003	3.02100E-010	2.49870E-009	7.38921E+002	7.41802E+002	2.88140E+000	8.56900E-007	4.12080E+000	3.30965E-002	6.34500E-001	4.04700E-010	2.83100E-010
33	16	6	1	1.35000E-002	1.35000E-002	8.60000E-003	4.70000E-012	2.17790E-009	7.24620E+002	7.33601E+002	8.98100E+000	9.17600E-007	4.09700E+000	3.33254E-002	6.34700E-001	4.33000E-011	4.57000E-011
41	12	8	1	1.35000E-002	1.33000E-002	8.60000E-003	6.46300E-010	3.04440E-009	7.41498E+002	7.45298E+002	3.80000E+000	8.61600E-007	4.07960E+000	3.33255E-002	6.34000E-001	2.27400E-010	4.29000E-010
45	14	8	1	1.35000E-002	1.35000E-002	8.60000E-003	2.99800E-010	2.47060E-009	7.44597E+002	7.46585E+002	1.98750E+000	8.12100E-007	4.09110E+000	3.32465E-002	6.34000E-001	2.45700E-010	1.49900E-010
49	16	8	1	1.35000E-002	1.36000E-002	8.50000E-003	8.05600E-010	2.71420E-009	7.38486E+002	7.48442E+002	9.95560E+000	8.08000E-007	4.08030E+000	3.37500E-002	6.34400E-001	3.40000E-010	8.58700E-010
53	18	8	1	1.35000E-002	1.33000E-002	8.50000E-003	9.74200E-010	2.01630E-009	7.38941E+002	7.47328E+002	8.38710E+000	8.62200E-007	4.06380E+000	3.41489E-002	6.33500E-001	4.86400E-010	3.87100E-010
57	20	8	1	1.35000E-002	1.31000E-002	8.50000E-003	1.15220E-009	2.24110E-009	7.29585E+002	7.40135E+002	1.05502E+001	9.34100E-007	4.07470E+000	3.42575E-002	6.33900E-001	4.15000E-010	4.36000E-011
61	22	8	1	1.35000E-002	1.33000E-002	8.50000E-003	5.26900E-010	2.47300E-009	7.19085E+002	7.34020E+002	1.49353E+001	1.01690E-006	4.05670E+000	3.43572E-002	6.34100E-001	4.51700E-010	2.78000E-010
65	24	8	1	1.35000E-002	1.34000E-002	8.60000E-003	4.89400E-010	1.89690E-009	7.29447E+002	7.39040E+002	9.59300E+000	9.20700E-007	4.07300E+000	3.41749E-002	6.34300E-001	3.04700E-010	3.42000E-011
69	26	8	1	1.35000E-002	1.34000E-002	8.60000E-003	8.73500E-010	1.81020E-009	7.28306E+002	7.38939E+002	1.06329E+001	9.70800E-007	4.10010E+000	3.42664E-002	6.33500E-001	8.81000E-010	4.37200E-010
73	28	8	1	1.35000E-002	1.32000E-002	8.60000E-003	3.51300E-010	2.03270E-009	7.32424E+002	7.44364E+002	1.19399E+001	8.85600E-007	4.11530E+000	3.38533E-002	6.34100E-001	6.61800E-010	6.88000E-011
77	30	8	1	1.36000E-002	1.33000E-002	8.50000E-003	1.73300E-010	2.96710E-009	7.41667E+002	7.44630E+002	2.96300E+000	8.32800E-007	4.14190E+000	3.32263E-002	6.34100E-001	4.65800E-010	1.40500E-010
81	32	8	1	1.35000E-002	1.33000E-002	8.50000E-003	6.56000E-011	2.95300E-009	7.33244E+002	7.41531E+002	8.28700E+000	9.27200E-007	4.18070E+000	3.33458E-002	6.33900E-001	3.43100E-010	3.23400E-010
90	36	10	1	1.35000E-002	1.38000E-002	8.50000E-003	3.86400E-010	3.06780E-009	7.16198E+002	7.21967E+002	5.76900E+000	9.84400E-007	4.14360E+000	3.35989E-002	6.34700E-001	2.59500E-010	1.52000E-011
94	34	10	1	1.35000E-002	1.34000E-002	8.50000E-003	1.40500E-010	1.90860E-009	7.38662E+002	7.42851E+002	4.18890E+000	8.53600E-007	4.11570E+000	3.32763E-002	6.33900E-001	3.94600E-010	1.36000E-011
98	32	10	1	1.35000E-002	1.32000E-002	8.50000E-003	1.71000E-010	2.19430E-009	7.35440E+002	7.44676E+002	9.23630E+000	8.76700E-007	4.07910E+000	3.38588E-002	6.33600E-001	3.79000E-011	3.14500E-010
102	30	10	1	1.36000E-002	1.34000E-002	8.50000E-003	1.87000E-011	2.26450E-009	7.28463E+002	7.37862E+002	9.39850E+000	9.19100E-007	4.07410E+000	3.40518E-002	6.34800E-001	7.55200E-010	8.08000E-011
106	28	10	1	1.35000E-002	1.29000E-002	8.50000E-003	8.90000E-011	2.22240E-009	7.15325E+002	7.32280E+002	1.69547E+001	1.13220E-006	3.99750E+000	3.43455E-002	6.33000E-001	6.23900E-010	5.07700E-010
110	26	10	1	1.35000E-002	1.33000E-002	8.50000E-003	3.48900E-010	2.15920E-009	7.20254E+002	7.32385E+002	1.21315E+001	1.05130E-006	3.96500E+000	3.40224E-002	6.33500E-001	1.08900E-010	1.38600E-010
114	24	10	1	1.36000E-002	1.30000E-002	8.60000E-003	2.17800E-010	2.84530E-009	7.27421E+002	7.36921E+002	9.49980E+000	9.50500E-007	3.95680E+000	3.36695E-002	6.34000E-001	4.73000E-011	2.59700E-010
118	22	10	1	1.36000E-002	1.35000E-002	8.60000E-003	3.23200E-010	2.62520E-009	7.21252E+002	7.35628E+002	1.43761E+001	1.03040E-006	3.93720E+000	3.36711E-002	6.33400E-001	8.26700E-010	7.87800E-010
122	20	10	1	1.36000E-002	1.38000E-002	8.60000E-003	7.96200E-010	2.65100E-009	7.27670E+002	7.37689E+002	1.00195E+001	9.63300E-007	3.94150E+000	3.36379E-002	6.33800E-001	3.90600E-010	3.31600E-010
126	18	10	1	1.36000E-002	1.41000E-002	8.60000E-003	4.05100E-010	2.03970E-009	7.32819E+002	7.40638E+002	7.81930E+000	9.22200E-007	3.94030E+000	3.37392E-002	6.33500E-001	1.27510E-009	6.10000E-012
130	16	10	1	1.35000E-002	1.37000E-002	8.50000E-003	7.96200E-010	2.34890E-009	7.25412E+002	7.39870E+002	1.44576E+001	1.01990E-006	3.95410E+000	3.40622E-002	6.33200E-001	6.73500E-010	5.51700E-010
134	14	10	1	1.36000E-002	1.36000E-002	8.50000E-003	7.26000E-011	2.70720E-009	7.29245E+002	7.39555E+002	1.03098E+001	9.51200E-007	3.98900E+000	3.41323E-002	6.33800E-001	5.63400E-010	7.05000E-011
138	12	10	1	1.35000E-002	1.37000E-002	8.60000E-003	4.44900E-010	2.40740E-009	7.40044E+002	7.47965E+002	7.92080E+000	7.80900E-007	4.02150E+000	3.38341E-002	6.34400E-001	5.28100E-010	1.02600E-010
142	10	10	1	1.35000E-002	1.36000E-002	8.60000E-003	3.13800E-010	3.23410E-009	7.39835E+002	7.44972E+002	5.13690E+000	8.43000E-007	4.05860E+000	3.34706E-002	6.33800E-001	3.30700E-010	2.95300E-010
145	8	10	1	1.39000E-002	1.36000E-002	8.40000E-003	2.85700E-010	3.26220E-009	7.13626E+002	7.19199E+002	5.57280E+000	1.00520E-006	4.08800E+000	3.37606E-002	6.34500E-001	1.30600E-009	1.19000E-010
149	7	12	1	1.35000E-002	1.38000E-002	8.50000E-003	1.68600E-010	2.67910E-009	7.34058E+002	7.39440E+002	5.38180E+000	8.84800E-007	4.10560E+000	3.35257E-002	6.34200E-001	2.97000E-011	2.90200E-010
153	9	12	1	1.35000E-002	1.38000E-002	8.50000E-003	4.73000E-010	2.52450E-009	7.44643E+002	7.50107E+002	5.46380E+000	7.80900E-007	4.07420E+000	3.35199E-002	6.34100E-001	3.61600E-010	2.55300E-010
157	11	12	1	1.35000E-002	1.37000E-002	8.50000E-003	5.99500E-010	2.58540E-009	7.33369E+002	7.39427E+002	6.05860E+000	9.49800E-007	3.99780E+000	3.39008E-002	6.33900E-001	2.11000E-011	7.77000E-011
161	13	12	1	1.36000E-002	1.34000E-002	8.50000E-003	3.37200E-010	2.79380E-009	7.26478E+002	7.40666E+002	1.41881E+001	9.88100E-007	3.97680E+000	3.39523E-002	6.33100E-001	3.59200E-010	3.33900E-010
165	15	12	1	1.35000E-002	1.37000E-002	8.60000E-003	5.38600E-010	3.14510E-009	7.30708E+002	7.40117E+002	9.40950E+000	9.45900E-007	3.93930E+000	3.35916E-002	6.33600E-001	8.57000E-011	6.51000E-011
169	17	12	1	1.35000E-002	1.38000E-002	8.50000E-003	6.86200E-010	2.28560E-009	7.21802E+002	7.35194E+002	1.33914E+001	1.06540E-006	3.91330E+000	3.35905E-002	6.32900E-001	6.93200E-010	1.32100E-010
173	19	12	1	1.36000E-002	1.35000E-002	8.50000E-003	3.91100E-010	2.68140E-009	7.20387E+002	7.35152E+002	1.47659E+001	1.02800E-006	3.95280E+000	3.33698E-002	6.33300E-001	3.82900E-010	2.16400E-010
177	21	12	1	1.35000E-002	1.40000E-002	8.50000E-003	2.24800E-010	2.56430E-009	7.27170E+002	7.35802E+002	8.63200E+000	9.46400E-007	3.98960E+000	3.30460E-002	6.33400E-001	2.22000E-011	2.81700E-010
181	23	12	1	1.35000E-002	1.36000E-002	8.50000E-003	9.40000E-012	2.27860E-009	7.23514E+002	7.33243E+002	9.72850E+000	9.90200E-007	3.95220E+000	3.30980E-002	6.33000E-001	3.03300E-010	1.38200E-010
185	25	12	1	1.35000E-002	1.31000E-002	8.50000E-003	5.80800E-010	1.82900E-009	7.18140E+002	7.32062E+002	1.39221E+001	1.03810E-006	3.95380E+000	3.33076E-002	6.33600E-001	5.59000E-010	3.14300E-010
189	27	12	1	1.36000E-002	1.34000E-002	8.50000E-003	3.98100E-010	2.03270E-009	7.29132E+002	7.38691E+002	9.55890E+000	9.71600E-007	3.95410E+000	3.33678E-002	6.33100E-001	6.28100E-010	3.77700E-010
193	29	12	1	1.36000E-002	1.32000E-002	8.50000E-003	2.76300E-010	2.35350E-009	7.28425E+002	7.37790E+002	9.36430E+000	9.86400E-007	3.94870E+000	3.34910E-002	6.33200E-001	8.57000E-011	1.06100E-010
197	31	12	1	1.35000E-002	1.34000E-002	8.50000E-003	2.52900E-010	2.30440E-009	7.26578E+002	7.40440E+002	1.38620E+001	9.83800E-007	4.00550E+000	3.38051E-002	6.33400E-001	5.62700E-010	2.36500E-010
201	33	12	1	1.35000E-002	1.36000E-002	8.60000E-003	9.84000E-011	2.36290E-009	7.39630E+002	7.47595E+002	7.96460E+000	8.47100E-007	4.06940E+000	3.36105E-002	6.34300E-001	1.83800E-010	1.17100E-010
205	35	12	1	1.35000E-002	1.38000E-002	8.60000E-003	4.68000E-011	2.84300E-009	7.43828E+002	7.47150E+002	3.32200E+000	7.42400E-007	4.10320E+000	3.32999E-002	6.35100E-001	6.19400E-010	2.51500E-010
209	37	12	1	1.35000E-002	1.39000E-002	8.50000E-003	3.77000E-010	2.64860E-009	7.36965E+002	7.40712E+002	3.74660E+000	8.36700E-007	4.16330E+000	3.30423E-002	6.34800E-001	3.57600E-010	2.11000E-010
217	38	14	1	1.36000E-002	1.34000E-002	8.50000E-003	9.20300E-010	2.91560E-009	7.34904E+002	7.37157E+002	2.25310E+000	8.52700E-007	4.11680E+000	3.30061E-002	6.34400E-001	1.36300E-010	1.32500E-010
221	36	14	1	1.35000E-002	1.38000E-002	8.50000E-003	4.49600E-010	2.17790E-009	7.47200E+002	7.48688E+002	1.48810E+000	7.38600E-007	4.13570E+000	3.32425E-002	6.34600E-001	6.20100E-010	8.69000E-011
225	34	14	1	1.36000E-002	1.42000E-002	8.50000E-003	4.52000E-010	2.58540E-009	7.31076E+002	7.43889E+002	1.28133E+001	8.79800E-007	4.07270E+000	3.40182E-002	6.34600E-001	5.20600E-010	7.03000E-011
229	32	14	1	1.35000E-002	1.34000E-002	8.50000E-003	7.86900E-010	2.18260E-009	7.24344E+002	7.35922E+002	1.15787E+001	9.47900E-007	3.97000E+000	3.38510E-002	6.33400E-001	8.41000E-011	1.48900E-010
233	30	14	1	1.36000E-002	1.37000E-002	8.50000E-003	3.44200E-010	2.17090E-009	7.31325E+002	7.39117E+002	7.79190E+000	9.37800E-007	3.97070E+000	3.33472E-002	6.33700E-001	6.97900E-010	1.06300E-010
237	28	14	1	1.35000E-002	1.36000E-002	8.50000E-003	2.36500E-010	2.85000E-009	7.19010E+002	7.33499E+002	1.44892E+001	1.03000E-006	3.97170E+000	3.32607E-002	6.33200E-001	3.19000E-010	6.36000E-010
241	26	14	1	1.35000E-002	1.40000E-002	8.50000E-003	7.23600E-010	2.46830E-009	7.15778E+002	7.25382E+002	9.60340E+000	1.03780E-006	3.97560E+000	3.28498E-002	6.33700E-001	5.71600E-010	2.48200E-010
245	24	14	1	1.35000E-002	1.40000E-002	8.50000E-003	5.22200E-010	1.88280E-009	7.14883E+002	7.26167E+002	1.12837E+001	1.12890E-006	4.04370E+000	3.28329E-002	6.32500E-001	7.94800E-010	2.68100E-010
249	22	14	1	1.36000E-002	1.42000E-002	8.60000E-003	2.17800E-010	2.16620E-009	7.04894E+002	7.21215E+002	1.63211E+001	1.13890E-006	4.06610E+000	3.28921E-002	6.34000E-001	2.04400E-010	2.49600E-010
253	20	14	1	1.36000E-002	1.39000E-002	8.60000E-003	6.30000E-010	2.39100E-009	7.12925E+002	7.25460E+002	1.25347E+001	1.11090E-006	4.04370E+000	3.28203E-002	6.33100E-001	7.61000E-011	2.36500E-010
257	18	14	1	1.35000E-002	1.46000E-002	8.60000E-003	1.24350E-009	2.14980E-009	7.22225E+002	7.32163E+002	9.93820E+000	9.97100E-007	4.03050E+000	3.27740E-002	6.33100E-001	1.38000E-011	3.16100E-010
261	16	14	1	1.35000E-002	1.39000E-002	8.60000E-003	6.39300E-010	2.31840E-009	7.21040E+002	7.35757E+002	1.47169E+001	9.70800E-007	3.96600E+000	3.32039E-002	6.33700E-001	4.39800E-010	3.54300E-010
265	14	14	1	1.35000E-002	1.47000E-002	8.50000E-003	5.80800E-010	2.59010E-009	7.28870E+002	7.37547E+002	8.67670E+000	9.59800E-007	3.94420E+000	3.34192E-002	6.33300E-001	4.95800E-010	1.04200E-010
269	12	14	1	1.35000E-002	1.39000E-002	8.50000E-003	4.70700E-010	2.49170E-009	7.29019E+002	7.39857E+002	1.08382E+001	9.34900E-007	4.00910E+000	3.37498E-002	6.33200E-001	2.67200E-010	3.58500E-010
273	10	14	1	1.36000E-002	1.46000E-002	8.60000E-003	4.94100E-010	2.42610E-009	7.21472E+002	7.36381E+002	1.49090E+001	9.84400E-007	4.05670E+000	3.42186E-002	6.34500E-001	2.53400E-010	6.95300E-010
277	8	14	1	1.35000E-002	1.44000E-002	8.60000E-003	5.48000E-010	2.56200E-009	7.44341E+002	7.47986E+002	3.64490E+000	7.83200E-007	4.06740E+000	3.36378E-002	6.34400E-001	5.51000E-010	2.14300E-010
281	6	14	1	1.36000E-002	1.47000E-002	8.60000E-003	4.59000E-010	3.74930E-009	7.39800E+002	7.45906E+002	6.10660E+000	8.45100E-007	4.11960E+000	3.33086E-002	6.34500E-001	2.56000E-010	5.32000E-011
285	6	16	1	1.35000E-002	1.37000E-002	8.50000E-003	4.54300E-010	2.77740E-009	7.40199E+002	7.44821E+002	4.62270E+000	8.56400E-007	4.15320E+000	3.33734E-002	6.34200E-001	3.20600E-010	1.73100E-010
289	8	16	1	1.35000E-002	1.40000E-002	8.50000E-003	2.43600E-010	2.51040E-009	7.40802E+002	7.47021E+002	6.21930E+000	8.11200E-007	4.13120E+000	3.40161E-002	6.34400E-001	9.62000E-011	8.57000E-011
293	10	16	1	1.35000E-002	1.36000E-002	8.50000E-003	3.63000E-010	3.20600E-009	7.15444E+002	7.32120E+002	1.66764E+001	1.05440E-006	4.08200E+000	3.43570E-002	6.34500E-001	1.12400E-010	1.82200E-010
297	12	16	1	1.35000E-002	1.38000E-002	8.50000E-003	7.73000E-011	2.52220E-009	7.31434E+002	7.40499E+002	9.06510E+000	9.19200E-007	4.03270E+000	3.38716E-002	6.33800E-001	4.50000E-011	2.74200E-010
301	14	16	1	1.36000E-002	1.36000E-002	8.50000E-003	2.17800E-010	2.66270E-009	7.29164E+002	7.39846E+002	1.06829E+001	9.55300E-007	3.97920E+000	3.35006E-002	6.33200E-001	2.46400E-010	1.87100E-010
305	16	16	1	1.35000E-002	1.38000E-002	8.60000E-003	1.00000E-009	2.42380E-009	7.18188E+002	7.30657E+002	1.24694E+001	1.02310E-006	3.99980E+000	3.31523E-002	6.33300E-001	5.62500E-010	7.72300E-010
309	18	16	1	1.35000E-002	1.34000E-002	8.50000E-003	3.16100E-010	2.44490E-009	7.17290E+002	7.26952E+002	9.66180E+000	1.05320E-006	4.10560E+000	3.26809E-002	6.33300E-001	6.33900E-010	9.37000E-011
313	20	16	1	1.36000E-002	1.34000E-002	8.60000E-003	1.33500E-010	1.68380E-009	6.99603E+002	7.13121E+002	1.35181E+001	1.13990E-006	4.12050E+000	3.27546E-002	6.34900E-001	8.43000E-011	3.64900E-010
317	22	16	1	1.35000E-002	1.42000E-002	8.50000E-003	7.26000E-011	1.80090E-009	6.92993E+002	7.09811E+002	1.68181E+001	1.63760E-006	4.10470E+000	3.28200E-002	6.31600E-001	7.12200E-010	1.09400E-010
321	24	16	1	1.36000E-002	1.40000E-002	8.60000E-003	1.17100E-010	2.44490E-009	7.02201E+002	7.18438E+002	1.62366E+001	1.11290E-006	4.11340E+000	3.27842E-002	6.35200E-001	1.84500E-010	3.12400E-010
325	26	16	1	1.36000E-002	1.38000E-002	8.50000E-003	1.21800E-010	2.21070E-009	7.12313E+002	7.23289E+002	1.09763E+001	1.11840E-006	4.04490E+000	3.27857E-002	6.33100E-001	6.15400E-010	2.91300E-010
329	28	16	1	1.35000E-002	1.35000E-002	8.50000E-003	2.83400E-010	2.55260E-009	7.17425E+002	7.30186E+002	1.27618E+001	1.04560E-006	3.95400E+000	3.31619E-002	6.33100E-001	9.77000E-011	2.73100E-010
