Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-200837@CP
Wafer number	20
Date	2025/02/13
Time	20:14:00

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
463	29	20	1	1.35000E-002	1.12000E-002	7.40000E-003	4.66000E-010	2.91530E-009	7.24448E+002	7.33191E+002	8.74280E+000	1.14530E-006	3.93600E+000	3.38151E-002	6.31700E-001	1.59700E-010	1.43300E-010
467	31	20	1	1.35000E-002	1.12000E-002	7.40000E-003	7.30600E-010	2.48670E-009	7.17654E+002	7.30343E+002	1.26883E+001	1.22710E-006	3.98240E+000	3.42341E-002	6.31900E-001	1.78900E-010	4.50300E-010
471	33	20	1	1.36000E-002	1.11000E-002	7.40000E-003	4.70700E-010	3.03000E-009	7.35531E+002	7.43946E+002	8.41440E+000	1.00680E-006	3.99720E+000	3.41769E-002	6.32100E-001	6.06000E-011	3.68300E-010
475	35	20	1	1.35000E-002	1.12000E-002	7.50000E-003	5.03400E-010	3.15410E-009	7.37703E+002	7.39600E+002	1.89690E+000	9.19200E-007	4.02520E+000	3.34079E-002	6.32700E-001	1.74200E-010	1.48000E-010
479	37	20	1	1.36000E-002	1.04000E-002	6.70000E-003	9.43700E-010	3.14710E-009	7.36646E+002	7.38829E+002	2.18280E+000	9.71800E-007	4.14530E+000	3.31635E-002	6.33300E-001	7.84700E-010	6.25000E-011
480	35	22	1	1.36000E-002	1.04000E-002	6.70000E-003	6.55600E-010	2.50780E-009	7.36144E+002	7.38611E+002	2.46770E+000	1.00180E-006	4.26870E+000	3.33444E-002	6.33500E-001	4.36000E-011	2.29700E-010
481	33	22	1	1.36000E-002	1.11000E-002	7.40000E-003	1.12400E-009	2.93630E-009	7.39426E+002	7.41364E+002	1.93870E+000	9.26300E-007	4.10750E+000	3.31077E-002	6.33000E-001	2.70500E-010	9.23000E-011
485	31	22	1	1.36000E-002	1.11000E-002	7.50000E-003	1.47280E-009	2.15890E-009	7.28245E+002	7.38704E+002	1.04588E+001	1.07980E-006	4.06720E+000	3.41347E-002	6.32300E-001	3.64600E-010	1.90800E-010
489	29	22	1	1.36000E-002	1.11000E-002	7.40000E-003	6.04100E-010	2.64130E-009	7.20374E+002	7.29701E+002	9.32740E+000	1.16000E-006	3.97750E+000	3.41678E-002	6.32400E-001	6.19100E-010	1.13300E-010
493	27	22	1	1.36000E-002	1.11000E-002	7.40000E-003	1.94400E-010	2.55700E-009	7.20491E+002	7.28695E+002	8.20390E+000	1.21080E-006	4.01160E+000	3.41865E-002	6.32300E-001	4.18000E-010	1.34600E-010
497	25	22	1	1.36000E-002	1.12000E-002	7.50000E-003	6.43900E-010	3.07680E-009	7.15196E+002	7.27810E+002	1.26141E+001	1.30040E-006	3.98990E+000	3.40284E-002	6.32000E-001	3.00900E-010	3.55000E-010
501	23	22	1	1.35000E-002	1.11000E-002	7.50000E-003	7.96000E-011	2.76540E-009	7.19313E+002	7.28241E+002	8.92820E+000	1.24380E-006	3.95910E+000	3.37894E-002	6.32100E-001	6.39500E-010	3.20300E-010
505	21	22	1	1.36000E-002	1.11000E-002	7.40000E-003	1.00920E-009	2.45160E-009	7.24210E+002	7.30831E+002	6.62100E+000	1.20280E-006	4.02650E+000	3.39177E-002	6.32300E-001	1.52200E-010	5.27600E-010
509	19	22	1	1.35000E-002	1.11000E-002	7.40000E-003	7.44600E-010	2.93630E-009	7.05051E+002	7.20957E+002	1.59058E+001	1.47900E-006	4.02340E+000	3.42959E-002	6.31700E-001	3.24800E-010	2.71600E-010
513	17	22	1	1.35000E-002	1.11000E-002	7.40000E-003	9.43700E-010	3.08850E-009	7.00696E+002	7.16457E+002	1.57609E+001	1.54750E-006	3.99460E+000	3.45203E-002	6.31600E-001	3.25900E-010	4.05800E-010
517	15	22	1	1.35000E-002	1.10000E-002	7.40000E-003	7.58700E-010	3.00420E-009	7.04917E+002	7.21675E+002	1.67583E+001	1.29890E-006	4.06110E+000	3.43810E-002	6.33100E-001	3.05100E-010	1.69500E-010
521	13	22	1	1.35000E-002	1.11000E-002	7.40000E-003	8.17200E-010	2.60850E-009	7.17168E+002	7.28689E+002	1.15211E+001	1.19400E-006	4.10210E+000	3.43925E-002	6.32900E-001	2.43500E-010	4.90000E-012
525	11	22	1	1.35000E-002	1.11000E-002	7.40000E-003	1.14740E-009	2.79350E-009	7.37895E+002	7.39988E+002	2.09330E+000	9.64800E-007	4.25730E+000	3.35397E-002	6.32900E-001	4.88700E-010	1.62300E-010
529	9	22	1	1.35000E-002	1.08000E-002	7.20000E-003	4.28500E-010	3.47466E-008	7.32515E+002	7.38785E+002	6.27010E+000	1.02760E-006	4.18400E+000	3.33959E-002	6.33400E-001	1.13600E-010	1.45200E-010
532	12	24	1	1.37000E-002	1.06000E-002	6.90000E-003	1.16380E-009	1.99642E-008	7.28665E+002	7.35077E+002	6.41220E+000	1.06130E-006	4.13980E+000	3.36168E-002	6.33500E-001	1.11150E-009	8.69000E-011
534	14	24	1	1.36000E-002	1.09000E-002	7.10000E-003	4.82400E-010	3.34610E-009	7.35387E+002	7.37471E+002	2.08400E+000	1.00200E-006	4.13310E+000	3.33561E-002	6.32900E-001	1.45400E-010	2.52700E-010
537	16	24	1	1.36000E-002	1.11000E-002	7.40000E-003	9.78800E-010	3.28520E-009	7.31432E+002	7.38405E+002	6.97390E+000	1.01630E-006	4.09880E+000	3.37824E-002	6.32700E-001	7.06700E-010	5.59200E-010
541	18	24	1	1.36000E-002	1.11000E-002	7.40000E-003	4.98800E-010	3.08850E-009	7.29059E+002	7.35825E+002	6.76640E+000	1.08070E-006	4.07560E+000	3.41618E-002	6.32600E-001	8.27300E-010	2.03000E-010
545	20	24	1	1.36000E-002	1.12000E-002	7.50000E-003	8.07800E-010	2.39540E-009	7.22626E+002	7.32222E+002	9.59620E+000	1.14820E-006	4.00290E+000	3.41882E-002	6.32400E-001	9.16000E-010	1.04900E-010
549	22	24	1	1.36000E-002	1.12000E-002	7.40000E-003	2.36500E-010	2.45630E-009	7.16503E+002	7.25110E+002	8.60630E+000	1.28210E-006	4.03610E+000	3.41179E-002	6.31800E-001	2.41200E-010	2.19400E-010
553	24	24	1	1.35000E-002	1.12000E-002	7.40000E-003	5.26900E-010	2.72320E-009	7.29845E+002	7.37412E+002	7.56640E+000	1.09030E-006	4.02700E+000	3.41441E-002	6.32100E-001	4.82000E-011	1.45200E-010
557	26	24	1	1.36000E-002	1.11000E-002	7.50000E-003	4.19100E-010	2.82160E-009	7.30017E+002	7.36673E+002	6.65600E+000	1.05480E-006	4.02060E+000	3.40469E-002	6.32500E-001	4.44000E-010	3.34400E-010
561	28	24	1	1.35000E-002	1.12000E-002	7.40000E-003	1.56900E-010	2.79820E-009	7.33940E+002	7.40162E+002	6.22200E+000	9.76400E-007	3.84130E+000	3.36419E-002	6.32600E-001	7.35000E-011	3.66500E-010
565	30	24	1	1.37000E-002	1.07000E-002	7.00000E-003	3.79300E-010	2.98320E-009	7.36520E+002	7.37990E+002	1.46970E+000	9.97500E-007	4.09360E+000	3.32876E-002	6.32700E-001	4.05800E-010	2.26400E-010
567	32	24	1	1.36000E-002	1.05000E-002	6.80000E-003	4.70700E-010	2.89650E-009	7.26303E+002	7.31098E+002	4.79490E+000	1.08300E-006	4.13140E+000	3.34242E-002	6.33300E-001	7.38300E-010	1.48500E-010
568	24	26	1	1.36000E-002	1.04000E-002	6.70000E-003	5.12800E-010	3.18920E-009	7.23904E+002	7.28626E+002	4.72190E+000	1.09490E-006	4.17190E+000	3.34089E-002	6.33500E-001	3.49800E-010	8.00000E-012
569	22	26	1	1.37000E-002	1.05000E-002	6.90000E-003	3.44200E-010	2.96910E-009	7.22304E+002	7.28947E+002	6.64240E+000	1.11830E-006	4.01810E+000	3.34166E-002	6.33000E-001	7.13900E-010	1.45000E-011
571	20	26	1	1.37000E-002	1.05000E-002	7.00000E-003	5.36200E-010	3.10960E-009	7.21299E+002	7.26528E+002	5.22950E+000	1.12100E-006	4.18330E+000	3.34503E-002	6.33400E-001	7.39200E-010	6.63100E-010

9	28	6	1	1.36000E-002	1.26000E-002	8.50000E-003	3.04000E-011	3.20130E-009	6.98763E+002	7.06121E+002	7.35770E+000	1.40620E-006	4.12360E+000	3.38435E-002	6.34000E-001	5.85000E-010	3.33900E-010
13	26	6	1	1.36000E-002	1.27000E-002	8.50000E-003	4.77700E-010	2.86640E-009	7.23496E+002	7.30720E+002	7.22400E+000	1.14950E-006	4.13050E+000	3.34997E-002	6.33200E-001	1.19400E-010	2.21100E-010
17	24	6	1	1.35000E-002	1.28000E-002	8.50000E-003	2.06100E-010	3.06780E-009	7.27725E+002	7.33065E+002	5.34080E+000	1.11450E-006	4.13120E+000	3.35714E-002	6.33100E-001	5.78700E-010	2.44500E-010
21	22	6	1	1.36000E-002	1.28000E-002	8.60000E-003	5.05800E-010	3.12170E-009	7.23812E+002	7.32554E+002	8.74190E+000	1.15900E-006	4.12100E+000	3.36498E-002	6.33000E-001	4.05600E-010	3.30000E-012
25	20	6	1	1.35000E-002	1.29000E-002	8.50000E-003	9.29700E-010	3.22240E-009	7.28222E+002	7.33952E+002	5.73020E+000	1.11190E-006	4.13770E+000	3.34875E-002	6.33100E-001	5.97200E-010	6.00000E-011
29	18	6	1	1.35000E-002	1.29000E-002	8.50000E-003	3.23200E-010	3.25980E-009	7.29423E+002	7.35286E+002	5.86310E+000	1.07380E-006	4.15150E+000	3.34821E-002	6.33600E-001	6.93600E-010	1.08900E-010
33	16	6	1	1.36000E-002	1.27000E-002	8.50000E-003	3.41900E-010	3.32070E-009	7.04024E+002	7.12034E+002	8.01020E+000	1.32170E-006	4.17290E+000	3.37942E-002	6.34000E-001	8.88000E-011	5.86600E-010
41	12	8	1	1.36000E-002	1.27000E-002	8.50000E-003	4.96500E-010	3.77270E-009	7.38639E+002	7.42826E+002	4.18780E+000	1.00160E-006	3.77120E+000	3.34724E-002	6.32600E-001	5.88000E-011	4.19000E-011
45	14	8	1	1.35000E-002	1.29000E-002	8.50000E-003	3.23200E-010	3.58530E-009	7.39580E+002	7.42262E+002	2.68190E+000	9.49300E-007	4.21250E+000	3.35346E-002	6.33500E-001	4.64400E-010	3.52400E-010
49	16	8	1	1.35000E-002	1.29000E-002	8.60000E-003	1.54600E-010	3.01630E-009	7.24078E+002	7.32782E+002	8.70410E+000	1.07550E-006	4.17250E+000	3.41338E-002	6.33700E-001	2.00000E-013	2.14700E-010
53	18	8	1	1.35000E-002	1.26000E-002	8.50000E-003	4.40300E-010	3.21770E-009	7.08628E+002	7.21314E+002	1.26862E+001	1.32690E-006	4.09580E+000	3.44900E-002	6.32600E-001	3.61100E-010	2.82200E-010
57	20	8	8	1.36000E-002	1.27000E-002	8.50000E-003	4.98800E-010	2.75400E-009	6.91426E+002	7.07124E+002	1.56987E+001	1.38323E-005
61	22	8	8	1.35000E-002	1.26000E-002	8.50000E-003	8.66000E-011	2.59240E-009	6.63609E+002	6.90345E+002	2.67360E+001	1.38323E-005
65	24	8	8	1.36000E-002	1.28000E-002	8.50000E-003	9.01600E-010	2.53150E-009	6.93185E+002	7.07997E+002	1.48116E+001	1.38325E-005
69	26	8	8	1.35000E-002	1.29000E-002	8.50000E-003	5.85500E-010	2.68370E-009	6.97765E+002	7.13732E+002	1.59676E+001	1.38329E-005
73	28	8	1	1.35000E-002	1.27000E-002	8.50000E-003	1.38200E-010	3.05840E-009	7.13361E+002	7.24840E+002	1.14795E+001	1.23200E-006	4.12180E+000	3.42100E-002	6.33100E-001	4.21500E-010	2.38600E-010
77	30	8	1	1.35000E-002	1.29000E-002	8.50000E-003	7.96000E-011	2.42380E-009	7.33400E+002	7.36093E+002	2.69260E+000	1.00640E-006	4.11100E+000	3.35055E-002	6.33200E-001	1.53900E-010	3.11900E-010
81	32	8	1	1.35000E-002	1.30000E-002	8.50000E-003	5.90100E-010	3.26450E-009	7.27876E+002	7.34581E+002	6.70420E+000	1.10530E-006	4.13710E+000	3.35959E-002	6.32900E-001	4.85000E-011	1.25100E-010
90	36	10	1	1.36000E-002	1.28000E-002	8.50000E-003	5.85000E-011	3.40270E-009	7.15466E+002	7.20422E+002	4.95610E+000	1.11720E-006	4.06720E+000	3.36519E-002	6.33800E-001	3.85000E-010	2.38900E-010
94	34	10	1	1.35000E-002	1.28000E-002	8.50000E-003	1.68600E-010	2.81020E-009	7.31479E+002	7.36354E+002	4.87530E+000	1.02490E-006	4.04330E+000	3.34524E-002	6.32800E-001	3.35800E-010	2.72800E-010
98	32	10	1	1.35000E-002	1.31000E-002	8.50000E-003	7.82200E-010	2.80080E-009	7.21942E+002	7.31139E+002	9.19660E+000	1.13130E-006	4.05470E+000	3.41375E-002	6.32600E-001	2.42800E-010	3.52900E-010
102	30	10	1	1.36000E-002	1.31000E-002	8.50000E-003	2.17800E-010	2.92730E-009	7.11311E+002	7.20666E+002	9.35470E+000	1.29240E-006	4.01910E+000	3.43064E-002	6.33500E-001	3.82000E-011	7.77000E-010
106	28	10	8	1.35000E-002	1.29000E-002	8.50000E-003	2.10800E-010	3.66260E-009	6.78955E+002	7.06332E+002	2.73770E+001	1.38342E-005
110	26	10	8	1.35000E-002	1.32000E-002	8.50000E-003	5.48000E-010	3.05840E-009	6.89450E+002	7.11114E+002	2.16638E+001	1.38335E-005
114	24	10	8	1.36000E-002	1.34000E-002	8.50000E-003	2.48200E-010	3.04440E-009	6.98557E+002	7.14639E+002	1.60823E+001	1.24928E-005
118	22	10	1	1.35000E-002	1.33000E-002	8.50000E-003	7.47000E-010	2.64860E-009	6.88050E+002	7.10310E+002	2.22598E+001	3.85230E-006	3.99480E+000	3.39265E-002	6.32700E-001	3.25300E-010	1.03000E-010
122	20	10	1	1.35000E-002	1.35000E-002	8.50000E-003	2.81000E-010	2.59710E-009	7.01783E+002	7.17624E+002	1.58407E+001	1.43110E-006	3.99510E+000	3.39664E-002	6.32900E-001	5.10500E-010	3.01200E-010
126	18	10	1	1.36000E-002	1.34000E-002	8.50000E-003	3.51000E-011	2.57840E-009	7.06979E+002	7.21297E+002	1.43179E+001	1.35040E-006	3.99550E+000	3.40828E-002	6.32800E-001	7.79600E-010	2.78200E-010
130	16	10	1	1.36000E-002	1.37000E-002	8.50000E-003	3.04000E-011	2.82660E-009	6.98297E+002	7.16910E+002	1.86131E+001	1.53570E-006	4.02090E+000	3.43928E-002	6.32400E-001	2.75200E-010	2.09400E-010
134	14	10	1	1.36000E-002	1.32000E-002	8.60000E-003	1.71000E-010	3.04200E-009	7.16223E+002	7.26189E+002	9.96620E+000	1.25950E-006	4.03200E+000	3.43357E-002	6.32900E-001	6.35100E-010	2.92500E-010
138	12	10	1	1.35000E-002	1.32000E-002	8.50000E-003	1.45200E-010	3.47060E-009	7.31986E+002	7.39239E+002	7.25250E+000	9.53500E-007	4.13080E+000	3.39138E-002	6.33800E-001	5.41700E-010	1.51300E-010
142	10	10	1	1.36000E-002	1.34000E-002	8.50000E-003	4.56700E-010	3.06780E-009	7.37849E+002	7.41318E+002	3.46940E+000	9.87700E-007	3.62420E+000	3.34557E-002	6.31200E-001	6.74000E-010	1.67900E-010
145	8	10	1	1.40000E-002	1.32000E-002	8.30000E-003	3.84100E-010	3.56190E-009	7.11388E+002	7.16283E+002	4.89460E+000	1.16440E-006	3.83120E+000	3.39120E-002	6.33100E-001	2.25500E-010	4.07500E-010
149	7	12	1	1.35000E-002	1.34000E-002	8.50000E-003	1.61600E-010	3.70480E-009	7.32888E+002	7.35864E+002	2.97600E+000	1.01060E-006	3.86920E+000	3.35094E-002	6.33000E-001	1.41000E-011	5.19900E-010
153	9	12	1	1.34000E-002	1.32000E-002	8.50000E-003	1.24100E-010	3.10530E-009	7.41395E+002	7.46518E+002	5.12370E+000	9.05800E-007	3.98880E+000	3.34858E-002	6.33300E-001	1.48700E-010	7.21000E-011
157	11	12	1	1.35000E-002	1.33000E-002	8.50000E-003	3.41900E-010	2.76570E-009	7.24519E+002	7.27783E+002	3.26340E+000	1.18080E-006	4.05550E+000	3.39166E-002	6.33200E-001	4.08900E-010	2.63200E-010
161	13	12	1	1.35000E-002	1.32000E-002	8.50000E-003	8.90000E-011	3.04910E-009	7.07818E+002	7.24920E+002	1.71022E+001	1.38890E-006	4.00430E+000	3.40829E-002	6.32100E-001	3.93000E-011	2.00500E-010
165	15	12	1	1.35000E-002	1.29000E-002	8.50000E-003	2.10800E-010	2.59240E-009	7.16568E+002	7.27966E+002	1.13974E+001	1.23410E-006	3.99220E+000	3.37536E-002	6.32900E-001	6.02800E-010	7.92000E-011
169	17	12	1	1.35000E-002	1.33000E-002	8.50000E-003	5.85000E-011	2.41680E-009	7.08656E+002	7.23283E+002	1.46272E+001	1.40210E-006	3.93770E+000	3.38109E-002	6.32200E-001	7.46300E-010	4.61000E-011
173	19	12	1	1.35000E-002	1.30000E-002	8.50000E-003	2.81000E-010	2.72350E-009	7.05639E+002	7.22260E+002	1.66208E+001	1.36230E-006	3.98430E+000	3.36384E-002	6.32600E-001	4.59700E-010	4.12000E-011
177	21	12	1	1.36000E-002	1.30000E-002	8.50000E-003	2.36500E-010	2.67670E-009	7.18193E+002	7.27440E+002	9.24680E+000	1.17290E-006	4.01260E+000	3.32228E-002	6.32700E-001	7.63400E-010	1.40300E-010
181	23	12	1	1.36000E-002	1.31000E-002	8.50000E-003	1.17100E-010	2.14510E-009	7.15002E+002	7.25690E+002	1.06884E+001	1.20970E-006	3.94900E+000	3.32283E-002	6.32200E-001	2.19000E-010	4.18700E-010
185	25	12	1	1.36000E-002	1.34000E-002	8.50000E-003	1.64000E-011	2.77740E-009	7.08577E+002	7.23797E+002	1.52198E+001	1.28690E-006	3.96990E+000	3.35603E-002	6.32700E-001	5.90000E-011	2.58500E-010
189	27	12	1	1.35000E-002	1.29000E-002	8.50000E-003	4.05100E-010	2.50810E-009	7.18118E+002	7.28390E+002	1.02720E+001	1.23450E-006	3.97920E+000	3.35975E-002	6.32200E-001	1.51300E-010	9.37000E-011
193	29	12	1	1.35000E-002	1.30000E-002	8.50000E-003	2.97400E-010	2.90620E-009	7.12209E+002	7.24286E+002	1.20769E+001	1.32650E-006	3.92700E+000	3.38750E-002	6.32200E-001	1.22700E-010	5.40000E-012
197	31	12	1	1.35000E-002	1.29000E-002	8.50000E-003	3.98100E-010	3.19890E-009	7.08627E+002	7.24656E+002	1.60297E+001	1.34150E-006	3.98630E+000	3.40320E-002	6.32200E-001	1.68100E-010	3.13600E-010
201	33	12	1	1.36000E-002	1.33000E-002	8.50000E-003	5.62000E-011	2.90150E-009	7.24957E+002	7.30982E+002	6.02450E+000	1.16790E-006	4.01900E+000	3.39081E-002	6.32900E-001	9.16000E-011	9.74000E-011
205	35	12	1	1.35000E-002	1.32000E-002	8.60000E-003	5.38600E-010	2.83830E-009	7.36837E+002	7.43338E+002	6.50180E+000	9.28600E-007	3.99910E+000	3.35207E-002	6.33300E-001	5.38400E-010	3.28100E-010
209	37	12	1	1.35000E-002	1.32000E-002	8.50000E-003	2.55300E-010	2.90150E-009	7.35632E+002	7.38193E+002	2.56080E+000	9.57100E-007	4.07960E+000	3.31636E-002	6.34000E-001	6.67700E-010	3.44200E-010
217	38	14	1	1.36000E-002	1.28000E-002	8.50000E-003	2.11000E-011	2.82420E-009	7.39277E+002	7.41086E+002	1.80970E+000	9.71100E-007	4.05270E+000	3.31704E-002	6.33300E-001	3.61000E-011	9.84000E-011
221	36	14	1	1.35000E-002	1.34000E-002	8.50000E-003	2.31800E-010	3.25050E-009	7.44216E+002	7.45960E+002	1.74350E+000	8.66000E-007	4.15410E+000	3.35088E-002	6.33600E-001	7.46800E-010	4.44200E-010
225	34	14	1	1.35000E-002	1.32000E-002	8.50000E-003	8.20000E-011	3.33480E-009	7.14893E+002	7.27893E+002	1.30000E+001	1.21220E-006	4.03980E+000	3.42332E-002	6.33400E-001	5.80300E-010	4.65300E-010
229	32	14	1	1.36000E-002	1.31000E-002	8.50000E-003	4.42600E-010	2.82890E-009	7.07876E+002	7.23164E+002	1.52876E+001	1.25190E-006	3.97560E+000	3.39556E-002	6.32500E-001	5.43800E-010	9.34000E-011
233	30	14	1	1.35000E-002	1.32000E-002	8.50000E-003	1.96700E-010	2.48230E-009	7.19277E+002	7.29122E+002	9.84570E+000	1.15980E-006	4.00380E+000	3.36519E-002	6.32700E-001	1.77500E-010	1.87000E-011
237	28	14	1	1.36000E-002	1.32000E-002	8.50000E-003	3.46600E-010	2.79380E-009	7.12910E+002	7.27514E+002	1.46037E+001	1.21930E-006	3.99000E+000	3.35494E-002	6.32300E-001	1.90900E-010	2.76600E-010
241	26	14	1	1.35000E-002	1.32000E-002	8.50000E-003	2.67000E-010	2.43550E-009	7.16294E+002	7.25898E+002	9.60330E+000	1.14900E-006	3.95070E+000	3.31025E-002	6.32500E-001	1.89500E-010	4.57000E-011
245	24	14	1	1.35000E-002	1.32000E-002	8.50000E-003	2.36500E-010	2.51750E-009	7.16427E+002	7.26639E+002	1.02119E+001	1.23930E-006	4.03290E+000	3.30780E-002	6.31300E-001	1.85000E-011	1.97700E-010
249	22	14	1	1.36000E-002	1.31000E-002	8.50000E-003	1.12400E-010	2.89680E-009	7.03240E+002	7.20262E+002	1.70223E+001	1.28830E-006	4.04550E+000	3.30826E-002	6.32700E-001	1.17600E-010	4.61000E-011
253	20	14	1	1.35000E-002	1.32000E-002	8.50000E-003	4.68400E-010	2.58070E-009	7.11428E+002	7.22406E+002	1.09776E+001	1.28310E-006	4.01560E+000	3.30978E-002	6.31700E-001	8.54800E-010	2.11700E-010
257	18	14	1	1.35000E-002	1.34000E-002	8.50000E-003	1.63900E-010	2.64390E-009	7.17951E+002	7.27433E+002	9.48170E+000	1.17850E-006	4.02980E+000	3.30833E-002	6.32100E-001	3.11500E-010	1.24000E-011
261	16	14	1	1.35000E-002	1.32000E-002	8.50000E-003	2.43600E-010	3.23640E-009	7.11323E+002	7.27419E+002	1.60954E+001	1.21870E-006	3.98780E+000	3.35043E-002	6.32800E-001	3.22200E-010	7.07000E-011
265	14	14	1	1.36000E-002	1.34000E-002	8.50000E-003	2.31800E-010	2.54560E-009	7.13121E+002	7.25261E+002	1.21403E+001	1.23880E-006	3.94780E+000	3.37148E-002	6.32400E-001	4.61800E-010	4.59700E-010
269	12	14	1	1.35000E-002	1.34000E-002	8.50000E-003	2.83400E-010	3.84760E-009	7.12980E+002	7.26595E+002	1.36143E+001	1.22020E-006	4.01420E+000	3.39571E-002	6.32300E-001	4.15200E-010	1.89900E-010
273	10	14	1	1.35000E-002	1.35000E-002	8.50000E-003	6.09000E-011	3.57130E-009	7.08468E+002	7.22322E+002	1.38540E+001	1.30360E-006	4.02070E+000	3.44652E-002	6.33400E-001	6.25000E-011	4.44700E-010
277	8	14	1	1.35000E-002	1.35000E-002	8.50000E-003	5.05800E-010	3.67670E-009	7.39722E+002	7.42630E+002	2.90850E+000	9.18300E-007	4.10970E+000	3.38202E-002	6.33400E-001	7.88500E-010	5.34400E-010
281	6	14	1	1.35000E-002	1.33000E-002	8.50000E-003	1.21800E-010	3.84760E-009	7.37971E+002	7.41940E+002	3.96850E+000	9.63400E-007	3.95450E+000	3.34927E-002	6.33600E-001	4.62000E-010	2.89500E-010
285	6	16	1	1.36000E-002	1.30000E-002	8.50000E-003	5.24600E-010	3.28320E-009	7.37081E+002	7.41807E+002	4.72580E+000	9.85900E-007	4.16090E+000	3.34710E-002	6.33400E-001	9.11000E-011	5.00000E-013
289	8	16	1	1.35000E-002	1.28000E-002	8.50000E-003	3.13800E-010	3.55020E-009	7.35116E+002	7.41493E+002	6.37730E+000	9.56700E-007	4.18650E+000	3.41105E-002	6.33600E-001	3.25300E-010	1.41900E-010
293	10	16	8	1.36000E-002	1.30000E-002	8.60000E-003	2.81000E-011	3.52210E-009	6.83990E+002	7.09725E+002	2.57343E+001	1.38340E-005
297	12	16	1	1.35000E-002	1.29000E-002	8.50000E-003	4.73000E-010	2.64630E-009	7.07246E+002	7.21428E+002	1.41820E+001	1.32710E-006	4.01850E+000	3.40215E-002	6.32800E-001	8.94100E-010	2.74500E-010
301	14	16	1	1.35000E-002	1.33000E-002	8.60000E-003	1.78000E-010	2.49400E-009	7.09485E+002	7.23511E+002	1.40260E+001	1.31940E-006	3.99740E+000	3.37365E-002	6.32200E-001	7.29500E-010	2.30000E-012
305	16	16	1	1.35000E-002	1.35000E-002	8.50000E-003	1.82700E-010	2.35590E-009	7.10325E+002	7.24607E+002	1.42818E+001	1.24920E-006	4.02550E+000	3.32926E-002	6.32400E-001	8.50300E-010	1.09800E-010
309	18	16	1	1.36000E-002	1.31000E-002	8.50000E-003	3.28000E-011	2.95540E-009	7.14142E+002	7.25604E+002	1.14615E+001	1.21720E-006	4.07940E+000	3.29673E-002	6.32000E-001	2.33000E-010	5.64000E-011
313	20	16	1	1.35000E-002	1.30000E-002	8.50000E-003	1.68600E-010	3.08650E-009	6.98869E+002	7.12680E+002	1.38110E+001	1.29270E-006	4.08790E+000	3.30190E-002	6.33700E-001	4.51700E-010	3.95100E-010
317	22	16	1	1.35000E-002	1.30000E-002	8.50000E-003	1.78000E-010	2.67200E-009	6.90659E+002	7.06564E+002	1.59049E+001	1.93300E-006	4.09740E+000	3.31498E-002	6.30600E-001	5.40000E-010	1.61400E-010
321	24	16	1	1.35000E-002	1.29000E-002	8.60000E-003	2.11000E-011	3.18490E-009	7.04376E+002	7.20423E+002	1.60465E+001	1.20400E-006	4.09510E+000	3.29582E-002	6.34000E-001	7.10000E-011	6.51000E-011
325	26	16	1	1.35000E-002	1.31000E-002	8.60000E-003	6.08900E-010	2.71180E-009	7.15325E+002	7.26152E+002	1.08269E+001	1.18340E-006	4.04780E+000	3.28900E-002	6.32100E-001	3.67200E-010	3.82900E-010
329	28	16	1	1.36000E-002	1.30000E-002	8.50000E-003	4.59000E-010	2.33250E-009	7.16777E+002	7.30973E+002	1.41964E+001	1.14500E-006	3.97290E+000	3.31149E-002	6.32400E-001	4.78000E-010	3.74700E-010
333	30	16	1	1.35000E-002	1.29000E-002	8.50000E-003	1.38200E-010	2.77270E-009	7.26922E+002	7.35406E+002	8.48390E+000	1.08910E-006	4.00630E+000	3.35297E-002	6.32300E-001	2.00000E-013	1.24000E-011
337	32	16	1	1.35000E-002	1.28000E-002	8.50000E-003	6.79000E-011	1.80320E-009	7.20092E+002	7.29237E+002	9.14520E+000	1.16000E-006	4.01650E+000	3.39190E-002	6.32800E-001	4.24000E-011	2.22500E-010
341	34	16	1	1.34000E-002	1.32000E-002	8.50000E-003	1.96700E-010	2.98820E-009	7.17543E+002	7.30652E+002	1.31089E+001	1.18290E-006	4.03080E+000	3.42646E-002	6.33300E-001	9.77000E-011	2.66000E-010
345	36	16	1	1.35000E-002	1.31000E-002	8.50000E-003	2.64600E-010	2.88050E-009	7.43302E+002	7.45360E+002	2.05780E+000	8.86100E-007	3.91010E+000	3.37410E-002	6.33000E-001	5.93400E-010	4.66000E-011
349	38	16	1	1.36000E-002	1.32000E-002	8.50000E-003	7.21300E-010	3.56890E-009	7.38183E+002	7.39584E+002	1.40130E+000	9.79300E-007	4.09850E+000	3.31603E-002	6.33200E-001	3.44000E-010	8.13000E-011
357	37	18	1	1.35000E-002	1.32000E-002	8.50000E-003	8.10300E-010	3.09120E-009	7.39438E+002	7.41024E+002	1.58660E+000	9.46600E-007	4.11240E+000	3.32887E-002	6.33200E-001	9.80000E-012	2.48200E-010
