Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-185303@CP
Wafer number	14
Date	2025/02/13
Time	18:57:51

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
455	25	20	1	1.35000E-002	1.12000E-002	7.50000E-003	5.12800E-010	2.72790E-009	7.24792E+002	7.36458E+002	1.16654E+001	1.00670E-006	4.11390E+000	3.33068E-002	6.33800E-001	7.54000E-010	2.28100E-010
459	27	20	1	1.35000E-002	1.12000E-002	7.40000E-003	5.52600E-010	2.68340E-009	7.31919E+002	7.38346E+002	6.42730E+000	9.56100E-007	4.05170E+000	3.33902E-002	6.33800E-001	6.68100E-010	6.43700E-010
463	29	20	1	1.36000E-002	1.12000E-002	7.50000E-003	5.99400E-010	2.69280E-009	7.29350E+002	7.37420E+002	8.07050E+000	9.90200E-007	4.06580E+000	3.35870E-002	6.33800E-001	6.43900E-010	1.08000E-011
467	31	20	1	1.35000E-002	1.12000E-002	7.40000E-003	2.57600E-010	3.01130E-009	7.21341E+002	7.32623E+002	1.12811E+001	1.02060E-006	4.06830E+000	3.38946E-002	6.34700E-001	3.47500E-010	2.47700E-010
471	33	20	1	1.35000E-002	1.12000E-002	7.50000E-003	6.29900E-010	2.66700E-009	7.33722E+002	7.40786E+002	7.06500E+000	9.32000E-007	4.08260E+000	3.39510E-002	6.34000E-001	6.21000E-010	4.10700E-010
475	35	20	1	1.35000E-002	1.12000E-002	7.50000E-003	4.98800E-010	2.65530E-009	7.34969E+002	7.37220E+002	2.25140E+000	9.02200E-007	4.10780E+000	3.31834E-002	6.34200E-001	3.53800E-010	2.08400E-010
479	37	20	1	1.36000E-002	1.07000E-002	6.80000E-003	1.10100E-010	3.78870E-009	7.23803E+002	7.26860E+002	3.05690E+000	1.02340E-006	4.14560E+000	3.31424E-002	6.34500E-001	9.92100E-010	7.70000E-012
480	35	22	1	1.35000E-002	1.06000E-002	6.70000E-003	2.58000E-011	3.35780E-009	7.24627E+002	7.29601E+002	4.97430E+000	1.05270E-006	4.15730E+000	3.32252E-002	6.34300E-001	5.48400E-010	2.77500E-010
481	33	22	1	1.35000E-002	1.13000E-002	7.40000E-003	8.43000E-011	2.77010E-009	7.33445E+002	7.35673E+002	2.22850E+000	9.16600E-007	4.16970E+000	3.31592E-002	6.34200E-001	5.34100E-010	8.94000E-011
485	31	22	1	1.36000E-002	1.14000E-002	7.40000E-003	2.41200E-010	3.00420E-009	7.27403E+002	7.37528E+002	1.01247E+001	9.83700E-007	4.14270E+000	3.40688E-002	6.34200E-001	7.50000E-012	4.96000E-011
489	29	22	1	1.35000E-002	1.13000E-002	7.40000E-003	3.30200E-010	2.65770E-009	7.23097E+002	7.31079E+002	7.98210E+000	1.03190E-006	4.09510E+000	3.41275E-002	6.34400E-001	2.57600E-010	9.34000E-011
493	27	22	1	1.35000E-002	1.12000E-002	7.50000E-003	5.26900E-010	2.72560E-009	7.23622E+002	7.30835E+002	7.21280E+000	1.09230E-006	4.10050E+000	3.41527E-002	6.33800E-001	4.96600E-010	1.02100E-010
497	25	22	1	1.35000E-002	1.11000E-002	7.40000E-003	2.48200E-010	1.96220E-009	7.20012E+002	7.31499E+002	1.14872E+001	1.11770E-006	4.09210E+000	3.39580E-002	6.33600E-001	3.78200E-010	3.93000E-011
501	23	22	1	1.35000E-002	1.12000E-002	7.50000E-003	5.33900E-010	3.12830E-009	7.25869E+002	7.34423E+002	8.55370E+000	1.04680E-006	4.07090E+000	3.36171E-002	6.34000E-001	5.37200E-010	7.00000E-011
505	21	22	1	1.35000E-002	1.11000E-002	7.40000E-003	8.45300E-010	2.85910E-009	7.31557E+002	7.37480E+002	5.92310E+000	9.86200E-007	4.10520E+000	3.36827E-002	6.34300E-001	5.55900E-010	5.69200E-010
509	19	22	1	1.35000E-002	1.11000E-002	7.40000E-003	3.98000E-011	2.93400E-009	7.20108E+002	7.32867E+002	1.27591E+001	1.11940E-006	4.10840E+000	3.40556E-002	6.33700E-001	5.16600E-010	1.03300E-010
513	17	22	1	1.34000E-002	1.12000E-002	7.40000E-003	6.41600E-010	2.91530E-009	7.14392E+002	7.24860E+002	1.04680E+001	1.19060E-006	4.09710E+000	3.43550E-002	6.33500E-001	6.72000E-011	2.76000E-011
517	15	22	1	1.35000E-002	1.12000E-002	7.40000E-003	9.85800E-010	3.40000E-009	7.17437E+002	7.27973E+002	1.05358E+001	1.06030E-006	4.14640E+000	3.42063E-002	6.34900E-001	1.95500E-010	6.48400E-010
521	13	22	1	1.35000E-002	1.11000E-002	7.40000E-003	9.88100E-010	3.43040E-009	7.22285E+002	7.32692E+002	1.04063E+001	1.05260E-006	4.14290E+000	3.42524E-002	6.33900E-001	1.32800E-010	4.83500E-010
525	11	22	1	1.36000E-002	1.12000E-002	7.40000E-003	3.84000E-010	2.89890E-009	7.34336E+002	7.36873E+002	2.53780E+000	9.12700E-007	4.12380E+000	3.33355E-002	6.33800E-001	1.83800E-010	1.98800E-010
529	9	22	1	1.36000E-002	1.08000E-002	7.20000E-003	8.89800E-010	2.23269E-008	7.26266E+002	7.32993E+002	6.72660E+000	1.02580E-006	4.11800E+000	3.32086E-002	6.34300E-001	3.14000E-011	1.86900E-010
532	12	24	1	1.37000E-002	1.06000E-002	6.90000E-003	5.85400E-010	6.95910E-009	7.20791E+002	7.28132E+002	7.34050E+000	1.08000E-006	4.16020E+000	3.35175E-002	6.34400E-001	8.43200E-010	2.72100E-010
534	14	24	1	1.35000E-002	1.08000E-002	7.20000E-003	8.59400E-010	3.85420E-009	7.28880E+002	7.31113E+002	2.23210E+000	9.74700E-007	4.15870E+000	3.32159E-002	6.34300E-001	4.24500E-010	8.83000E-011
537	16	24	1	1.36000E-002	1.12000E-002	7.40000E-003	1.40500E-010	3.13070E-009	7.27339E+002	7.35544E+002	8.20480E+000	9.81200E-007	4.19630E+000	3.36650E-002	6.34200E-001	3.43000E-010	4.63900E-010
541	18	24	1	1.35000E-002	1.12000E-002	7.50000E-003	3.70000E-010	3.15180E-009	7.32906E+002	7.39824E+002	6.91760E+000	9.36600E-007	4.18230E+000	3.38317E-002	6.34400E-001	4.61300E-010	1.57400E-010
545	20	24	1	1.36000E-002	1.14000E-002	7.40000E-003	1.06780E-009	2.35090E-009	7.29691E+002	7.36402E+002	6.71090E+000	9.58600E-007	4.13700E+000	3.39896E-002	6.34400E-001	1.77500E-010	2.58700E-010
549	22	24	1	1.35000E-002	1.13000E-002	7.40000E-003	5.31500E-010	3.38360E-009	7.21972E+002	7.31591E+002	9.61950E+000	1.09680E-006	4.14920E+000	3.40222E-002	6.33500E-001	3.93000E-011	4.04400E-010
553	24	24	1	1.35000E-002	1.13000E-002	7.40000E-003	1.00920E-009	2.78180E-009	7.30339E+002	7.36746E+002	6.40690E+000	9.79800E-007	4.15720E+000	3.38813E-002	6.34100E-001	7.03200E-010	2.79100E-010
557	26	24	1	1.36000E-002	1.14000E-002	7.40000E-003	8.35900E-010	3.20560E-009	7.26724E+002	7.33636E+002	6.91220E+000	9.86500E-007	4.12760E+000	3.38384E-002	6.34400E-001	5.87000E-010	1.92000E-011
561	28	24	1	1.35000E-002	1.13000E-002	7.50000E-003	8.38300E-010	2.40710E-009	7.31924E+002	7.37903E+002	5.97870E+000	9.43700E-007	4.16640E+000	3.34881E-002	6.34300E-001	8.52800E-010	3.13300E-010
565	30	24	1	1.37000E-002	1.09000E-002	6.90000E-003	7.68000E-010	2.77940E-009	7.30052E+002	7.32373E+002	2.32090E+000	9.83500E-007	4.18590E+000	3.30751E-002	6.34400E-001	4.50000E-011	5.71600E-010
567	32	24	1	1.36000E-002	1.06000E-002	6.80000E-003	6.01800E-010	4.05790E-009	7.15727E+002	7.20766E+002	5.03950E+000	1.13630E-006	4.17810E+000	3.32822E-002	6.34400E-001	5.01300E-010	1.15000E-011
568	24	26	1	1.36000E-002	1.05000E-002	6.70000E-003	3.91000E-010	3.00890E-009	7.14228E+002	7.20352E+002	6.12420E+000	1.14100E-006	4.19650E+000	3.32160E-002	6.34400E-001	3.31600E-010	4.44900E-010
569	22	26	1	1.37000E-002	1.06000E-002	6.90000E-003	7.16500E-010	2.77710E-009	7.14132E+002	7.22223E+002	8.09070E+000	1.16450E-006	4.17450E+000	3.33834E-002	6.34200E-001	5.08600E-010	1.47800E-010
571	20	26	1	1.37000E-002	1.06000E-002	6.90000E-003	5.12800E-010	2.83100E-009	7.13228E+002	7.19906E+002	6.67770E+000	1.14950E-006	4.18420E+000	3.32347E-002	6.34500E-001	7.27800E-010	5.19400E-010

9	28	6	8	1.34000E-002	1.33000E-002	8.60000E-003	4.68000E-011	3.22700E-009	6.73298E+002	6.82160E+002	8.86160E+000	7.76900E-006
13	26	6	1	1.35000E-002	1.31000E-002	8.50000E-003	2.64600E-010	3.85000E-009	7.02584E+002	7.10685E+002	8.10110E+000	1.39110E-006	4.06070E+000	3.35048E-002	6.34200E-001	1.82400E-010	1.23900E-010
17	24	6	1	1.35000E-002	1.31000E-002	8.60000E-003	1.40500E-010	3.41910E-009	7.09833E+002	7.16583E+002	6.75020E+000	1.25970E-006	4.06900E+000	3.36572E-002	6.34300E-001	1.99800E-010	1.11000E-010
21	22	6	1	1.35000E-002	1.32000E-002	8.50000E-003	3.13800E-010	3.70480E-009	7.09211E+002	7.18583E+002	9.37210E+000	1.28070E-006	4.03780E+000	3.36304E-002	6.33800E-001	2.09400E-010	3.13800E-010
25	20	6	1	1.36000E-002	1.32000E-002	8.60000E-003	6.81500E-010	3.46590E-009	7.15567E+002	7.22405E+002	6.83800E+000	1.18510E-006	4.06860E+000	3.34084E-002	6.34000E-001	7.04900E-010	2.67700E-010
29	18	6	1	1.35000E-002	1.32000E-002	8.60000E-003	2.76300E-010	3.65330E-009	7.15716E+002	7.22591E+002	6.87480E+000	1.16330E-006	4.07820E+000	3.34115E-002	6.34700E-001	3.75900E-010	3.23400E-010
33	16	6	1	1.35000E-002	1.33000E-002	8.50000E-003	1.19400E-010	3.70240E-009	6.90848E+002	6.98939E+002	8.09080E+000	1.47090E-006	4.05490E+000	3.35878E-002	6.34800E-001	2.61300E-010	6.53100E-010
41	12	8	1	1.35000E-002	1.40000E-002	8.60000E-003	5.03500E-010	3.53620E-009	7.32314E+002	7.37474E+002	5.16000E+000	9.86500E-007	4.06570E+000	3.30990E-002	6.34500E-001	3.26500E-010	9.88000E-011
45	14	8	1	1.35000E-002	1.36000E-002	8.50000E-003	8.26700E-010	3.32070E-009	7.35370E+002	7.37915E+002	2.54420E+000	9.08400E-007	4.08990E+000	3.30935E-002	6.34700E-001	3.93000E-010	2.24600E-010
49	16	8	1	1.36000E-002	1.39000E-002	8.50000E-003	1.73300E-010	2.88510E-009	7.25204E+002	7.34958E+002	9.75410E+000	9.79700E-007	4.07890E+000	3.37777E-002	6.34800E-001	2.31600E-010	7.40000E-011
53	18	8	1	1.35000E-002	1.35000E-002	8.50000E-003	8.66000E-011	3.22000E-009	7.22650E+002	7.31580E+002	8.93020E+000	1.06990E-006	4.08110E+000	3.41653E-002	6.34200E-001	3.42600E-010	3.23600E-010
57	20	8	1	1.35000E-002	1.32000E-002	8.60000E-003	5.39000E-011	3.21060E-009	7.13720E+002	7.24261E+002	1.05401E+001	1.21440E-006	4.11240E+000	3.43840E-002	6.34400E-001	2.48000E-010	1.91800E-010
61	22	8	1	1.36000E-002	1.35000E-002	8.50000E-003	1.85000E-010	3.44250E-009	6.95133E+002	7.13651E+002	1.85181E+001	1.42640E-006	4.10000E+000	3.45645E-002	6.34500E-001	2.27600E-010	4.59000E-011
65	24	8	1	1.35000E-002	1.32000E-002	8.50000E-003	6.25300E-010	3.10530E-009	7.07032E+002	7.18508E+002	1.14766E+001	1.30650E-006	4.10820E+000	3.44587E-002	6.34500E-001	2.28300E-010	3.51700E-010
69	26	8	1	1.35000E-002	1.33000E-002	8.60000E-003	4.66000E-010	2.58540E-009	7.03979E+002	7.16812E+002	1.28330E+001	1.34310E-006	4.11360E+000	3.43655E-002	6.34300E-001	7.14000E-010	1.18300E-010
73	28	8	1	1.35000E-002	1.31000E-002	8.60000E-003	1.40500E-010	3.17550E-009	7.11782E+002	7.23445E+002	1.16629E+001	1.18810E-006	4.10080E+000	3.39799E-002	6.34400E-001	5.19900E-010	2.75900E-010
77	30	8	1	1.35000E-002	1.33000E-002	8.50000E-003	4.70000E-012	3.01390E-009	7.25186E+002	7.29084E+002	3.89740E+000	9.98100E-007	4.07050E+000	3.32577E-002	6.34500E-001	2.05100E-010	5.50000E-011
81	32	8	1	1.35000E-002	1.35000E-002	8.60000E-003	8.68800E-010	2.99290E-009	7.13907E+002	7.23093E+002	9.18580E+000	1.21250E-006	4.08860E+000	3.34221E-002	6.34100E-001	3.89000E-011	4.99000E-011
90	36	10	1	1.35000E-002	1.38000E-002	8.50000E-003	1.24100E-010	3.26690E-009	6.97670E+002	7.03141E+002	5.47110E+000	1.33000E-006	4.01220E+000	3.35901E-002	6.34500E-001	6.01100E-010	4.84300E-010
94	34	10	1	1.35000E-002	1.34000E-002	8.50000E-003	4.09800E-010	3.27620E-009	7.25453E+002	7.29863E+002	4.40980E+000	9.96000E-007	4.02410E+000	3.31304E-002	6.34400E-001	5.80100E-010	5.60000E-011
98	32	10	1	1.35000E-002	1.36000E-002	8.60000E-003	7.07200E-010	2.83130E-009	7.18193E+002	7.27539E+002	9.34610E+000	1.08890E-006	4.01370E+000	3.38544E-002	6.34300E-001	3.52000E-010	1.02800E-010
102	30	10	1	1.35000E-002	1.34000E-002	8.60000E-003	1.12400E-010	3.04440E-009	7.10070E+002	7.19409E+002	9.33920E+000	1.24620E-006	4.03430E+000	3.41573E-002	6.34800E-001	2.13600E-010	2.67000E-011
106	28	10	8	1.35000E-002	1.36000E-002	8.50000E-003	2.27200E-010	2.99290E-009	6.84760E+002	7.08595E+002	2.38350E+001	7.81340E-006
110	26	10	1	1.35000E-002	1.39000E-002	8.50000E-003	5.85500E-010	3.43310E-009	7.09152E+002	7.20855E+002	1.17036E+001	1.26600E-006	4.02730E+000	3.41613E-002	6.34400E-001	4.98800E-010	1.12600E-010
114	24	10	1	1.35000E-002	1.35000E-002	8.50000E-003	5.52700E-010	3.13570E-009	7.17488E+002	7.26242E+002	8.75370E+000	1.12320E-006	4.03440E+000	3.39525E-002	6.34300E-001	1.25500E-010	1.27400E-010
118	22	10	1	1.36000E-002	1.34000E-002	8.60000E-003	4.44900E-010	3.45420E-009	7.15582E+002	7.28134E+002	1.25528E+001	1.14500E-006	4.03690E+000	3.38564E-002	6.34000E-001	2.53200E-010	1.09100E-010
122	20	10	1	1.36000E-002	1.35000E-002	8.60000E-003	2.34200E-010	3.33480E-009	7.22437E+002	7.30919E+002	8.48190E+000	1.05400E-006	4.03470E+000	3.38791E-002	6.34400E-001	6.84000E-011	3.04700E-010
126	18	10	1	1.35000E-002	1.37000E-002	8.50000E-003	4.63700E-010	3.06550E-009	7.27355E+002	7.33234E+002	5.87880E+000	9.74900E-007	4.04340E+000	3.38258E-002	6.34900E-001	1.45900E-010	4.77700E-010
130	16	10	1	1.34000E-002	1.40000E-002	8.50000E-003	6.56000E-011	4.09350E-009	7.18345E+002	7.31134E+002	1.27888E+001	1.12530E-006	4.04790E+000	3.41523E-002	6.34400E-001	1.97000E-011	3.53400E-010
134	14	10	1	1.35000E-002	1.34000E-002	8.60000E-003	1.28800E-010	3.55490E-009	7.28718E+002	7.38063E+002	9.34480E+000	9.77800E-007	4.03950E+000	3.40685E-002	6.34400E-001	5.67000E-010	2.26000E-010
138	12	10	1	1.35000E-002	1.41000E-002	8.60000E-003	1.87000E-011	3.62050E-009	7.38400E+002	7.44159E+002	5.75950E+000	8.34300E-007	4.03050E+000	3.36544E-002	6.35000E-001	4.68400E-010	7.63000E-011
142	10	10	1	1.35000E-002	1.41000E-002	8.60000E-003	3.56000E-010	3.62280E-009	7.34144E+002	7.37179E+002	3.03500E+000	8.95300E-007	4.02960E+000	3.31402E-002	6.34900E-001	1.30900E-010	6.09100E-010
145	8	10	1	1.39000E-002	1.38000E-002	8.40000E-003	1.00700E-009	3.53380E-009	7.06517E+002	7.11323E+002	4.80690E+000	1.16310E-006	4.01640E+000	3.35706E-002	6.34700E-001	1.71700E-010	3.62500E-010
149	7	12	1	1.35000E-002	1.39000E-002	8.50000E-003	1.45200E-010	3.09590E-009	7.29163E+002	7.32598E+002	3.43510E+000	9.84600E-007	4.07570E+000	3.32614E-002	6.34600E-001	3.87800E-010	2.77000E-010
153	9	12	1	1.35000E-002	1.38000E-002	8.60000E-003	2.69300E-010	3.42610E-009	7.39785E+002	7.43418E+002	3.63310E+000	8.58000E-007	4.06600E+000	3.33019E-002	6.34500E-001	1.00200E-010	1.52000E-011
157	11	12	1	1.35000E-002	1.35000E-002	8.50000E-003	1.17100E-010	3.07720E-009	7.33278E+002	7.39140E+002	5.86190E+000	9.56300E-007	4.03640E+000	3.37866E-002	6.34500E-001	3.38400E-010	3.36300E-010
161	13	12	1	1.35000E-002	1.39000E-002	8.60000E-003	1.49900E-010	3.40030E-009	7.26639E+002	7.38183E+002	1.15432E+001	9.84200E-007	4.06640E+000	3.38467E-002	6.34400E-001	2.14500E-010	2.02600E-010
165	15	12	1	1.35000E-002	1.42000E-002	8.50000E-003	7.44700E-010	2.93900E-009	7.35978E+002	7.42092E+002	6.11430E+000	9.11900E-007	4.07370E+000	3.36029E-002	6.34500E-001	8.05800E-010	3.70000E-010
169	17	12	1	1.35000E-002	1.35000E-002	8.50000E-003	1.03040E-009	2.50340E-009	7.28586E+002	7.38621E+002	1.00350E+001	9.91300E-007	4.02500E+000	3.35259E-002	6.34200E-001	2.44000E-010	6.30000E-012
173	19	12	1	1.35000E-002	1.33000E-002	8.50000E-003	7.44700E-010	2.81720E-009	7.26459E+002	7.37931E+002	1.14719E+001	9.82300E-007	4.08660E+000	3.33405E-002	6.34400E-001	4.98300E-010	4.86600E-010
177	21	12	1	1.35000E-002	1.36000E-002	8.60000E-003	3.67700E-010	2.75400E-009	7.32909E+002	7.40067E+002	7.15830E+000	9.09900E-007	4.10510E+000	3.29510E-002	6.34400E-001	9.53100E-010	4.47000E-011
181	23	12	1	1.35000E-002	1.36000E-002	8.50000E-003	3.23200E-010	3.01160E-009	7.28795E+002	7.37128E+002	8.33390E+000	9.51200E-007	4.02680E+000	3.29619E-002	6.34000E-001	6.61300E-010	1.68600E-010
185	25	12	1	1.35000E-002	1.37000E-002	8.50000E-003	6.79000E-011	2.62750E-009	7.23705E+002	7.34435E+002	1.07300E+001	9.78400E-007	4.04990E+000	3.32226E-002	6.34700E-001	4.85000E-011	8.83000E-011
189	27	12	1	1.35000E-002	1.37000E-002	8.50000E-003	5.94800E-010	2.57370E-009	7.29488E+002	7.36356E+002	6.86750E+000	9.88000E-007	4.03670E+000	3.33771E-002	6.34000E-001	4.01600E-010	1.38000E-011
193	29	12	1	1.35000E-002	1.36000E-002	8.50000E-003	5.73700E-010	2.66030E-009	7.24087E+002	7.32208E+002	8.12090E+000	1.04920E-006	4.00430E+000	3.35845E-002	6.34100E-001	1.02200E-009	2.94600E-010
197	31	12	1	1.35000E-002	1.31000E-002	8.50000E-003	7.00000E-012	2.36290E-009	7.16240E+002	7.28559E+002	1.23184E+001	1.15540E-006	4.06410E+000	3.38807E-002	6.34200E-001	5.82600E-010	1.73500E-010
201	33	12	1	1.35000E-002	1.35000E-002	8.50000E-003	3.23200E-010	3.73990E-009	7.24189E+002	7.30982E+002	6.79330E+000	1.07980E-006	4.07010E+000	3.37740E-002	6.34600E-001	6.58100E-010	4.11000E-010
205	35	12	1	1.36000E-002	1.39000E-002	8.50000E-003	6.79000E-011	2.76800E-009	7.31035E+002	7.37590E+002	6.55500E+000	8.83700E-007	4.03540E+000	3.32851E-002	6.35200E-001	1.32300E-010	1.02600E-010
209	37	12	1	1.35000E-002	1.36000E-002	8.50000E-003	2.67000E-010	3.39100E-009	7.22399E+002	7.26070E+002	3.67110E+000	1.07530E-006	4.08780E+000	3.31767E-002	6.33900E-001	2.89000E-010	3.33000E-011
217	38	14	1	1.34000E-002	1.34000E-002	8.50000E-003	3.46600E-010	3.85000E-009	7.26120E+002	7.30640E+002	4.51970E+000	1.02960E-006	4.06970E+000	3.31348E-002	6.34500E-001	1.17800E-010	4.95300E-010
221	36	14	1	1.35000E-002	1.34000E-002	8.50000E-003	7.86900E-010	3.50570E-009	7.37393E+002	7.39302E+002	1.90920E+000	8.68600E-007	4.12780E+000	3.32351E-002	6.34800E-001	7.91800E-010	3.30000E-012
225	34	14	1	1.36000E-002	1.38000E-002	8.50000E-003	8.43000E-011	3.16380E-009	7.16973E+002	7.29711E+002	1.27374E+001	1.08430E-006	4.09980E+000	3.40418E-002	6.35100E-001	5.24100E-010	2.37700E-010
229	32	14	1	1.35000E-002	1.40000E-002	8.50000E-003	4.05100E-010	3.34180E-009	7.22066E+002	7.31259E+002	9.19250E+000	1.04990E-006	4.05230E+000	3.38512E-002	6.34200E-001	2.65800E-010	1.05100E-010
233	30	14	1	1.35000E-002	1.37000E-002	8.50000E-003	1.96700E-010	3.01630E-009	7.28198E+002	7.33535E+002	5.33660E+000	9.64900E-007	4.08100E+000	3.34284E-002	6.34600E-001	2.06500E-010	5.37700E-010
237	28	14	1	1.34000E-002	1.35000E-002	8.60000E-003	3.41900E-010	2.94840E-009	7.24363E+002	7.36272E+002	1.19092E+001	9.75400E-007	4.08200E+000	3.32745E-002	6.34300E-001	1.06800E-010	2.54300E-010
241	26	14	1	1.35000E-002	1.36000E-002	8.60000E-003	8.24300E-010	3.44010E-009	7.26757E+002	7.34538E+002	7.78080E+000	9.40000E-007	4.06950E+000	3.29104E-002	6.34500E-001	3.39100E-010	2.25000E-010
245	24	14	1	1.35000E-002	1.32000E-002	8.50000E-003	4.63700E-010	3.11230E-009	7.26277E+002	7.34592E+002	8.31520E+000	1.00860E-006	4.15670E+000	3.26970E-002	6.33500E-001	3.53900E-010	8.71000E-011
249	22	14	1	1.36000E-002	1.38000E-002	8.50000E-003	1.52200E-010	2.78210E-009	7.15770E+002	7.28911E+002	1.31412E+001	1.01440E-006	4.17970E+000	3.26994E-002	6.34900E-001	8.46600E-010	5.58300E-010
253	20	14	1	1.35000E-002	1.35000E-002	8.60000E-003	2.58000E-011	2.74700E-009	7.25114E+002	7.33612E+002	8.49750E+000	1.00340E-006	4.16660E+000	3.27192E-002	6.33900E-001	2.15400E-010	1.34700E-010
257	18	14	1	1.35000E-002	1.38000E-002	8.50000E-003	5.62000E-011	3.01860E-009	7.32389E+002	7.38613E+002	6.22330E+000	9.31600E-007	4.17730E+000	3.27776E-002	6.34100E-001	3.37000E-011	2.67000E-010
261	16	14	1	1.34000E-002	1.34000E-002	8.50000E-003	3.56000E-010	2.82190E-009	7.28129E+002	7.39693E+002	1.15643E+001	9.12700E-007	4.11250E+000	3.32308E-002	6.34900E-001	7.10000E-011	4.99000E-011
265	14	14	1	1.35000E-002	1.35000E-002	8.60000E-003	1.53620E-009	3.46120E-009	7.29367E+002	7.34977E+002	5.61010E+000	9.61600E-007	4.05670E+000	3.35606E-002	6.34300E-001	1.88500E-010	3.38400E-010
269	12	14	1	1.35000E-002	1.35000E-002	8.60000E-003	5.26900E-010	3.40030E-009	7.30019E+002	7.36805E+002	6.78560E+000	9.51100E-007	4.10560E+000	3.37878E-002	6.34600E-001	4.31000E-011	5.69100E-010
273	10	14	1	1.35000E-002	1.38000E-002	8.60000E-003	9.25000E-010	3.48930E-009	7.22019E+002	7.33094E+002	1.10749E+001	1.01820E-006	4.10100E+000	3.42407E-002	6.35000E-001	4.98800E-010	2.48500E-010
277	8	14	1	1.35000E-002	1.35000E-002	8.50000E-003	7.98600E-010	3.36520E-009	7.39486E+002	7.41716E+002	2.23030E+000	8.55400E-007	4.06860E+000	3.34269E-002	6.34600E-001	7.35300E-010	2.68800E-010
281	6	14	1	1.35000E-002	1.38000E-002	8.60000E-003	1.42900E-010	3.71880E-009	7.34095E+002	7.38112E+002	4.01660E+000	9.60900E-007	4.10630E+000	3.30992E-002	6.34500E-001	2.60900E-010	5.42400E-010
285	6	16	1	1.36000E-002	1.34000E-002	8.50000E-003	9.37000E-011	3.66260E-009	7.32656E+002	7.37349E+002	4.69300E+000	9.70800E-007	4.13240E+000	3.32703E-002	6.34600E-001	1.19200E-010	2.54300E-010
289	8	16	1	1.36000E-002	1.32000E-002	8.50000E-003	5.59700E-010	3.63920E-009	7.34757E+002	7.39784E+002	5.02710E+000	8.87200E-007	4.12080E+000	3.38141E-002	6.35000E-001	4.90000E-012	5.88000E-011
293	10	16	1	1.35000E-002	1.31000E-002	8.50000E-003	7.86900E-010	2.96010E-009	7.09994E+002	7.24374E+002	1.43796E+001	1.17530E-006	4.10360E+000	3.42281E-002	6.35200E-001	4.00200E-010	5.51000E-010
297	12	16	1	1.35000E-002	1.33000E-002	8.50000E-003	5.69100E-010	2.92030E-009	7.28196E+002	7.35028E+002	6.83240E+000	9.98800E-007	4.10790E+000	3.38371E-002	6.34600E-001	2.58800E-010	1.37000E-010
301	14	16	1	1.35000E-002	1.33000E-002	8.60000E-003	3.56000E-010	2.45660E-009	7.27963E+002	7.35451E+002	7.48850E+000	9.94400E-007	4.10240E+000	3.34906E-002	6.34000E-001	7.48900E-010	1.40300E-010
305	16	16	1	1.35000E-002	1.32000E-002	8.60000E-003	4.68000E-011	2.57130E-009	7.22838E+002	7.32928E+002	1.00906E+001	9.97900E-007	4.16960E+000	3.31119E-002	6.34200E-001	6.55000E-010	4.13100E-010
309	18	16	1	1.36000E-002	1.31000E-002	8.50000E-003	3.09100E-010	3.16150E-009	7.25011E+002	7.32851E+002	7.84000E+000	1.01330E-006	4.23860E+000	3.26987E-002	6.33700E-001	6.87600E-010	1.73800E-010
313	20	16	1	1.36000E-002	1.32000E-002	8.50000E-003	1.54600E-010	2.58770E-009	7.13053E+002	7.23616E+002	1.05625E+001	1.00960E-006	4.26040E+000	3.27506E-002	6.35400E-001	1.03390E-009	5.36000E-011
317	22	16	1	1.35000E-002	1.32000E-002	8.50000E-003	5.22200E-010	3.45420E-009	7.07247E+002	7.20833E+002	1.35865E+001	1.34390E-006	4.27110E+000	3.27083E-002	6.32700E-001	7.08200E-010	8.24000E-011
321	24	16	1	1.36000E-002	1.34000E-002	8.50000E-003	7.49400E-010	2.81960E-009	7.13801E+002	7.27005E+002	1.32038E+001	1.00870E-006	4.26560E+000	3.27360E-002	6.35400E-001	3.36300E-010	4.48000E-010
325	26	16	1	1.35000E-002	1.33000E-002	8.50000E-003	1.49900E-010	3.01160E-009	7.21453E+002	7.30766E+002	9.31280E+000	1.00540E-006	4.18640E+000	3.26390E-002	6.34300E-001	7.79600E-010	3.29700E-010
329	28	16	1	1.35000E-002	1.33000E-002	8.50000E-003	7.03000E-011	2.91560E-009	7.22288E+002	7.33873E+002	1.15848E+001	9.83100E-007	4.09440E+000	3.30170E-002	6.34200E-001	2.28800E-010	7.85000E-011
333	30	16	1	1.35000E-002	1.33000E-002	8.50000E-003	5.76100E-010	2.74230E-009	7.31568E+002	7.38448E+002	6.87990E+000	9.51400E-007	4.09880E+000	3.33481E-002	6.34000E-001	1.01380E-009	1.26200E-010
337	32	16	1	1.35000E-002	1.30000E-002	8.50000E-003	5.57400E-010	3.30430E-009	7.24920E+002	7.33057E+002	8.13710E+000	1.01310E-006	4.10280E+000	3.37721E-002	6.34700E-001	3.09600E-010	2.17600E-010
