Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	11
Date	2025/03/03
Time	01:32:19

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
125	11	47	1	0.000E+00	0.000E+00	4.010E-07	4.820E-07	7.783E+02	7.817E+02	3.400E+00	6.500E-09	3.436E+00	3.049E-01	7.640E-01	7.050E-08	5.650E-08	2.500E-09	
126	17	47	1	0.000E+00	0.000E+00	4.040E-07	5.090E-07	7.618E+02	7.684E+02	6.600E+00	6.900E-09	3.407E+00	3.046E-01	7.630E-01	6.970E-08	6.000E-08	2.900E-09	
127	23	47	1	0.000E+00	0.000E+00	4.370E-07	4.950E-07	7.489E+02	7.570E+02	8.100E+00	6.900E-09	3.380E+00	3.037E-01	7.620E-01	7.340E-08	5.820E-08	2.900E-09	
128	29	47	1	0.000E+00	1.000E-08	4.180E-07	4.800E-07	7.389E+02	7.478E+02	8.900E+00	7.000E-09	3.371E+00	3.032E-01	7.630E-01	7.040E-08	5.780E-08	2.900E-09	
129	35	47	1	0.000E+00	0.000E+00	3.910E-07	8.330E-07	7.397E+02	7.476E+02	7.900E+00	6.700E-09	3.351E+00	3.027E-01	7.630E-01	6.640E-08	1.101E-07	2.800E-09	
130	41	47	1	0.000E+00	0.000E+00	5.330E-07	4.620E-07	7.390E+02	7.479E+02	8.900E+00	7.000E-09	3.340E+00	3.025E-01	7.630E-01	9.370E-08	5.810E-08	2.900E-09	
131	47	47	1	0.000E+00	0.000E+00	4.860E-07	4.940E-07	7.413E+02	7.480E+02	6.700E+00	7.100E-09	3.305E+00	3.025E-01	7.630E-01	8.340E-08	5.910E-08	3.100E-09	
132	53	47	1	0.000E+00	0.000E+00	4.290E-07	5.020E-07	7.466E+02	7.525E+02	5.900E+00	7.000E-09	3.275E+00	3.019E-01	7.620E-01	7.350E-08	6.090E-08	2.900E-09	
133	59	47	1	0.000E+00	0.000E+00	6.470E-07	8.730E-07	7.421E+02	7.488E+02	6.700E+00	7.100E-09	3.259E+00	3.038E-01	7.620E-01	1.113E-07	9.790E-08	2.900E-09	
134	65	47	1	0.000E+00	0.000E+00	4.760E-07	6.540E-07	7.472E+02	7.544E+02	7.200E+00	7.000E-09	3.247E+00	3.029E-01	7.620E-01	7.510E-08	8.640E-08	3.000E-09	
135	71	47	1	0.000E+00	0.000E+00	4.220E-07	5.140E-07	7.505E+02	7.572E+02	6.700E+00	7.000E-09	3.253E+00	3.029E-01	7.620E-01	7.210E-08	5.980E-08	2.800E-09	
136	77	47	1	0.000E+00	0.000E+00	4.070E-07	4.900E-07	7.658E+02	7.689E+02	3.100E+00	6.700E-09	3.262E+00	3.026E-01	7.620E-01	6.990E-08	5.930E-08	2.900E-09	
137	83	47	1	0.000E+00	0.000E+00	4.010E-07	5.200E-07	7.766E+02	7.783E+02	1.700E+00	6.700E-09	3.327E+00	3.037E-01	7.630E-01	6.970E-08	6.810E-08	2.800E-09	
138	47	49	1	0.000E+00	0.000E+00	4.270E-07	4.770E-07	7.409E+02	7.476E+02	6.700E+00	6.900E-09	3.301E+00	3.038E-01	7.620E-01	8.140E-08	5.830E-08	3.000E-09	
139	47	51	1	0.000E+00	0.000E+00	7.730E-07	8.510E-07	7.469E+02	7.522E+02	5.300E+00	6.900E-09	3.317E+00	3.032E-01	7.620E-01	1.291E-07	1.088E-07	2.900E-09	
140	17	53	1	0.000E+00	1.000E-08	4.090E-07	4.960E-07	7.717E+02	7.786E+02	6.900E+00	6.600E-09	3.457E+00	3.102E-01	7.640E-01	6.800E-08	5.670E-08	2.700E-09	
141	23	53	1	0.000E+00	1.000E-08	5.200E-07	6.430E-07	7.595E+02	7.678E+02	8.300E+00	6.700E-09	3.412E+00	3.093E-01	7.640E-01	7.980E-08	7.440E-08	2.700E-09	
142	29	53	1	0.000E+00	0.000E+00	4.210E-07	4.910E-07	7.501E+02	7.585E+02	8.400E+00	6.900E-09	3.389E+00	3.069E-01	7.640E-01	7.560E-08	5.740E-08	2.500E-09	
143	35	53	1	0.000E+00	0.000E+00	4.360E-07	5.080E-07	7.498E+02	7.572E+02	7.400E+00	6.800E-09	3.357E+00	3.061E-01	7.630E-01	7.360E-08	6.060E-08	2.700E-09	
144	41	53	1	0.000E+00	0.000E+00	6.060E-07	5.990E-07	7.468E+02	7.550E+02	8.200E+00	6.800E-09	3.334E+00	3.057E-01	7.630E-01	1.174E-07	7.470E-08	2.800E-09	
145	47	53	1	0.000E+00	0.000E+00	4.140E-07	4.890E-07	7.446E+02	7.516E+02	7.000E+00	7.000E-09	3.306E+00	3.064E-01	7.630E-01	7.040E-08	5.810E-08	2.700E-09	
146	53	53	1	0.000E+00	0.000E+00	3.990E-07	5.100E-07	7.473E+02	7.561E+02	8.800E+00	6.800E-09	3.286E+00	3.066E-01	7.620E-01	7.000E-08	5.860E-08	2.900E-09	
147	59	53	1	0.000E+00	0.000E+00	4.150E-07	7.680E-07	7.516E+02	7.583E+02	6.700E+00	7.000E-09	3.268E+00	3.062E-01	7.630E-01	7.110E-08	8.700E-08	2.700E-09	
148	65	53	1	0.000E+00	0.000E+00	4.110E-07	1.225E-06	7.594E+02	7.654E+02	6.000E+00	7.000E-09	3.265E+00	3.063E-01	7.630E-01	7.190E-08	1.858E-07	2.800E-09	
149	71	53	1	0.000E+00	0.000E+00	6.810E-07	4.910E-07	7.700E+02	7.742E+02	4.200E+00	6.800E-09	3.252E+00	3.070E-01	7.620E-01	1.061E-07	5.840E-08	2.700E-09	
150	77	53	1	0.000E+00	0.000E+00	5.040E-07	5.150E-07	7.778E+02	7.814E+02	3.600E+00	6.700E-09	3.315E+00	3.091E-01	7.640E-01	8.140E-08	6.100E-08	2.600E-09	
151	83	53	1	0.000E+00	0.000E+00	4.280E-07	7.560E-07	7.593E+02	7.650E+02	5.700E+00	6.800E-09	3.396E+00	3.038E-01	7.660E-01	7.340E-08	9.450E-08	2.700E-09	
152	47	55	1	0.000E+00	0.000E+00	4.090E-07	6.880E-07	7.496E+02	7.573E+02	7.700E+00	6.800E-09	3.307E+00	3.082E-01	7.620E-01	7.070E-08	9.160E-08	2.800E-09	
153	47	57	1	0.000E+00	0.000E+00	6.310E-07	6.500E-07	7.523E+02	7.604E+02	8.100E+00	6.800E-09	3.303E+00	3.112E-01	7.630E-01	1.043E-07	8.880E-08	2.600E-09	
154	23	59	1	0.000E+00	1.000E-08	4.220E-07	5.060E-07	7.054E+02	7.498E+02	4.440E+01	6.400E-09	3.447E+00	3.203E-01	7.640E-01	6.750E-08	6.290E-08	2.800E-09	
155	29	59	1	0.000E+00	0.000E+00	4.040E-07	4.590E-07	7.648E+02	7.750E+02	1.020E+01	6.600E-09	3.402E+00	3.171E-01	7.640E-01	6.860E-08	5.580E-08	2.500E-09	
156	35	59	1	0.000E+00	0.000E+00	3.930E-07	4.600E-07	7.706E+02	7.770E+02	6.400E+00	6.700E-09	3.346E+00	3.140E-01	7.630E-01	6.710E-08	5.370E-08	2.700E-09	
157	41	59	1	0.000E+00	0.000E+00	4.000E-07	6.370E-07	7.651E+02	7.737E+02	8.600E+00	6.800E-09	3.331E+00	3.141E-01	7.630E-01	6.840E-08	7.920E-08	2.700E-09	
158	47	59	1	0.000E+00	0.000E+00	4.200E-07	6.900E-07	7.576E+02	7.659E+02	8.300E+00	6.700E-09	3.306E+00	3.149E-01	7.630E-01	6.920E-08	8.790E-08	2.600E-09	
159	53	59	1	0.000E+00	0.000E+00	4.100E-07	5.910E-07	7.708E+02	7.774E+02	6.600E+00	6.700E-09	3.272E+00	3.138E-01	7.620E-01	7.020E-08	6.370E-08	2.600E-09	
160	59	59	1	0.000E+00	1.000E-08	4.110E-07	4.940E-07	7.675E+02	7.734E+02	5.900E+00	6.700E-09	3.266E+00	3.153E-01	7.620E-01	6.990E-08	6.030E-08	2.500E-09	
161	65	59	1	0.000E+00	0.000E+00	4.190E-07	4.990E-07	7.838E+02	7.864E+02	2.600E+00	6.800E-09	3.265E+00	3.135E-01	7.630E-01	7.240E-08	5.900E-08	2.500E-09	
162	71	59	1	0.000E+00	0.000E+00	4.040E-07	4.650E-07	7.735E+02	7.799E+02	6.400E+00	6.600E-09	3.316E+00	3.162E-01	7.640E-01	6.960E-08	5.730E-08	2.400E-09	
163	47	61	1	0.000E+00	2.000E-08	4.300E-07	4.660E-07	7.713E+02	7.783E+02	7.000E+00	6.600E-09	3.339E+00	3.174E-01	7.640E-01	7.110E-08	5.440E-08	2.700E-09	
164	47	63	1	0.000E+00	0.000E+00	4.850E-07	5.230E-07	7.583E+02	7.789E+02	2.060E+01	6.500E-09	3.361E+00	3.217E-01	7.640E-01	8.840E-08	5.850E-08	2.400E-09	
165	35	65	1	0.000E+00	0.000E+00	3.940E-07	9.050E-07	7.527E+02	7.625E+02	9.800E+00	6.600E-09	3.545E+00	3.193E-01	7.670E-01	6.640E-08	1.113E-07	2.500E-09	
166	41	65	1	0.000E+00	0.000E+00	6.040E-07	4.740E-07	7.429E+02	7.560E+02	1.310E+01	6.500E-09	3.479E+00	3.236E-01	7.650E-01	1.075E-07	5.540E-08	2.500E-09	
167	47	65	8	0.000E+00	1.000E-08	3.910E-07	4.700E-07	6.841E+02	7.346E+02	5.050E+01	1.000E-08	3.414E+00	3.250E-01	7.650E-01	6.620E-08	5.580E-08	2.500E-09	
168	53	65	1	0.000E+00	0.000E+00	3.820E-07	4.590E-07	7.116E+02	7.459E+02	3.430E+01	6.600E-09	3.401E+00	3.252E-01	7.650E-01	6.640E-08	5.530E-08	2.300E-09	
169	59	65	1	0.000E+00	0.000E+00	4.100E-07	4.760E-07	7.363E+02	7.550E+02	1.870E+01	6.500E-09	3.425E+00	3.208E-01	7.660E-01	7.150E-08	5.800E-08	2.500E-09	
